train/critic_loss,rollout/success_rate,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/n_updates,time/fps,time/time_elapsed,time/episodes
0.26555848121643066,0.0,2144,0.0001,-0.06968607008457184,0.986280083656311,-4.080029010772705,139,635,3,4
0.20536541938781738,0.0,3192,0.0001,-0.13524815440177917,0.9734483361244202,-4.806483268737793,270,523,6,8
0.2372141182422638,0.0,4472,0.0001,-0.21573197841644287,0.9580063223838806,-5.726202964782715,430,470,9,12
0.22745564579963684,0.0,5272,0.0001,-0.26596173644065857,0.9484854340553284,-6.556190013885498,530,456,11,16
0.21976882219314575,0.0,6384,0.0001,-0.3359289765357971,0.935407280921936,-7.291790008544922,669,438,14,20
77.60910034179688,0.0,7632,0.0001,-0.4141944646835327,0.9209499955177307,-8.304436683654785,825,426,17,24
