time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/std,train/value_loss,train/learning_rate,train/kl_loss_with_bc_model,train/n_updates,train/clip_fraction,train/explained_variance,train/loss,eval/mean_reward,eval/success_rate,eval/mean_ep_length
30,3599,3932160,1092,3.727256417274475,-9.350819091196172e-05,0.0006381266,0.2,0.04272213578224182,38.19138756990433,0.00024298368,0.14691492915153503,145,0.0017547607421875,0.9467696957290173,16.266712188720703,,,
31,3598,4063232,1129,3.9159293353557585,-0.00066165345342597,0.00056530384,0.2,0.042363282293081284,41.63120676279068,0.0002410176,0.17771099507808685,150,0.0007720947265625,0.9394125938415527,12.945693969726562,,,
32,3599,4194304,1165,3.891551695764065,-0.00029484342012437993,0.00037249574,0.2,0.042410075664520264,37.31381011009216,0.00023905151999999995,0.1681145429611206,155,0.0003509521484375,0.945264782756567,14.217158317565918,,,
33,3598,4325376,1201,3.6821058094501495,-1.5199552581179888e-05,0.0006208318,0.2,0.042512040585279465,41.873098039627074,0.00023708543999999997,0.1869824230670929,160,0.00162506103515625,0.9418608397245407,16.398258209228516,,,
34,3602,4456448,1237,3.735410812497139,1.6020530893001705e-05,0.0006208519,0.2,0.04255963861942291,38.831299448013304,0.00023511935999999997,0.17688652873039246,165,0.00107421875,0.9459990821778774,15.851301193237305,,,
35,3604,4587520,1272,3.81520384401083,0.0001428923354978906,0.00038766878,0.2,0.042762067168951035,38.521080470085145,0.00023315328,0.17589621245861053,170,0.00058441162109375,0.9424576796591282,14.435705184936523,,,
36,3605,4718592,1308,3.7216585904359816,2.7673226577462627e-05,0.0007736386,0.2,0.04296524450182915,33.53338319063187,0.00023118719999999998,0.184210866689682,175,0.001715087890625,0.9519074074923992,11.970514297485352,,,
37,3605,4849664,1345,3.4997188314795493,-0.0004895128739008214,0.000596919,0.2,0.04296000301837921,38.76375329494476,0.00022922112,0.19982294738292694,180,0.0010894775390625,0.9459599666297436,14.31987190246582,,,
38,3605,4980736,1381,3.787440460920334,-0.0004133455629926175,0.0008957105,0.2,0.04290638491511345,36.48822468519211,0.00022725503999999997,0.240962952375412,185,0.00255889892578125,0.9494781047105789,13.673479080200195,,,
39,3608,5111808,1416,3.4541845127940176,0.000314164170413278,0.0004793749,0.2,0.042984407395124435,40.68953329324722,0.00022528895999999996,0.19653141498565674,190,0.0007965087890625,0.9400567226111889,15.602967262268066,,,
40,3608,5242880,1452,3.69290559142828,-0.000982757203746587,0.00084977876,0.2,0.04295539855957031,42.30173667669296,0.00022332287999999998,0.20063179731369019,195,0.00125274658203125,0.9453408867120743,13.395569801330566,,,
41,3609,5373952,1488,3.6619812309741975,-2.1424451551865788e-05,0.00065355375,0.2,0.04308922216296196,39.244918775558475,0.0002213568,0.24906331300735474,200,0.00096893310546875,0.9434816390275955,16.031896591186523,,,
42,3609,5505024,1525,3.6700535640120506,-0.0002146779777831398,0.00046879554,0.2,0.04294739291071892,35.2979614853859,0.00021939072,0.21641427278518677,205,0.00046234130859375,0.9546164721250534,13.986584663391113,,,
43,3610,5636096,1560,3.518387657403946,-0.0004252883896697313,0.00059029664,0.2,0.043008916079998016,37.028615379333495,0.00021742463999999996,0.2445962280035019,210,0.001513671875,0.950067762285471,15.127277374267578,,,
44,3612,5767168,1596,3.585755634307861,-0.0002540877281717258,0.0005158747,0.2,0.0431240051984787,34.93272423744202,0.00021545855999999998,0.26728564500808716,215,0.0008392333984375,0.9551562592387199,13.210006713867188,,,
45,3611,5898240,1633,3.415024971961975,0.0005131778671056964,0.00068893784,0.2,0.043350428342819214,38.01107679605484,0.00021349247999999997,0.24120989441871643,220,0.0013519287109375,0.9481348246335983,14.2146577835083,,,
46,3611,6029312,1669,3.5363122820854187,-0.00020514402131084354,0.0007147781,0.2,0.04344901069998741,35.61709161996841,0.00021152639999999997,0.2624182403087616,225,0.00139923095703125,0.9482023380696774,14.419760704040527,,,
47,3611,6160384,1705,3.398129200935364,4.9668369319988416e-05,0.00067110517,0.2,0.04355357214808464,36.98434102535248,0.00020956032,0.24672412872314453,230,0.00142364501953125,0.9472820460796356,14.37308120727539,,,
48,3613,6291456,1741,3.2979655832052233,-0.0002741852498729713,0.0005355517,0.2,0.04344439506530762,40.93945409059525,0.00020759424,0.26637229323387146,235,0.0008209228515625,0.9476700983941555,18.35675621032715,,,
49,3614,6422528,1776,3.290928103029728,-0.0002111886944476282,0.00070752297,0.2,0.043256308883428574,33.92470455169678,0.00020562815999999997,0.3227648437023163,240,0.00178985595703125,0.9513471461832523,12.724944114685059,,,
50,3615,6553600,1812,3.390897883474827,0.000475633086898597,0.0006026899,0.2,0.043262746185064316,35.59744820594788,0.00020366207999999997,0.2958112955093384,245,0.00165252685546875,0.953277874737978,16.115581512451172,,,
51,3616,6684672,1848,3.2425859749317167,-3.576311864890158e-05,0.0008677108,0.2,0.04361822456121445,37.614561676979065,0.000201696,0.3307732343673706,250,0.00194244384765625,0.9454399719834328,15.606261253356934,,,
52,3618,6815744,1883,3.3295836105942724,0.00035612933643278664,0.00093575276,0.2,0.04369628056883812,40.841212677955625,0.00019972991999999998,0.33747416734695435,255,0.0022186279296875,0.9419730454683304,16.462289810180664,,,
53,3619,6946816,1919,3.2088896483182907,0.00041068716236623,0.0008501012,0.2,0.04352246969938278,37.29640409946442,0.00019776383999999997,0.31737515330314636,260,0.00224151611328125,0.9459379278123379,14.312154769897461,,,
54,3620,7077888,1954,3.244932289421558,-2.3774668807163835e-05,0.0008116709,0.2,0.043957680463790894,38.268920469284055,0.00019579776,0.35428208112716675,265,0.00142822265625,0.9408678226172924,14.726740837097168,,,
55,3621,7208960,1990,3.2859287217259405,-6.55658237519674e-05,0.00050909945,0.2,0.04390571638941765,38.82859292030334,0.00019383168,0.3253821134567261,270,0.00103912353515625,0.9420032538473606,18.20540428161621,,,
56,3621,7340032,2026,3.1902643516659737,0.00018597423368191813,0.00088559167,0.2,0.04412244260311127,32.64920493364334,0.00019186559999999998,0.33050650358200073,275,0.00211181640625,0.9474842064082623,12.598716735839844,,,
57,3623,7471104,2062,3.1685781881213186,0.00027154548806720415,0.0006362699,0.2,0.04429295286536217,37.82709720134735,0.00018989951999999997,0.4335935115814209,280,0.00142364501953125,0.9448048882186413,14.14013957977295,,,
58,3624,7602176,2097,3.053521801531315,0.0002490344166290015,0.00069281575,0.2,0.044376857578754425,38.203512811660765,0.00018793344,0.35304126143455505,285,0.001727294921875,0.9455188736319542,14.597016334533691,,,
59,3624,7733248,2133,3.1676835119724274,0.00027089783470728434,0.0009184166,0.2,0.044722750782966614,40.07594132423401,0.00018596736,0.37011680006980896,290,0.00184478759765625,0.9389612898230553,14.330496788024902,,,
60,3624,7864320,2169,3.0819433718919753,0.000675727771158563,0.0006292822,0.2,0.04483289644122124,32.24923075437546,0.00018400127999999995,0.383635938167572,295,0.001544189453125,0.9484084472060204,12.555340766906738,,,
61,3626,7995392,2204,3.1151909485459326,0.00017079195094993338,0.001017791,0.2,0.04505143314599991,35.02650090456009,0.00018203519999999997,0.3913472592830658,300,0.00203704833984375,0.944038849323988,14.654326438903809,,,
62,3627,8126464,2240,3.09601548910141,-0.0002378218552621547,0.00096662255,0.2,0.045473527163267136,33.51333442926407,0.00018006912,0.36144599318504333,305,0.00237579345703125,0.9453251101076603,11.326425552368164,,,
63,3627,8257536,2276,3.0532224476337433,0.0006873994549096097,0.00086763443,0.2,0.04564124345779419,34.36716805696487,0.00017810304,0.5090837478637695,310,0.00246734619140625,0.9424696452915668,12.784768104553223,,,
64,3628,8388608,2311,2.883819745481014,-0.00038967052096268163,0.0005333533,0.2,0.04556504637002945,37.09222754240036,0.00017613695999999998,0.3671291470527649,315,0.00120391845703125,0.9383495263755322,15.040603637695312,,,
65,3629,8519680,2347,2.9662459805607795,0.0001006807535304688,0.00074703095,0.2,0.045391470193862915,33.5973677277565,0.00017417088,0.4379458427429199,320,0.00162811279296875,0.9471501857042313,13.523550987243652,,,
66,3631,8650752,2382,2.8357120007276535,0.00022387260760297066,0.00086049933,0.2,0.04565262794494629,28.880385982990266,0.00017220480000000002,0.5466761589050293,325,0.00311737060546875,0.9529573880136013,11.118946075439453,,,
67,3631,8781824,2418,3.0225935697555544,-0.00015384242542495485,0.00055274484,0.2,0.0458797961473465,35.54213589429855,0.00017023871999999996,0.40228646993637085,330,0.00081787109375,0.9458166696131229,13.779070854187012,,,
68,3632,8912896,2453,2.7271218478679655,-0.00016250794506049714,0.00070000195,0.2,0.04615340754389763,36.01558666229248,0.00016827263999999998,0.47316795587539673,335,0.00110321044921875,0.9398522526025772,12.723701477050781,,,
69,3633,9043968,2489,2.6622138768434525,-0.00017688467123662123,0.00045828306,0.2,0.046479642391204834,32.94578015804291,0.00016630656,0.3626576066017151,340,0.0008026123046875,0.9471869841217995,13.146834373474121,,,
70,3634,9175040,2524,2.8708558171987533,-0.0005797487807285506,0.0004704899,0.2,0.04687369987368584,31.02875748872757,0.00016434048,0.4753696918487549,345,0.0005706787109375,0.9477966763079166,12.734443664550781,,,
71,3635,9306112,2559,2.7723190128803252,-9.635640017222614e-05,0.00078609644,0.2,0.047455139458179474,29.05532648563385,0.00016237439999999996,0.6310969591140747,350,0.00175323486328125,0.9515381157398224,10.071309089660645,,,
72,3636,9437184,2595,2.8657104536890983,-0.00028452454862417655,0.00043708956,0.2,0.04763353615999222,35.923731851577756,0.00016040831999999998,0.43519970774650574,355,0.00059967041015625,0.9435916282236576,13.450109481811523,,,
73,3637,9568256,2630,2.7290644526481627,-0.0004942653591569979,0.00040774897,0.2,0.0478421114385128,30.507977068424225,0.00015844224,0.4545336961746216,360,0.00053253173828125,0.9493904151022434,12.276261329650879,,,
74,3639,9699328,2665,2.74495956748724,1.9358044664841145e-05,0.0002651848,0.2,0.04778300225734711,28.84803411960602,0.00015647615999999997,0.3732421100139618,365,0.0001556396484375,0.9531930088996887,10.4529447555542,,,
75,3639,9830400,2701,2.6697377622127534,-0.00010173056834901217,0.00037718355,0.2,0.04805028438568115,32.34081209897995,0.00015451008,0.4707408547401428,370,0.000201416015625,0.9478649348020554,12.33479118347168,,,
76,3640,9961472,2736,2.7110598742961884,-0.00017622956620471085,0.00024991937,0.2,0.04811137914657593,30.352326810359955,0.000152544,0.4389626383781433,375,0.00016632080078125,0.9506105035543442,10.461358070373535,,,
77,3641,10092544,2771,2.628620943427086,7.763324829284102e-05,0.00041434634,0.2,0.04833724722266197,29.931351089477538,0.00015057791999999997,0.4660618305206299,380,0.0003021240234375,0.952752985060215,13.044940948486328,,,
78,3640,10223616,2807,2.6109307527542116,0.00026300616809749044,0.00032015832,0.2,0.04834838956594467,26.744338631629944,0.00014861183999999997,0.5161772966384888,385,0.000390625,0.9600812941789627,11.986297607421875,,,
79,3641,10354688,2843,2.754511554539204,-0.00035249829161330124,0.00055307365,0.2,0.04840025305747986,31.75417559146881,0.00014664576,0.4911985397338867,390,0.00042572021484375,0.9523423686623573,11.83132553100586,,,
80,3642,10485760,2878,2.6394559681415557,-0.00023411302609019913,0.00044513613,0.2,0.04874812811613083,30.958863222599028,0.00014467967999999998,0.5067751407623291,395,0.00084228515625,0.9515521414577961,10.688138961791992,,,
81,3643,10616832,2913,2.544294981658459,0.00010223078497801907,0.00020306004,0.2,0.04880785197019577,32.19447113275528,0.0001427136,0.45270848274230957,400,5.79833984375e-05,0.9494166858494282,12.196334838867188,,,
82,3643,10747904,2949,2.6697015345096586,-0.00045150888254283925,0.00053080905,0.2,0.04872652143239975,28.135891759395598,0.00014074751999999997,0.5106979608535767,405,0.00062713623046875,0.9595753066241741,10.890915870666504,,,
83,3644,10878976,2985,2.7694350987672807,0.00015220660643535666,0.00034901308,0.2,0.04898400604724884,29.859077179431914,0.00013878144,0.5625609159469604,410,0.0002899169921875,0.9567280188202858,11.227618217468262,,,
84,3644,11010048,3020,2.6307411789894104,-0.0005542206927202642,0.00038698554,0.2,0.04904508218169212,29.979851245880127,0.00013681535999999998,0.49936914443969727,415,0.00025634765625,0.9508879333734512,12.038826942443848,,,
85,3646,11141120,3055,2.614967855811119,-0.00022797423807787708,0.0003986868,0.2,0.049264080822467804,33.07728340625763,0.00013484928,0.5311529636383057,420,0.00042724609375,0.9495895132422447,13.21471881866455,,,
86,3646,11272192,3091,2.5281047776341437,2.6434424216859043e-05,0.00024491642,0.2,0.049263011664152145,35.75562031269074,0.0001328832,0.5842951536178589,425,0.00026397705078125,0.9415771514177322,13.648804664611816,,,
87,3647,11403264,3126,2.4010183706879618,-0.0001834617472923128,0.00023929158,0.2,0.04932650551199913,32.30821975469589,0.00013091712,0.4797932505607605,430,0.000146484375,0.9503658562898636,13.489614486694336,,,
88,3647,11534336,3161,2.444641377031803,-4.534058061835822e-05,0.00028726063,0.2,0.049488089978694916,34.99040485620499,0.00012895103999999998,0.5672203302383423,435,0.0001983642578125,0.9442503228783607,12.546210289001465,,,
89,3648,11665408,3196,2.392389936745167,6.416346222977154e-05,0.0002421315,0.2,0.04950479790568352,30.421708345413208,0.00012698495999999997,0.5286052227020264,440,0.0002197265625,0.9532961323857307,12.702442169189453,,,
90,3649,11796480,3232,2.4339782387018203,6.366388261085376e-05,0.00019292912,0.2,0.04949500784277916,33.36867376565933,0.00012501888,0.4943351745605469,445,0.0001434326171875,0.9473227076232433,10.871125221252441,,,
91,3649,11927552,3268,2.452944095432758,0.00031673329576733524,0.00029079072,0.2,0.049632202833890915,30.281762397289278,0.0001230528,0.568391740322113,450,0.00041961669921875,0.9505813084542751,11.5370454788208,,,
92,3650,12058624,3303,2.427603116631508,-0.00018760145831038245,0.00040411082,0.2,0.049889564514160156,30.169105303287505,0.00012108672000000001,0.6937656402587891,455,0.000543212890625,0.9541222341358662,11.206927299499512,,,
93,3651,12189696,3338,2.421709789335728,0.00022570049914065747,0.00020788838,0.2,0.04993098974227905,35.49200373888016,0.00011912063999999999,0.7013872861862183,460,0.00038299560546875,0.9413505643606186,14.00867748260498,,,
94,3651,12320768,3374,2.4761002585291862,0.00016177789111679886,0.00021024205,0.2,0.05007241293787956,33.042000758647916,0.00011715455999999998,0.5434125661849976,465,9.46044921875e-05,0.9497644752264023,13.680410385131836,,,
95,3652,12451840,3409,2.3768357172608376,0.00013782090791210068,0.00021337713,0.2,0.050096552819013596,34.34499852657318,0.00011518847999999999,0.7291655540466309,470,0.00034637451171875,0.9415873251855373,13.493871688842773,,,
96,3652,12582912,3445,2.538353404402733,-1.601777330506593e-06,0.00019634463,0.2,0.05027599632740021,32.76880390644074,0.00011322239999999998,0.5564500689506531,475,0.0001708984375,0.9529597237706184,12.862497329711914,,,
97,3652,12713984,3480,2.28561418056488,-0.00021050957730039954,0.0003225159,0.2,0.050374578684568405,29.98823924064636,0.00011125632,0.5099608898162842,480,0.00027008056640625,0.9500878229737282,10.260820388793945,,,
98,3653,12845056,3515,2.5300183445215225,-0.000358807182055898,0.00033815973,0.2,0.05056708678603172,34.89954262971878,0.00010929023999999998,0.6096814870834351,485,0.0003021240234375,0.9436034895479679,15.223137855529785,,,
99,3654,12976128,3550,2.4714731216430663,-0.000154767433195957,0.0005571391,0.2,0.05076183006167412,31.166613709926605,0.00010732416,0.9747108221054077,490,0.00172119140625,0.9546276852488518,12.561301231384277,,,
100,3654,13107200,3586,2.414657410979271,-0.0002845176008122507,0.00023196108,0.2,0.05087101459503174,29.50967057943344,0.00010535808,0.5684988498687744,495,9.613037109375e-05,0.9577805660665035,10.205207824707031,,,
101,3654,13238272,3622,2.4425553157925606,2.952482464024797e-06,0.00017087563,0.2,0.05075440555810928,31.33315807580948,0.00010339199999999998,0.5791720747947693,500,9.1552734375e-05,0.95365796610713,11.832725524902344,,,
102,3655,13369344,3657,2.384123459458351,-2.6708894438343123e-06,0.0001255971,0.2,0.05076069384813309,31.079827094078063,0.00010142592,0.5268629193305969,505,1.678466796875e-05,0.9540155902504921,11.294099807739258,,,
103,3655,13500416,3692,2.3373686984181403,-0.00015738052243250423,0.00013886983,0.2,0.050755590200424194,32.64828081130982,9.945983999999998e-05,0.5143033862113953,510,8.392333984375e-05,0.9513740763068199,12.143978118896484,,,
104,3655,13631488,3728,2.326577250659466,-0.00010611419565975666,0.00040041297,0.2,0.05090931057929993,32.91281702518463,9.749376e-05,0.9493991732597351,515,0.00094146728515625,0.9517198912799358,12.452641487121582,,,
105,3656,13762560,3763,2.1832784309983255,-8.777650073170662e-05,0.00023664371,0.2,0.050968341529369354,33.17573417425156,9.552767999999999e-05,0.6745614409446716,520,0.000341796875,0.9463107734918594,12.481369972229004,,,
106,3656,13893632,3799,2.396329842507839,4.545521587715484e-05,0.00016688652,0.2,0.05113234743475914,32.862522220611574,9.356160000000001e-05,0.6095882058143616,525,5.79833984375e-05,0.9487557671964169,15.450743675231934,,,
107,3657,14024704,3834,2.3283808693289756,0.0003979537657869514,0.00017958765,0.2,0.05124063044786453,31.922414696216585,9.159551999999999e-05,0.5130476951599121,530,0.0002227783203125,0.9532225206494331,11.92744255065918,,,
108,3656,14155776,3870,2.381247900426388,-0.0002474392647854984,0.00018178401,0.2,0.05133894085884094,29.650231957435608,8.962944000000001e-05,0.6165531277656555,535,0.0001953125,0.956268947571516,13.810123443603516,,,
109,3657,14286848,3906,2.3623658254742623,-0.00016457880919915625,0.00016043495,0.2,0.05114614591002464,31.993319737911225,8.766335999999999e-05,0.6876797080039978,540,5.340576171875e-05,0.9531268663704395,11.963129997253418,,,
110,3657,14417920,3941,2.207013392448425,-0.00015756197135488036,0.0002601615,0.2,0.051237888634204865,33.56030431985855,8.569727999999998e-05,0.6690468788146973,545,0.0005859375,0.9486712329089642,12.373641967773438,,,
111,3658,14548992,3977,2.3420068085193635,8.096189922071061e-05,0.00015289758,0.2,0.05129454657435417,32.57821396589279,8.37312e-05,0.7027840614318848,550,0.00011749267578125,0.9513047896325588,14.113542556762695,,,
112,3658,14680064,4013,2.419274537265301,-0.00021170799918763806,0.00034776673,0.2,0.05135945603251457,30.406511962413788,8.176511999999998e-05,0.9421993494033813,555,0.00050811767578125,0.9560670629143715,12.024054527282715,,,
113,3658,14811136,4048,2.4112676233053207,0.00025033800957316996,0.00018414168,0.2,0.051448993384838104,33.28098113536835,7.979904e-05,0.7729010581970215,560,0.0003631591796875,0.9527904279530048,13.290484428405762,,,
114,3658,14942208,4083,2.2266949713230133,-0.000563267346660723,0.00023575369,0.2,0.05132216960191727,36.28580803871155,7.783295999999998e-05,0.7924712896347046,565,0.00018157958984375,0.9480685703456402,13.866473197937012,,,
115,3659,15073280,4119,2.434464414417744,6.541775073856115e-05,0.00013474717,0.2,0.05131323263049126,28.99265835285187,7.586688e-05,0.7637115716934204,570,4.8828125e-05,0.9582382701337337,10.585919380187988,,,
116,3659,15204352,4155,2.188593252003193,-0.00019537005427991972,0.00013019149,0.2,0.051343731582164764,32.057581508159636,7.39008e-05,0.7291772365570068,575,7.62939453125e-05,0.952212817966938,12.82958984375,,,
117,3660,15335424,4189,2.347077080607414,-0.0002490417318767868,0.00015079378,0.2,0.051379650831222534,34.93549091815949,7.193471999999998e-05,0.726839542388916,580,8.087158203125e-05,0.9507496580481529,12.554278373718262,,,
118,3660,15466496,4225,2.368973198533058,-0.00010437898745294661,0.00025432784,0.2,0.05129743739962578,31.88122181892395,6.996864e-05,0.9791578054428101,585,0.00082855224609375,0.955604650080204,12.455471992492676,,,
119,3660,15597568,4261,2.372093452513218,-0.00016801200035843067,0.00013178123,0.2,0.05145415663719177,31.596102917194365,6.800255999999999e-05,0.6148203611373901,590,7.171630859375e-05,0.9556412287056446,11.195351600646973,,,
120,3660,15728640,4296,2.3086054265499114,-0.00017626585977268406,0.00014407262,0.2,0.05149294435977936,37.0779293179512,6.603648000000001e-05,0.7539112567901611,595,9.765625e-05,0.9483220651745796,15.677071571350098,,,
121,3661,15859712,4331,2.4498674303293226,5.799810023745522e-05,0.00019006571,0.2,0.05150192230939865,34.56925872564316,6.407039999999999e-05,0.860713005065918,600,0.00056304931640625,0.9506916515529156,12.824490547180176,,,
122,3661,15990784,4367,2.2729385271668434,6.507593207061291e-06,0.00015727419,0.2,0.051598720252513885,35.72917919158935,6.210432000000001e-05,0.7038513422012329,605,0.0002777099609375,0.9493102356791496,14.16301155090332,,,
123,3661,16121856,4403,2.4454978868365287,-4.801894829142839e-05,0.0001296263,0.2,0.051672421395778656,37.84894372224808,6.0138239999999996e-05,0.8474421501159668,610,0.00023651123046875,0.945204496383667,15.443087577819824,,,
124,3661,16252928,4438,2.2115973368287087,-0.00020216872580931523,0.00019085448,0.2,0.051635559648275375,33.27432947158813,5.817215999999998e-05,0.998454749584198,615,0.0004119873046875,0.9543140605092049,12.292488098144531,,,
125,3662,16384000,4473,2.413285140693188,-0.00011236038772040046,0.00011556475,0.2,0.05172352120280266,33.94513597488403,5.6206079999999996e-05,0.8784894943237305,620,4.730224609375e-05,0.9514157399535179,13.47064208984375,,,
126,3662,16515072,4509,2.307668848335743,-3.964435272791888e-05,0.00010409588,0.2,0.05175069719552994,38.33952249288559,5.423999999999998e-05,0.8217102885246277,625,0.000146484375,0.9503545723855495,14.616057395935059,,,
