bc/samples_so_far,bc/ent_loss,bc/neglogp,bc/epoch,bc/entropy,bc/prob_true_act,bc/l2_loss,bc/loss,bc/batch,batch_size,bc/l2_norm
397316096,0.007069591898471117,-7.188320328362576,97,-7.069591522216797,4169.727627679551,0.0,-7.181250736464105,97000,4096,50954.171875
399364096,0.007078629918396473,-7.095703286208158,98,-7.078629493713379,3961.3999276097766,0.0,-7.0886246562897615,97500,4096,50986.04296875
401412096,0.007093844003975391,-7.132366447981079,98,-7.093843460083008,4177.698322829421,0.0,-7.125272603977104,98000,4096,51014.6953125
403460096,0.007105869706720114,-7.157481703729847,99,-7.105869293212891,4343.389389114975,0.0,-7.1503758340231265,98500,4096,51042.19921875
405508096,0.007102703209966421,-7.188036122828207,99,-7.102703094482422,4274.275531794054,0.0,-7.18093341961824,99000,4096,51074.87890625
407556096,0.007119560614228249,-7.03509754385963,100,-7.119560241699219,4216.269536313347,0.0,-7.0279779832454015,99500,4096,51100.8046875
409604096,0.007087739650160074,-7.161428907663417,100,-7.08773946762085,4100.062974417619,0.0,-7.154341168013257,100000,4096,51124.58203125
411652096,0.007104994263499975,-7.1420297352923985,101,-7.10499382019043,4268.765034570258,0.0,-7.1349247410288985,100500,4096,51152.6171875
413700096,0.007088843733072281,-7.012551745622861,101,-7.08884334564209,4174.5567079732355,0.0,-7.005462901889789,101000,4096,51177.15625
415748096,0.007140300702303648,-7.115534144422469,102,-7.140300273895264,4204.58806646249,0.0,-7.108393843720165,101500,4096,51199.55859375
417796096,0.007126965094357729,-7.044859483941354,102,-7.126964569091797,4384.401170855636,0.0,-7.037732518846997,102000,4096,51223.93359375
419844096,0.007074215915054083,-7.126442864523463,103,-7.074215412139893,3890.025831527763,0.0,-7.119368648608409,102500,4096,51241.64453125
421892096,0.0070632281713187695,-7.214215328236632,103,-7.063227653503418,4134.172255652057,0.0,-7.207152100065313,103000,4096,51263.05078125
423940096,0.007112523540854454,-7.178923922364856,104,-7.112523078918457,4360.288271698302,0.0,-7.171811398824001,103500,4096,51279.5390625
425988096,0.007092322688549757,-7.0415052933767175,104,-7.09232234954834,4044.3110657477027,0.0,-7.034412970688168,104000,4096,51291.44140625
428036096,0.007074825465679169,-6.968482103801989,105,-7.074825286865234,4132.707282670029,0.0,-6.96140727833631,104500,4096,51302.4921875
430084096,0.0071088089607656,-7.092160276529663,105,-7.108808517456055,4389.989039028458,0.0,-7.085051467568897,105000,4096,51316.171875
432132096,0.007101520895957947,-7.129043127649927,106,-7.101520538330078,4140.028859952301,0.0,-7.121941606753969,105500,4096,51328.58203125
434180096,0.007073523011058569,-6.980841825570269,106,-7.073522567749023,4308.947777866273,0.0,-6.97376830255921,106000,4096,51342.1171875
436228096,0.007096069864928722,-7.036757976998784,107,-7.0960693359375,4123.106026345555,0.0,-7.029661907133855,106500,4096,51360.7421875
438276096,0.00709941703826189,-7.053668418050608,107,-7.099416732788086,4180.484259315457,0.0,-7.0465690010123465,107000,4096,51369.86328125
440324096,0.007131440564990044,-7.077369859706807,108,-7.131440162658691,4288.284126897109,0.0,-7.070238419141817,107500,4096,51385.18359375
442372096,0.007135455496609211,-7.206256586328097,108,-7.135455131530762,4466.768470182489,0.0,-7.199121130831488,108000,4096,51395.125
444420096,0.007134431041777134,-7.1656488156949525,109,-7.134430885314941,4392.65867682987,0.0,-7.158514384653175,108500,4096,51408.6875
446468096,0.00709557207301259,-7.102273543305582,109,-7.095571517944336,4233.6151106462285,0.0,-7.0951779712325695,109000,4096,51417.91015625
448516096,0.007111281156539917,-7.0944215382784614,110,-7.111280918121338,4306.21590410969,0.0,-7.0873102571219215,109500,4096,51423.45703125
450564096,0.007080581970512867,-7.177962176245375,110,-7.0805816650390625,4310.861005260882,0.0,-7.170881594274862,110000,4096,51424.5078125
452612096,0.007088452111929655,-7.113930389351801,111,-7.088451862335205,4273.838432886424,0.0,-7.106841937239872,110500,4096,51427.1015625
454660096,0.007108946796506643,-7.166157029266321,111,-7.108946323394775,4247.322106262296,0.0,-7.159048082469814,111000,4096,51430.859375
456708096,0.00707743875682354,-7.1419454123439206,112,-7.0774383544921875,4171.082533985469,0.0,-7.134867973587097,111500,4096,51434.0625
458756096,0.007071643136441708,-7.080845958856283,112,-7.071642875671387,4105.308683205361,0.0,-7.073774315719842,112000,4096,51437.20703125
460804096,0.007094054948538542,-7.078516291712529,113,-7.094054698944092,4278.988925803502,0.0,-7.071422236763991,112500,4096,51444.09765625
462852096,0.007099136710166931,-7.090342182663152,113,-7.0991363525390625,4132.671381464397,0.0,-7.083243045952985,113000,4096,51453.1484375
464900096,0.007131106685847044,-7.067542900536603,114,-7.131106376647949,4174.636965704385,0.0,-7.060411793850756,113500,4096,51466.0546875
466948096,0.0070767090655863285,-7.1400072494588,114,-7.076708793640137,4210.801350736682,0.0,-7.132930540393214,114000,4096,51475.7265625
468996096,0.007114463485777378,-7.0634377267420945,115,-7.1144633293151855,4105.2588585978065,0.0,-7.056323263256317,114500,4096,51493.66796875
471044096,0.0071174753829836845,-7.113767450963097,115,-7.1174750328063965,4200.972320791981,0.0,-7.106649975580114,115000,4096,51503.1328125
473092096,0.007136699743568897,-7.139359826956957,116,-7.136699199676514,4355.273413815998,0.0,-7.132223127213388,115500,4096,51520.06640625
475140096,0.007101221475750208,-7.13029454140844,116,-7.101221084594727,4266.623072066348,0.0,-7.12319331993269,116000,4096,51526.66796875
477188096,0.0071127749979496,-7.124765537202412,117,-7.112774848937988,4367.598811878993,0.0,-7.117652762204463,116500,4096,51538.80859375
479236096,0.007114014122635126,-7.188823201332264,117,-7.114013671875,4510.974547545276,0.0,-7.181709187209629,117000,4096,51545.4453125
481284096,0.007090285886079073,-7.15238149940718,118,-7.090285778045654,4257.572351553129,0.0,-7.145291213521101,117500,4096,51555.41015625
483332096,0.007102052215486765,-7.14503916914528,118,-7.102051734924316,4562.592383481973,0.0,-7.137937116929793,118000,4096,51561.33984375
485380096,0.007124238647520542,-7.055030791371276,119,-7.12423849105835,4190.613003381228,0.0,-7.047906552723756,118500,4096,51570.890625
487428096,0.007098483387380838,-7.17513774997684,119,-7.098483085632324,4287.696019216168,0.0,-7.168039266589459,119000,4096,51575.125
489476096,0.007143213413655758,-7.14036606097763,120,-7.143213272094727,4409.034086796095,0.0,-7.1332228475639745,119500,4096,51584.43359375
491524096,0.007098781876266003,-7.149271376178209,120,-7.098781585693359,4259.422429033641,0.0,-7.142172594301943,120000,4096,51593.35546875
493572096,0.007138544227927923,-7.074772991235525,121,-7.138544082641602,4290.988216072672,0.0,-7.067634447007597,120500,4096,51603.6640625
495620096,0.007098692003637552,-7.094759774687851,121,-7.098691463470459,4239.266536913403,0.0,-7.087661082684213,121000,4096,51610.20703125
497668096,0.007115837652236223,-7.139305749196929,122,-7.115837097167969,4344.710347439783,0.0,-7.1321899115446925,121500,4096,51624.15625
499716096,0.007119064684957266,-7.1972106888842315,122,-7.1190643310546875,4535.5472080867985,0.0,-7.190091624199274,122000,4096,51638.08203125
501764096,0.007102223113179207,-7.131272014880029,123,-7.102222919464111,4379.956866231848,0.0,-7.12416979176685,122500,4096,51658.6953125
503812096,0.007113458123058081,-7.042596371314825,123,-7.113457679748535,4376.97051401164,0.0,-7.035482913191767,123000,4096,51680.890625
505860096,0.007132766302675009,-7.0416385380979385,124,-7.132765769958496,4382.711979404339,0.0,-7.0345057717952635,123500,4096,51705.703125
507908096,0.007123313378542662,-7.15709521692635,124,-7.123312950134277,4582.9134559923,0.0,-7.149971903547807,124000,4096,51726.5390625
509956096,0.007120055612176657,-7.091227803996558,125,-7.120055198669434,4318.443076348546,0.0,-7.0841077483843815,124500,4096,51748.1328125
512004096,0.007132986560463905,-7.174258795667521,125,-7.132986068725586,4733.660590974815,0.0,-7.167125809107057,125000,4096,51766.109375
514052096,0.007115303538739681,-7.0628985811827,126,-7.115303039550781,4413.494559780624,0.0,-7.05578327764396,125500,4096,51789.25390625
516100096,0.007139502093195915,-7.1969435664900985,126,-7.139501571655273,4787.720007839114,0.0,-7.189804064396903,126000,4096,51805.10546875
518148096,0.0071325176395475864,-7.0900619068635224,127,-7.132517337799072,4420.700877875826,0.0,-7.082929389223975,126500,4096,51823.48046875
520196096,0.007112568244338036,-7.042692362262369,127,-7.112567901611328,4382.956994871425,0.0,-7.035579794018031,127000,4096,51838.2265625
522244096,0.00712074339389801,-7.065468891554013,128,-7.120743274688721,4376.615810810987,0.0,-7.058348148160115,127500,4096,51856.16796875
524292096,0.007126271724700928,-7.037541675328547,128,-7.1262712478637695,4606.808832889541,0.0,-7.030415403603846,128000,4096,51868.5859375
526340096,0.007128726225346327,-7.073061327516179,129,-7.128726005554199,4493.791277445836,0.0,-7.065932601290832,128500,4096,51881.890625
528388096,0.007124204188585281,-7.092168396350321,129,-7.124203681945801,4375.5755619429765,0.0,-7.085044192161735,129000,4096,51896.37109375
530436096,0.00713609904050827,-7.061685024375448,130,-7.136098861694336,4440.76317163697,0.0,-7.05454892533494,129500,4096,51904.70703125
532484096,0.0071278526447713375,-7.125094367405496,130,-7.127852439880371,4449.397363218504,0.0,-7.117966514760725,130000,4096,51916.73828125
534532096,0.00711149862036109,-7.2059824678245565,131,-7.1114983558654785,4484.464561350031,0.0,-7.1988709692041954,130500,4096,51932.39453125
536580096,0.007125796750187874,-7.050838948736249,131,-7.125796318054199,4493.0827400353555,0.0,-7.043713151986061,131000,4096,51947.5
538628096,0.007150915451347828,-7.161144490282343,132,-7.150915145874023,4567.856600792376,0.0,-7.153993574830995,131500,4096,51967.16796875
540676096,0.0071859583258628845,-7.2015207181921035,132,-7.185957908630371,4579.361006270544,0.0,-7.194334759866241,132000,4096,51983.08984375
542724096,0.007117836270481348,-7.062563138288732,133,-7.117835998535156,4464.964028783568,0.0,-7.055445302018251,132500,4096,52003.48828125
544772096,0.0071405088528990746,-7.186526424179064,133,-7.140508651733398,4558.596446215031,0.0,-7.179385915326165,133000,4096,52020.7265625
546820096,0.007109921891242266,-7.140676307678854,134,-7.109921455383301,4321.922760791565,0.0,-7.133566385787612,133500,4096,52031.0625
548868096,0.007123630028218031,-7.12810891956296,134,-7.123629570007324,4489.38852921726,0.0,-7.120985289534742,134000,4096,52054.19140625
550916096,0.007127863354980946,-7.016306273853926,135,-7.127862930297852,4552.026289779127,0.0,-7.009178410498945,134500,4096,52069.9609375
552964096,0.007126659620553255,-7.082825265924228,135,-7.126659393310547,4731.684060978676,0.0,-7.075698606303675,135000,4096,52087.375
555012096,0.007118675392121077,-7.093593652674375,136,-7.118675231933594,4464.497372318372,0.0,-7.086474977282254,135500,4096,52107.046875
557060096,0.007147308439016342,-7.191766708190558,136,-7.147307872772217,4522.810636475648,0.0,-7.184619399751542,136000,4096,52126.140625
559108096,0.00712594436481595,-7.174519898948294,137,-7.125944137573242,4525.578369706268,0.0,-7.167393954583478,136500,4096,52146.3828125
561156096,0.007091733161360025,-7.115849125958901,137,-7.091732978820801,4368.248094012167,0.0,-7.108757392797541,137000,4096,52168.73828125
563204096,0.0071129510179162025,-7.070938302085772,138,-7.112950801849365,4540.833253693208,0.0,-7.063825351067856,137500,4096,52194.16796875
565252096,0.007108872756361961,-6.955694637774734,138,-7.108872413635254,4114.272250498311,0.0,-6.948585765018372,138000,4096,52216.2109375
567300096,0.007101454772055149,-6.991254042505812,139,-7.101454257965088,4444.348229388894,0.0,-6.984152587733757,138500,4096,52236.62109375
569348096,0.007153491489589214,-7.1583968417697275,139,-7.153491020202637,4552.929517370974,0.0,-7.151243350280138,139000,4096,52259.32421875
571396096,0.007144683972001076,-7.123669097062547,140,-7.144683837890625,4634.585552814588,0.0,-7.116524413090546,139500,4096,52280.00390625
573444096,0.0071184891276061535,-7.122835217470263,140,-7.118488788604736,4299.3211257319535,0.0,-7.115716728342657,140000,4096,52301.734375
575492096,0.007132661994546652,-7.143008651049172,141,-7.132661819458008,4490.147836072236,0.0,-7.135875989054625,140500,4096,52323.796875
577540096,0.0071437847800552845,-7.123421188594891,141,-7.143784523010254,4541.588824703492,0.0,-7.116277403814836,141000,4096,52345.453125
579588096,0.007148074917495251,-7.102097613178706,142,-7.148074626922607,4476.230026286033,0.0,-7.09494953826121,141500,4096,52364.3203125
581636096,0.007099831476807594,-7.129096473495748,142,-7.0998311042785645,4358.357398531947,0.0,-7.1219966420189404,142000,4096,52384.03125
583684096,0.00711745023727417,-7.126183469908165,143,-7.117449760437012,4230.738599898342,0.0,-7.119066019670891,142500,4096,52403.4453125
585732096,0.007118090521544218,-7.13303791044193,143,-7.1180901527404785,4315.5358597271625,0.0,-7.1259198199203855,143000,4096,52417.3984375
587780096,0.007158799562603235,-7.146076899060001,144,-7.158799171447754,4652.602835477837,0.0,-7.138918099497398,143500,4096,52439.55859375
589828096,0.007134063169360161,-7.07519428664196,144,-7.134062767028809,4504.481766394422,0.0,-7.0680602234725995,144000,4096,52454.53125
591876096,0.007163869217038155,-7.1535206976167505,145,-7.1638689041137695,4471.319890636835,0.0,-7.146356828399712,144500,4096,52467.19140625
593924096,0.007120438851416111,-7.116985186419896,145,-7.120438575744629,4427.289699607008,0.0,-7.10986474756848,145000,4096,52477.79296875
595972096,0.007140392437577248,-7.128770746247772,146,-7.140392303466797,4445.9913436325705,0.0,-7.121630353810195,145500,4096,52490.9609375
598020096,0.007123045157641172,-7.1474042038524415,146,-7.123044967651367,4581.165840291771,0.0,-7.1402811586948,146000,4096,52501.73046875
600068096,0.007115955464541912,-6.995248259856809,147,-7.115955352783203,4500.151079316844,0.0,-6.988132304392267,146500,4096,52513.5
602116096,0.007136646192520857,-7.145376748000325,147,-7.136645793914795,4257.666006824806,0.0,-7.1382401018078045,147000,4096,52529.71484375
604164096,0.007135678548365831,-7.137908131382838,148,-7.135678291320801,4598.138489266487,0.0,-7.1307724528344725,147500,4096,52547.3359375
606212096,0.007141661364585161,-7.075723008371165,148,-7.141661167144775,4842.112045561409,0.0,-7.06858134700658,148000,4096,52567.9921875
608260096,0.007127238437533379,-7.0573241560908455,149,-7.1272382736206055,4652.871237237828,0.0,-7.050196917653312,148500,4096,52583.50390625
610308096,0.007132862228900194,-7.143105871306933,149,-7.132862091064453,4659.49751982656,0.0,-7.1359730090780324,149000,4096,52604.66796875
612356096,0.007136340253055096,-7.083777857016038,150,-7.136340141296387,4534.461879972203,0.0,-7.076641516762983,149500,4096,52625.31640625
614404096,0.007127262651920319,-7.268510750567072,150,-7.127262115478516,4580.444331031276,0.0,-7.261383487915151,150000,4096,52642.57421875
616452096,0.0071505275554955006,-7.1366163243423735,151,-7.150527000427246,4731.688015338385,0.0,-7.129465796786878,150500,4096,52663.859375
618500096,0.00713011622428894,-7.252906685995681,151,-7.130115985870361,4522.553587299852,0.0,-7.245776569771392,151000,4096,52676.76171875
620548096,0.007114484906196594,-7.161030384541393,152,-7.114484786987305,4786.3192496026295,0.0,-7.153915899635196,151500,4096,52698.03125
622596096,0.007159247528761625,-7.245985007138964,152,-7.159247398376465,4621.150545286373,0.0,-7.238825759610203,152000,4096,52716.85546875
624644096,0.007167074829339981,-7.261295037670553,153,-7.167074680328369,4764.5282043987445,0.0,-7.254127962841213,152500,4096,52734.26171875
626692096,0.007145632058382034,-7.181126562725403,153,-7.145631790161133,4613.189142028854,0.0,-7.173980930667021,153000,4096,52750.75
628740096,0.007128054741770029,-7.208978095991252,154,-7.128054618835449,4615.3072674716805,0.0,-7.201850041249482,153500,4096,52766.0234375
630788096,0.007172825280576944,-7.202064447313452,154,-7.172824859619141,4465.594500042218,0.0,-7.194891622032875,154000,4096,52783.41796875
632836096,0.007125415373593569,-7.134790790263514,155,-7.125414848327637,4580.438208385197,0.0,-7.12766537488992,154500,4096,52798.265625
634884096,0.007125063333660364,-7.055581091198184,155,-7.125062942504883,4193.650073910273,0.0,-7.048456027864524,155000,4096,52811.953125
636932096,0.007133136969059706,-7.147598293169905,156,-7.133136749267578,4616.874585222658,0.0,-7.140465156200845,155500,4096,52829.79296875
638980096,0.007137181703001261,-7.227925024095308,156,-7.137181282043457,4714.5001444092295,0.0,-7.220787842392307,156000,4096,52850.69140625
641028096,0.007142631337046623,-7.153554518115824,157,-7.1426310539245605,4639.805484862917,0.0,-7.146411886778777,156500,4096,52868.37890625
643076096,0.007135238964110613,-7.236459073588413,157,-7.1352386474609375,4560.029490888568,0.0,-7.229323834624302,157000,4096,52886.703125
645124096,0.00712903356179595,-7.034301683359676,158,-7.129033088684082,4188.161508012317,0.0,-7.02717264979788,157500,4096,52908.3203125
647172096,0.007099810987710953,-6.934980139963294,158,-7.099810600280762,4366.006467956911,0.0,-6.927880328975583,158000,4096,52930.73046875
649220096,0.007136900443583727,-7.182165107904834,159,-7.136899948120117,4442.5902313004935,0.0,-7.17502820746125,158500,4096,52950.390625
651268096,0.0071239713579416275,-7.042520216103286,159,-7.123970985412598,4256.177118665333,0.0,-7.035396244745344,159000,4096,52974.703125
653316096,0.007133143488317728,-7.226834027784444,160,-7.133142948150635,4522.555720604016,0.0,-7.2197008842961266,159500,4096,52997.7734375
655364096,0.007153170183300972,-7.201892621218361,160,-7.153169631958008,4562.826869648997,0.0,-7.19473945103506,160000,4096,53019.921875
657412096,0.007135259918868542,-7.184770070871485,161,-7.135259628295898,4548.156105702288,0.0,-7.1776348109526165,160500,4096,53039.53125
659460096,0.007149579469114542,-7.2279491712160295,161,-7.149579048156738,4534.600639721677,0.0,-7.220799591746915,161000,4096,53064.44921875
661508096,0.007144093047827482,-7.036791133486576,162,-7.144092559814453,4334.9072479903425,0.0,-7.029647040438748,161500,4096,53083.390625
663556096,0.0071602738462388515,-7.141398793836541,162,-7.160273551940918,4470.114883571363,0.0,-7.134238519990302,162000,4096,53104.94140625
665604096,0.007120624650269747,-7.073052827236649,163,-7.120624542236328,4440.547510231725,0.0,-7.065932202586379,162500,4096,53125.29296875
667652096,0.0071411957032978535,-7.113998730519289,163,-7.141195297241211,4519.697414933931,0.0,-7.106857534815991,163000,4096,53146.26171875
669700096,0.0071303825825452805,-7.174889745770893,164,-7.130382061004639,4612.182326953742,0.0,-7.167759363188348,163500,4096,53166.79296875
671748096,0.007157729007303715,-7.235114490097467,164,-7.157728672027588,4539.287359717582,0.0,-7.227956761090163,164000,4096,53186.234375
673796096,0.007150945719331503,-7.162057745599833,165,-7.15094518661499,4507.233233663506,0.0,-7.154906799880502,164500,4096,53208.8203125
675844096,0.007135662715882063,-7.134150112946243,165,-7.13566255569458,4226.560731076535,0.0,-7.1270144502303605,165000,4096,53223.6328125
677892096,0.0071679032407701015,-7.039079167598067,166,-7.167902946472168,4540.991488152216,0.0,-7.031911264357297,165500,4096,53247.77734375
679940096,0.007109194993972778,-7.0697386046264326,167,-7.109194755554199,4287.47339725639,0.0,-7.06262940963246,166000,4096,53264.66796875
681988096,0.007145085372030735,-7.203701175208806,167,-7.145084857940674,4554.301526205152,0.0,-7.1965560898367755,166500,4096,53283.125
684036096,0.007165455259382725,-7.203226832427807,168,-7.165454864501953,4685.6137953942,0.0,-7.196061377168424,167000,4096,53302.328125
686084096,0.007153412792831659,-7.158457374344316,168,-7.153412342071533,4630.564047792992,0.0,-7.151303961551484,167500,4096,53324.02734375
688132096,0.00712959561496973,-7.127334690886794,169,-7.1295952796936035,4539.751779921768,0.0,-7.1202050952718245,168000,4096,53342.73046875
690180096,0.007154812570661306,-7.20402007733268,169,-7.154812335968018,4696.011103818464,0.0,-7.196865264762018,168500,4096,53360.73828125
692228096,0.007165956776589155,-7.190511461361165,170,-7.165956497192383,4622.5869111336015,0.0,-7.183345504584576,169000,4096,53375.34375
694276096,0.007121911738067865,-7.149388187112939,170,-7.121911525726318,4470.564226591225,0.0,-7.142266275374872,169500,4096,53394.4375
696324096,0.0071216463111341,-7.0404079446670025,171,-7.121645927429199,4373.786825114082,0.0,-7.033286298355868,170000,4096,53410.1484375
698372096,0.007142572198063135,-7.16821415730952,171,-7.142571926116943,4407.516424450779,0.0,-7.161071585111457,170500,4096,53428.59765625
700420096,0.007123943883925676,-7.240353182817038,172,-7.123943328857422,4447.420505692848,0.0,-7.233229238933112,171000,4096,53446.53125
702468096,0.007166180294007063,-7.192487287954073,172,-7.16618013381958,4717.610667372371,0.0,-7.185321107660066,171500,4096,53465.1953125
704516096,0.007157900370657444,-7.166453156806287,173,-7.157899856567383,4607.723076181757,0.0,-7.159295256435629,172000,4096,53483.828125
706564096,0.00714544951915741,-7.094069736764865,173,-7.145449161529541,4299.332623948894,0.0,-7.086924287245708,172500,4096,53500.66796875
708612096,0.007164478302001953,-7.0525667141009745,174,-7.164477825164795,4106.05717725192,0.0,-7.0454022357989725,173000,4096,53518.71484375
710660096,0.007128945551812649,-7.085302639371928,174,-7.128945350646973,4305.359321714146,0.0,-7.078173693820116,173500,4096,53533.35546875
712708096,0.007163571193814278,-7.230088681316367,175,-7.163570880889893,4806.208583515199,0.0,-7.222925110122553,174000,4096,53553.5859375
714756096,0.007138930726796389,-7.068908129059535,175,-7.138930320739746,4530.118084209524,0.0,-7.061769198332739,174500,4096,53567.8828125
716804096,0.007179478649049997,-7.274550088424324,176,-7.179478168487549,4831.16546830761,0.0,-7.267370609775274,175000,4096,53586.76171875
718852096,0.0071431659162044525,-7.144204817490424,176,-7.143165588378906,4447.947173534696,0.0,-7.13706165157422,175500,4096,53602.30078125
720900096,0.007156651932746172,-7.195398215071709,177,-7.156651496887207,4514.389201868849,0.0,-7.188241563138963,176000,4096,53620.4296875
722948096,0.007161758840084076,-7.143232556158651,177,-7.1617584228515625,4538.354506630019,0.0,-7.136070797318567,176500,4096,53632.953125
724996096,0.007134488318115473,-7.156669089246288,178,-7.134488105773926,4347.254388232532,0.0,-7.149534600928172,177000,4096,53650.39453125
727044096,0.0071363006718456745,-7.1752416530951155,178,-7.136300563812256,4420.220571158124,0.0,-7.16810535242327,177500,4096,53663.33203125
729092096,0.0071285078302025795,-7.111604155108589,179,-7.128507614135742,4365.497808698854,0.0,-7.104475647278386,178000,4096,53678.3359375
731140096,0.0071517955511808395,-7.091648175279413,179,-7.151795387268066,4416.439528266732,0.0,-7.0844963797282325,178500,4096,53694.97265625
733188096,0.007169674150645733,-7.255483408014671,180,-7.169673919677734,4793.524690048591,0.0,-7.248313733864025,179000,4096,53709.69140625
735236096,0.007147805765271187,-7.199292188126914,180,-7.147805213928223,4701.745511776406,0.0,-7.192144382361643,179500,4096,53726.34375
737284096,0.007122515235096216,-7.166379073279135,181,-7.122514724731445,4443.528074877434,0.0,-7.159256558044039,180000,4096,53739.046875
739332096,0.00717140780761838,-7.207838467708217,181,-7.171407699584961,4715.084057957974,0.0,-7.200667059900598,180500,4096,53753.75390625
741380096,0.007160496897995472,-7.200608968446474,182,-7.160496711730957,4569.831503951628,0.0,-7.1934484715484786,181000,4096,53768.078125
743428096,0.007148310076445341,-7.1349327329115475,182,-7.148309707641602,4544.017677920496,0.0,-7.127784422835102,181500,4096,53782.57421875
745476096,0.007112002931535244,-7.15199188793058,183,-7.112002372741699,4376.33662840268,0.0,-7.144879884999045,182000,4096,53797.6015625
747524096,0.007153933867812157,-7.194232243373012,183,-7.153933525085449,4439.039143018938,0.0,-7.1870783095052,182500,4096,53813.6328125
749572096,0.007149981334805489,-7.23189697626249,184,-7.1499810218811035,4427.236159553004,0.0,-7.224746994927685,183000,4096,53826.26171875
751620096,0.007184081710875034,-7.106204035357445,184,-7.184081554412842,4714.103295975705,0.0,-7.09901995364657,183500,4096,53839.15234375
753668096,0.007151956669986248,-7.119539845226685,185,-7.151956558227539,4693.513306296345,0.0,-7.1123878885566985,184000,4096,53851.734375
755716096,0.007161895278841257,-7.14334747898404,185,-7.161894798278809,4564.042397133605,0.0,-7.136185583705199,184500,4096,53861.47265625
757764096,0.007155762054026127,-7.179107581484746,186,-7.15576171875,4310.798567215821,0.0,-7.17195181943072,185000,4096,53872.99609375
759812096,0.007153952494263649,-7.203745454972335,186,-7.153952121734619,4577.992579749449,0.0,-7.196591502478071,185500,4096,53885.37109375
761860096,0.007154722698032856,-7.122272676834428,187,-7.154722213745117,4455.284058135849,0.0,-7.115117954136395,186000,4096,53898.42578125
763908096,0.007143802009522915,-7.120937488953757,187,-7.143801689147949,4404.274367817108,0.0,-7.113793686944234,186500,4096,53911.15625
765956096,0.007158470340073109,-7.161786533976695,188,-7.158470153808594,4345.1588612068845,0.0,-7.154628063636622,187000,4096,53921.75
768004096,0.007123882416635752,-7.094926494555501,188,-7.123882293701172,4395.118873027346,0.0,-7.087802612138865,187500,4096,53931.05078125
770052096,0.007118552457541227,-7.186774564284434,189,-7.118552207946777,4542.299483313682,0.0,-7.179656011826893,188000,4096,53944.37109375
772100096,0.007150832563638687,-7.097113185775385,189,-7.150832176208496,4606.23299383917,0.0,-7.089962353211746,188500,4096,53956.453125
774148096,0.007157974410802126,-7.219608756839801,190,-7.1579742431640625,4545.402543623403,0.0,-7.2124507824289985,189000,4096,53965.6484375
776196096,0.0071442886255681515,-7.098186346960874,190,-7.144288063049316,4408.222097913111,0.0,-7.091042058335306,189500,4096,53972.58203125
778244096,0.007134454324841499,-7.252320847461963,191,-7.134453773498535,4578.8570213813055,0.0,-7.245186393137121,190000,4096,53986.421875
780292096,0.0071550230495631695,-7.165216386168188,191,-7.155022621154785,4496.001308779786,0.0,-7.158061363118625,190500,4096,54002.484375
782340096,0.007122262846678495,-7.0333301524202785,192,-7.122262477874756,4392.004292702497,0.0,-7.0262078895736,191000,4096,54015.359375
784388096,0.007134838495403528,-7.133960478414114,192,-7.134838104248047,4393.237282552163,0.0,-7.12682563991871,191500,4096,54032.0234375
786436096,0.0071725244633853436,-7.019991350006767,193,-7.1725239753723145,4103.677592534119,0.0,-7.012818825543381,192000,4096,54048.7421875
788484096,0.007147086784243584,-7.13336328845512,193,-7.1470866203308105,4430.3330824404,0.0,-7.126216201670877,192500,4096,54064.26171875
790532096,0.007167135365307331,-7.223796860690831,194,-7.167135238647461,4558.534640161572,0.0,-7.216629725325523,193000,4096,54083.04296875
792580096,0.007144223432987928,-7.024553164604907,194,-7.144223213195801,4203.713130661485,0.0,-7.017408941171919,193500,4096,54097.0390625
794628096,0.0071377079002559185,-7.18716808395858,195,-7.137707710266113,4732.022914898233,0.0,-7.180030376058324,194000,4096,54112.85546875
796676096,0.0071593583561480045,-7.139897488216148,195,-7.159358024597168,4369.917726627664,0.0,-7.13273812986,194500,4096,54129.875
798724096,0.007140887901186943,-7.120806079665929,196,-7.14088773727417,4417.145445909891,0.0,-7.113665191764742,195000,4096,54148.35546875
800772096,0.007167066913098097,-7.1880352513745995,196,-7.16706657409668,4559.890489350544,0.0,-7.180868184461501,195500,4096,54167.27734375
802820096,0.00714718597009778,-7.082649022994696,197,-7.147185802459717,4404.98547098481,0.0,-7.075501837024598,196000,4096,54182.0
804868096,0.007129948120564222,-7.130485644508571,197,-7.129947662353516,4434.4326709613615,0.0,-7.123355696388007,196500,4096,54197.3203125
806916096,0.007201857399195433,-7.161578677121954,198,-7.201857089996338,4578.368045164183,0.0,-7.154376819722758,197000,4096,54212.30078125
808964096,0.007164455018937588,-7.112696974687106,198,-7.164454460144043,4336.900291928876,0.0,-7.105532519668168,197500,4096,54227.15234375
811012096,0.007150349207222462,-7.176766622208636,199,-7.150348663330078,4509.741017944843,0.0,-7.169616273001414,198000,4096,54242.3984375
813060096,0.007146152667701244,-7.210619927362057,199,-7.146152496337891,4561.606036431442,0.0,-7.203473774694356,198500,4096,54258.984375
815108096,0.007149606943130493,-7.120327179341695,200,-7.149606704711914,4409.565447525907,0.0,-7.113177572398564,199000,4096,54274.0078125
817156096,0.007140804547816515,-7.20238273187792,200,-7.140804290771484,4520.580198528549,0.0,-7.195241927330104,199500,4096,54289.3203125
