time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/explained_variance,train/clip_fraction,train/clip_range,train/learning_rate,train/std,train/loss,train/entropy_loss,train/kl_loss_with_bc_model,train/n_updates,train/approx_kl,train/kl_coef,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length,eval/success_rate
15,1966080,4431,443,0.7516547739505768,4.57763671875e-06,0.2,0.00028898995199999996,0.005894508212804794,39.429656982421875,7.016649743914604,0.035436566919088364,70,0.00018254145,0.19302696960000001,-0.0007698394929320784,84.95760045051574,,,
16,2097152,4424,473,0.7763405442237854,9.1552734375e-06,0.2,0.00028820352,0.005870170891284943,38.260128021240234,6.987238901853561,0.03967772424221039,75,0.00025347044,0.19252889600000003,-0.0010002408696891507,85.27203717231751,,,
17,2228224,4410,505,0.8019429296255112,2.899169921875e-05,0.2,0.00028741708799999996,0.005864234175533056,39.1241455078125,7.045101740956307,0.0431881919503212,80,0.00018798756,0.1920308224,-0.0005284421124088113,85.22729320526123,,,
18,2359296,4402,535,0.8167144507169724,0.0,0.2,0.000286630656,0.005856098607182503,37.00279235839844,7.0442042499780655,0.04538457840681076,85,0.00014782227,0.1915327488,-0.0005817546130856499,79.52944488525391,,,
19,2490368,4410,564,0.8316394984722137,1.52587890625e-06,0.2,0.00028584422399999997,0.005841133184731007,37.15233612060547,7.051461347937584,0.05029582977294922,90,0.00018850861,0.1910346752,-0.0007134886116546113,80.27737021446228,,,
20,2621440,4415,593,0.8303286731243134,3.0517578125e-06,0.2,0.000285057792,0.005837517790496349,41.33451461791992,7.121852830052376,0.05364036187529564,95,0.00012589287,0.19053660160000002,-0.0004725931226857938,79.50052826404571,,,
21,2752512,4407,624,0.8314739316701889,3.0517578125e-06,0.2,0.00028427136,0.005827325861901045,35.66975402832031,7.085910266637802,0.056830160319805145,100,0.00016739607,0.190038528,-0.00047681898286100477,78.22604422569275,,,
22,2883584,4399,655,0.8228300362825394,0.0,0.2,0.00028348492799999995,0.005825030617415905,33.66005325317383,7.0867410629987715,0.05937696620821953,105,0.00019242294,0.1895404544,-0.0006098006306274328,77.96083414554596,,,
23,3014656,4403,684,0.8368532657623291,6.103515625e-06,0.2,0.000282698496,0.0058102658949792385,30.41807746887207,7.09599050283432,0.06594471633434296,110,0.00026263323,0.18904238080000002,-0.0011112467505881795,76.78171195983887,,,
24,3145728,4408,713,0.830266073346138,1.678466796875e-05,0.2,0.00028191206399999995,0.005797971040010452,42.312255859375,7.071314871311188,0.07135961949825287,115,0.00016821893,0.1885443072,-0.0005082621624751482,84.45259370803834,,,
25,3276800,4408,743,0.8356730788946152,2.288818359375e-05,0.2,0.000281125632,0.005803542211651802,37.8046760559082,7.134408435225486,0.07575492560863495,120,0.00016303462,0.18804623360000003,-0.0006092582319979556,81.81304812431335,,,
26,3407872,4403,773,0.8286273032426834,7.62939453125e-06,0.2,0.00028033919999999996,0.005801022984087467,37.55787658691406,7.159364148974419,0.07337521016597748,125,0.00019387736,0.18754816,-0.0007972791558131575,83.14057431221008,,,
27,3538944,4403,803,0.8295346200466156,0.0,0.2,0.000279552768,0.005792818032205105,40.76111602783203,7.100729435682297,0.0836770161986351,130,0.00016263424,0.1870500864,-0.0005348187856725417,86.73406867980957,,,
28,3670016,4406,832,0.8399968147277832,0.0,0.2,0.00027876633599999997,0.005783225409686565,36.306640625,7.087718340754509,0.08876275271177292,135,0.00018783115,0.1865520128,-0.0006599137057492043,79.43323154449463,,,
29,3801088,4397,864,0.8332583159208298,1.068115234375e-05,0.2,0.000277979904,0.005770009011030197,37.69755935668945,7.19205995798111,0.09410308301448822,140,0.00032833198,0.18605393920000002,-0.0011027733868104405,82.74274501800537,,,
30,3932160,4387,896,0.8302461802959442,0.0,0.2,0.00027719347199999997,0.00575995072722435,40.10517883300781,7.122247189283371,0.10230227559804916,145,0.00015452341,0.18555586560000004,-0.0004911266281851567,81.50285265445709,,,
31,4063232,4382,927,0.8335288017988205,0.0,0.2,0.00027640703999999995,0.005756264086812735,36.70999526977539,7.164953899383545,0.10104626417160034,150,9.673223e-05,0.185057792,-0.0002729778283537598,76.21631889343261,,,
32,4194304,4382,957,0.8364747315645218,0.0,0.2,0.000275620608,0.005756749771535397,41.91714096069336,7.1802515298128124,0.10998549312353134,155,0.00013318057,0.18455971840000002,-0.0003212495350453537,79.49257164001465,,,
33,4325376,4384,986,0.8477691859006882,0.0,0.2,0.000274834176,0.00576284434646368,32.757789611816406,7.207701703906059,0.11235906928777695,160,0.00010082162,0.1840616448,-0.00015118567534955218,75.66297082901,,,
34,4456448,4387,1015,0.8426927924156189,0.0,0.2,0.000274047744,0.005766862537711859,33.09135818481445,7.212325346469879,0.1116257756948471,165,7.801424e-05,0.1835635712,-8.827084966469556e-05,74.79801974296569,,,
35,4587520,4385,1045,0.8475148975849152,0.0,0.2,0.00027326131199999996,0.005766729824244976,30.73059844970703,7.169840723276138,0.11993665993213654,170,0.00012596653,0.18306549760000002,-0.00031347302938229405,74.85623292922973,,,
36,4718592,4381,1076,0.8506764471530914,3.0517578125e-06,0.2,0.00027247488,0.005758681800216436,33.11919403076172,7.217659941315651,0.11944188922643661,175,0.00015972948,0.182567424,-0.0003892413689754903,75.89627437591552,,,
37,4849664,4383,1106,0.854746550321579,0.0,0.2,0.00027168844799999996,0.005752356257289648,35.11357879638672,7.174291884899139,0.1295461654663086,180,0.00014762979,0.18206935040000002,-0.00043386921897763385,78.35911870002747,,,
38,4980736,4385,1135,0.8502665311098099,1.52587890625e-06,0.2,0.000270902016,0.005756850354373455,34.18347930908203,7.245340090990067,0.1304444968700409,185,0.00011685848,0.18157127680000001,-0.00046657243219669906,77.65712714195251,,,
39,5111808,4387,1165,0.8624214231967926,1.983642578125e-05,0.2,0.00027011558399999997,0.005761570297181606,33.07698059082031,7.1481986969709395,0.13723069429397583,190,0.00015898515,0.1810732032,-0.0001501458515122067,73.31330511569976,,,
40,5242880,4384,1195,0.849636048078537,1.983642578125e-05,0.2,0.00026932915199999994,0.005769168026745319,31.008569717407227,7.241895914077759,0.13509416580200195,195,0.0001560103,0.1805751296,-0.00026348871033405886,75.5404186964035,,,
41,5373952,4383,1225,0.8458302170038223,4.119873046875e-05,0.2,0.00026854272,0.00577797694131732,31.957107543945312,7.22465347647667,0.14070293307304382,200,0.00012887965,0.180077056,-0.0004036182064737659,74.0935967206955,,,
42,5505024,4386,1255,0.8583173453807831,3.0517578125e-05,0.2,0.000267756288,0.005765791051089764,32.550025939941406,7.24042387008667,0.14866964519023895,205,0.00031224228,0.1795789824,-0.0010461887977726292,70.36817479133606,,,
43,5636096,4388,1284,0.8632317334413528,6.103515625e-06,0.2,0.000266969856,0.005760889500379562,29.025615692138672,7.173318552970886,0.1599978804588318,210,0.0002564907,0.1790809088,-0.0009935744674294256,68.95230357646942,,,
44,5767168,4387,1314,0.8451604694128036,1.52587890625e-06,0.2,0.00026618342399999995,0.005758520215749741,29.803197860717773,7.267489647865295,0.15957507491111755,215,0.00014114176,0.1785828352,-0.0004434139249497093,73.12180836200714,,,
45,5898240,4385,1345,0.8475452363491058,0.0,0.2,0.000265396992,0.005739656277000904,31.815841674804688,7.3071439355611805,0.16521325707435608,220,0.00022194265,0.1780847616,-0.0008012762591533829,71.70155301094056,,,
46,6029312,4385,1374,0.8426115363836288,4.57763671875e-06,0.2,0.00026461055999999996,0.005742048379033804,36.83732604980469,7.294590690732003,0.17251640558242798,225,0.00014390025,0.17758668800000002,-0.00032766836848168167,76.12923679351806,,,
47,6160384,4387,1403,0.8467103391885757,0.0,0.2,0.000263824128,0.0057565136812627316,28.016372680664062,7.295491075515747,0.16989076137542725,230,0.00020678125,0.1770886144,-0.0005403351766290143,72.03822190761566,,,
48,6291456,4388,1433,0.8548357337713242,0.0,0.2,0.00026303769599999997,0.005757528822869062,32.421722412109375,7.260107529163361,0.1740632951259613,235,8.926431e-05,0.1765905408,-1.3664334255736322e-05,75.86481401920318,,,
49,6422528,4386,1464,0.8537652343511581,0.0,0.2,0.000262251264,0.005753848236054182,32.91120910644531,7.283744859695434,0.18388745188713074,240,0.00013452029,0.17609246720000002,-0.0006287999560299796,74.14791805744171,,,
50,6553600,4385,1494,0.8410020619630814,0.0,0.2,0.00026146483199999997,0.005752544850111008,37.7591438293457,7.255674549937249,0.1889391988515854,245,0.00014819445,0.1755943936,-0.0005101633971207776,82.05839734077453,,,
51,6684672,4386,1524,0.8543441593647003,1.52587890625e-06,0.2,0.0002606784,0.0057492805644869804,31.827545166015625,7.3150669753551485,0.2020937204360962,250,0.0001245916,0.17509632000000003,-0.0005331215208570939,70.36355783939362,,,
52,6815744,4385,1553,0.8450522124767303,0.0,0.2,0.000259891968,0.0057498081587255,30.549837112426758,7.2467076748609545,0.20122849941253662,255,7.869826e-05,0.1745982464,-0.00011323124053888022,74.40471692085266,,,
53,6946816,4386,1583,0.8658861219882965,0.0,0.2,0.00025910553599999995,0.00575298024341464,32.41749954223633,7.317482736706734,0.21064536273479462,260,8.210026e-05,0.1741001728,-0.00014361843059305102,70.43829762935638,,,
54,7077888,4387,1613,0.8428678810596466,0.0,0.2,0.000258319104,0.005752935539931059,31.18709945678711,7.289387342333794,0.206507608294487,265,0.00011992389,0.1736020992,-0.0004122602185816504,72.80700900554658,,,
55,7208960,4386,1643,0.8496280610561371,0.0,0.2,0.00025753267199999996,0.005763225257396698,35.09476852416992,7.297330579161644,0.2121366709470749,270,9.287876e-05,0.17310402560000002,-0.00018574926943983882,78.15642473697662,,,
56,7340032,4385,1673,0.8380390852689743,0.0,0.2,0.00025674624,0.00577136455103755,34.7946662902832,7.329110786318779,0.21499669551849365,275,0.0001364788,0.172605952,-0.00048062249916256403,70.81009538173676,,,
57,7471104,4384,1704,0.8447711318731308,0.0,0.2,0.00025595980799999996,0.005786396563053131,30.99358367919922,7.277131345868111,0.22335396707057953,280,0.00012349754,0.1721078784,0.00012060187400493305,71.75813121795655,,,
58,7602176,4383,1734,0.8483691811561584,0.0,0.2,0.000255173376,0.005781685467809439,31.84123420715332,7.323765498399735,0.2189931571483612,285,7.757898e-05,0.17160980480000002,3.370172998984344e-05,74.38583970069885,,,
59,7733248,4381,1765,0.8417347520589828,0.0,0.2,0.00025438694399999997,0.0057704574428498745,31.363628387451172,7.316197380423546,0.2139618843793869,290,8.743022e-05,0.1711117312,-0.0004424499289598316,75.58589477539063,,,
60,7864320,4377,1796,0.8470351248979568,0.0,0.2,0.000253600512,0.005774540361016989,35.292144775390625,7.368490466475487,0.22523710131645203,295,9.1519265e-05,0.17061365760000002,2.1288124116836116e-06,73.05757281780242,,,
61,7995392,4375,1827,0.8820328861474991,1.068115234375e-05,0.2,0.00025281408,0.0057761287316679955,29.554561614990234,7.3364223569631575,0.22404780983924866,300,0.00013250319,0.17011558400000001,-0.00011744353614631108,65.10923779010773,,,
62,8126464,4374,1857,0.8574889153242111,0.0,0.2,0.00025202764799999995,0.005775272846221924,33.5157356262207,7.282419550418854,0.23860207200050354,305,0.000114686656,0.1696175104,7.916407193988561e-05,74.57913241386413,,,
63,8257536,4374,1887,0.8511229306459427,0.0,0.2,0.000251241216,0.0057741980999708176,33.13294982910156,7.32226779460907,0.24249759316444397,310,0.00010386655,0.16911943680000002,-0.0003094345905992668,73.80305759906769,,,
64,8388608,4372,1918,0.8520250767469406,0.0,0.2,0.000250454784,0.005770386662334204,34.907657623291016,7.281074044108391,0.2448955625295639,315,0.0001545174,0.1686213632,-0.00041102093891822735,78.56615078449249,,,
65,8519680,4372,1948,0.8550282418727875,0.0,0.2,0.000249668352,0.005764249712228775,30.342037200927734,7.296787652373314,0.2614213526248932,320,0.00015285611,0.16812328960000003,-0.0007073116408719216,68.5663637638092,,,
66,8650752,4373,1978,0.8555739223957062,0.0,0.2,0.00024888191999999996,0.005763668566942215,26.243825912475586,7.357764586806297,0.2638087868690491,325,0.00014611386,0.167625216,-0.000500461709452793,67.14264132976533,,,
67,8781824,4373,2008,0.8508719503879547,0.0,0.2,0.000248095488,0.005770336836576462,32.465518951416016,7.318211036920547,0.27257949113845825,330,8.799447e-05,0.1671271424,-7.421863992931321e-05,73.24901475906373,,,
68,8912896,4373,2037,0.8510000258684158,1.678466796875e-05,0.2,0.00024730905599999997,0.005788726266473532,31.079364776611328,7.313967895507813,0.2736397385597229,335,0.00015852315,0.1666290688,-0.00037443381479533854,72.23263552188874,,,
69,9043968,4372,2068,0.8507261574268341,0.0,0.2,0.000246522624,0.005793134681880474,34.20958709716797,7.3077416837215425,0.27135607600212097,340,0.00014013925,0.16613099520000002,-0.0003909215098246932,71.59787592887878,,,
70,9175040,4372,2098,0.8529457151889801,0.0,0.2,0.00024573619199999997,0.005805361084640026,28.718233108520508,7.360229545831681,0.27900230884552,345,9.2623006e-05,0.1656329216,-0.00026918388393823987,68.75985972881317,,,
71,9306112,4373,2127,0.8454990833997726,0.0,0.2,0.00024494975999999995,0.005813998635858297,30.861949920654297,7.35071564912796,0.2692049741744995,350,7.411913e-05,0.165134848,0.00013600387756014244,72.47857518196106,,,
72,9437184,4373,2157,0.83507439494133,0.0,0.2,0.000244163328,0.00580933503806591,31.148292541503906,7.374295976758003,0.2871876358985901,355,0.00012039593,0.16463677440000002,-0.0003387862700037658,69.12418327331542,,,
73,9568256,4372,2188,0.8592808097600937,0.0,0.2,0.00024337689599999998,0.005814181175082922,30.66796875,7.401189815998078,0.2885819673538208,360,6.7526926e-05,0.1641387008,-0.000206265487940982,71.54303495883941,,,
74,9699328,4371,2218,0.8536036461591721,3.0517578125e-06,0.2,0.00024259046399999998,0.005828292109072208,34.92155456542969,7.253771966695785,0.30405178666114807,365,9.94762e-05,0.16364062720000003,0.00020739740575663744,70.41050581932068,,,
75,9830400,4372,2248,0.8452071100473404,0.0,0.2,0.00024180403199999996,0.005854031071066856,34.35790252685547,7.235306659340859,0.31068381667137146,370,0.00017616696,0.16314255360000002,-0.00020188483176752925,67.93323740959167,,,
76,9961472,4371,2278,0.8560889959335327,0.0,0.2,0.0002410176,0.005870174616575241,30.620203018188477,7.264172556996345,0.3151552379131317,375,9.523466e-05,0.16264448,-7.119724978110753e-06,66.30626821517944,,,
77,10092544,4372,2308,0.8625604659318924,0.0,0.2,0.000240231168,0.005870406981557608,30.49651336669922,7.326105374097824,0.30200883746147156,380,0.00017679096,0.16214640640000003,-0.0005408296325185802,69.4907475233078,,,
78,10223616,4372,2338,0.8544877469539642,0.0,0.2,0.00023944473599999997,0.005884632468223572,32.080665588378906,7.277967005968094,0.3132997751235962,385,0.00010835003,0.1616483328,-0.00022260486948653125,71.70264129638672,,,
79,10354688,4373,2367,0.8509663790464401,1.373291015625e-05,0.2,0.00023865830399999997,0.005899912677705288,30.085790634155273,7.236956360936165,0.30548977851867676,390,8.178828e-05,0.1611502592,5.69787880522199e-06,68.164768242836,,,
80,10485760,4372,2398,0.8442939221858978,0.0,0.2,0.00023787187199999997,0.005898298230022192,33.10466766357422,7.303759598731995,0.31120502948760986,395,8.182313e-05,0.1606521856,-0.0003347797606693348,75.67424952983856,,,
81,10616832,4372,2428,0.8603822588920593,0.0,0.2,0.00023708543999999997,0.005903786979615688,33.16952133178711,7.370515269041062,0.3007463216781616,400,6.828834e-05,0.16015411200000002,0.00017533411210024497,71.94765913486481,,,
82,10747904,4373,2457,0.8537566661834717,7.62939453125e-06,0.2,0.00023629900799999998,0.005916388239711523,30.668460845947266,7.24783938229084,0.3314938247203827,405,8.812286e-05,0.1596560384,3.173657169099897e-05,69.4013726234436,,,
83,10878976,4374,2487,0.8591413348913193,0.0,0.2,0.000235512576,0.005914706736803055,30.235950469970703,7.2749670296907425,0.32643598318099976,410,9.435338e-05,0.15915796480000002,-0.0003209503433026839,70.27530345916747,,,
84,11010048,4373,2517,0.8624841123819351,0.0,0.2,0.00023472614399999998,0.005925354547798634,30.79136848449707,7.321554633975029,0.3212057650089264,415,6.0185608e-05,0.15865989120000001,-1.1945055302930995e-05,66.50917489528656,,,
85,11141120,4372,2547,0.838492289185524,0.0,0.2,0.00023393971199999999,0.005930934101343155,38.84940719604492,7.242952513694763,0.3377017676830292,420,0.000109091154,0.1581618176,-0.0005367843881685985,81.40268812179565,,,
86,11272192,4373,2577,0.8580165207386017,8.85009765625e-05,0.2,0.00023315328,0.005954624619334936,27.856081008911133,7.263990405201912,0.32415103912353516,425,0.00027724396,0.15766374400000002,-0.00021235057502053679,67.14678628444672,,,
87,11403264,4373,2607,0.8575611710548401,0.0,0.2,0.00023236684799999996,0.005974858533591032,30.418045043945312,7.25306581556797,0.3327176570892334,430,8.62002e-05,0.1571656704,-3.3954325772356243e-06,71.52712936401367,,,
88,11534336,4374,2636,0.8538549840450287,1.52587890625e-06,0.2,0.00023158041599999997,0.005985379219055176,30.430866241455078,7.227057021856308,0.3619112968444824,435,7.7999954e-05,0.1566675968,-0.00019752675434574484,74.81091361045837,,,
89,11665408,4372,2667,0.86224365234375,0.0,0.2,0.00023079398399999997,0.006010250188410282,28.526254653930664,7.190404942631721,0.3273102641105652,440,0.00014543763,0.15616952320000002,-0.00018341146787861362,67.37284142971039,,,
90,11796480,4372,2697,0.8600956946611404,0.0,0.2,0.00023000755199999997,0.006021913141012192,33.12187194824219,7.21145831644535,0.3397255837917328,445,8.012868e-05,0.1556714496,-1.1320951307425275e-05,75.807080245018,,,
91,11927552,4373,2727,0.8574486076831818,0.0,0.2,0.00022922112,0.006029818207025528,27.53696060180664,7.22705385684967,0.33568987250328064,450,6.720806e-05,0.15517337600000003,0.00011955625886912457,69.75118374824524,,,
92,12058624,4372,2757,0.8703392148017883,0.0,0.2,0.000228434688,0.006045772694051266,26.770671844482422,7.29472736120224,0.33611175417900085,455,7.53201e-05,0.15467530240000002,0.00014429128132178448,69.7045393228531,,,
93,12189696,4372,2787,0.8633331954479218,1.373291015625e-05,0.2,0.00022764825599999998,0.006056462414562702,31.249431610107422,7.21091593503952,0.3560994565486908,460,0.00012014068,0.1541772288,-0.0002008703875617357,69.60331058502197,,,
94,12320768,4372,2817,0.8512273728847504,0.0,0.2,0.00022686182399999998,0.006055044010281563,31.741374969482422,7.235639554262161,0.35652559995651245,465,0.000105068815,0.1536791552,-0.0005551620786718558,74.03193290233612,,,
95,12451840,4371,2848,0.8608727902173996,1.52587890625e-06,0.2,0.00022607539199999999,0.006067672278732061,29.531909942626953,7.19251378774643,0.35604286193847656,470,8.010346e-05,0.15318108160000002,-0.0001482593681430444,65.61354148387909,,,
96,12582912,4372,2877,0.8548302948474884,0.0,0.2,0.00022528895999999996,0.006068537011742592,30.9536075592041,7.226260903477669,0.3677458167076111,475,9.2092436e-05,0.152683008,-0.00042507958132773636,70.91943702697753,,,
97,12713984,4371,2908,0.8553734123706818,0.00011138916015625,0.2,0.00022450252799999996,0.00608756672590971,29.101123809814453,7.202773442864418,0.3674573600292206,480,0.00022994258,0.1521849344,-0.00032869258720893415,66.89261641502381,,,
98,12845056,4372,2937,0.847111776471138,0.0,0.2,0.00022371609599999997,0.006093551404774189,30.484359741210938,7.203815692663193,0.3961491584777832,485,7.406211e-05,0.15168686080000002,-0.00020411912955751177,72.25118470191956,,,
99,12976128,4371,2968,0.8458576649427414,0.0,0.2,0.000222929664,0.006099568214267492,32.47311019897461,7.138197919726371,0.36636537313461304,490,7.6006625e-05,0.1511887872,-0.00018882770455093124,75.26812465190888,,,
100,13107200,4371,2997,0.8582942336797714,0.0,0.2,0.000222143232,0.006106680259108543,28.68722915649414,7.233241945505142,0.37460097670555115,495,0.00017466386,0.15069071360000003,-0.0006490788953669834,71.04351968765259,,,
101,13238272,4371,3028,0.8506566882133484,0.0,0.2,0.0002213568,0.006113633047789335,33.78014373779297,7.205195805430412,0.3930233120918274,500,8.563855e-05,0.15019264000000002,-0.0003345312627061503,73.90849030017853,,,
102,13369344,4371,3058,0.8510421812534332,0.0,0.2,0.00022057036799999998,0.006133099552243948,32.3847770690918,7.234443047642708,0.40267467498779297,505,8.273128e-05,0.1496945664,8.29137694381643e-05,68.35031151771545,,,
103,13500416,4370,3088,0.8513359725475311,0.0,0.2,0.00021978393599999998,0.0061280797235667706,30.112886428833008,7.185503154993057,0.40329188108444214,510,0.00011634617,0.14919649280000002,-0.0002459146890032571,66.97388069629669,,,
104,13631488,4370,3118,0.854741781949997,0.0,0.2,0.00021899750399999996,0.006125417537987232,30.183229446411133,7.239096906781197,0.40964144468307495,515,6.218936e-05,0.1486984192,-5.153123929630965e-05,68.71637454032899,,,
105,13762560,4370,3148,0.8588389009237289,0.0,0.2,0.00021821107199999996,0.006128785666078329,30.660118103027344,7.28481895327568,0.4079839587211609,520,5.4263677e-05,0.1482003456,-9.762157060322352e-05,68.54312620162963,,,
106,13893632,4370,3178,0.8521057367324829,0.0,0.2,0.00021742463999999996,0.006141713820397854,37.17207336425781,7.2374232649803165,0.43194326758384705,525,7.1814284e-05,0.147702272,0.0001419594540493563,73.7811450958252,,,
107,14024704,4370,3208,0.8716196268796921,0.0,0.2,0.000216638208,0.006152884569019079,31.4588680267334,7.219510683417321,0.41152483224868774,530,7.48303e-05,0.1472041984,-0.0002070930349873379,66.60598640441894,,,
108,14155776,4370,3238,0.8698598742485046,3.0517578125e-06,0.2,0.000215851776,0.006170948036015034,24.99464988708496,7.1453880846500395,0.44335752725601196,535,0.00012451014,0.1467061248,-0.00035129886819049714,67.08591639995575,,,
109,14286848,4371,3268,0.8581886291503906,0.0,0.2,0.000215065344,0.00618366152048111,29.672800064086914,7.203449273109436,0.42950066924095154,540,7.9607045e-05,0.14620805120000002,0.0001783665138646029,68.92853512763978,,,
110,14417920,4371,3298,0.8637344986200333,0.0,0.2,0.000214278912,0.006192061118781567,30.387853622436523,7.198180538415909,0.42001885175704956,545,5.697887e-05,0.1457099776,1.847746389103122e-05,71.10028083324433,,,
111,14548992,4370,3328,0.8612355291843414,0.0,0.2,0.00021349247999999997,0.006200172007083893,27.598739624023438,7.170202738046646,0.42470782995224,550,5.866652e-05,0.145211904,-9.9207139282953e-05,67.3513473033905,,,
112,14680064,4371,3358,0.8666644841432571,0.0,0.2,0.00021270604799999998,0.006214401684701443,25.987581253051758,7.17327564060688,0.40224379301071167,555,8.3576655e-05,0.14471383040000002,-0.00017034109587257262,63.28465304374695,,,
113,14811136,4370,3388,0.8711482435464859,2.13623046875e-05,0.2,0.00021191961599999995,0.006237976253032684,30.848613739013672,7.084500685334206,0.4537738263607025,560,0.0002103762,0.14421575679999998,-0.00023976135780685582,68.02182350158691,,,
114,14942208,4370,3418,0.862385630607605,0.0,0.2,0.00021113318399999996,0.006247367709875107,28.979820251464844,7.086173185706139,0.46242842078208923,565,7.939889e-05,0.1437176832,-0.0001280430686165346,70.15271010398865,,,
115,15073280,4370,3449,0.8444439619779587,0.0,0.2,0.00021034675199999999,0.006250505801290274,34.330108642578125,7.170294985175133,0.4332433342933655,570,5.4534197e-05,0.1432196096,-0.00019747016776818782,76.10515782833099,,,
116,15204352,4370,3479,0.8698586374521255,0.0,0.2,0.00020956032,0.006256471388041973,31.123825073242188,7.1009352713823315,0.4642643332481384,575,6.8908645e-05,0.142721536,-0.00027448567961982915,68.36453804969787,,,
117,15335424,4370,3508,0.8638032823801041,0.0,0.2,0.000208773888,0.006273425184190273,31.845611572265625,7.147744598984718,0.444974422454834,580,6.863902e-05,0.14222346240000003,-0.00012440570935723372,70.4516978263855,,,
118,15466496,4370,3539,0.8763008415699005,0.0,0.2,0.000207987456,0.006295544560998678,36.4219970703125,7.155343466997147,0.4439176023006439,585,8.209553e-05,0.14172538880000002,-0.0001884783647255972,68.3127685546875,,,
119,15597568,4369,3569,0.8721010684967041,0.0,0.2,0.000207201024,0.006294840481132269,32.38090896606445,7.173803591728211,0.425575852394104,590,9.526634e-05,0.14122731520000004,-0.0003449064683081815,68.46264991760253,,,
120,15728640,4368,3600,0.8636251986026764,0.0,0.2,0.00020641459199999997,0.0063070934265851974,29.06481170654297,7.1618706494569775,0.45582932233810425,595,6.813755e-05,0.1407292416,-0.00024228400070569478,71.95403945446014,,,
121,15859712,4367,3630,0.8759335950016975,0.0,0.2,0.00020562815999999997,0.006317934021353722,29.998363494873047,7.163553604483605,0.46057820320129395,600,5.4665266e-05,0.14023116800000002,9.28981760807801e-05,65.15048179626464,,,
122,15990784,4367,3661,0.8656885772943497,0.0,0.2,0.00020484172799999995,0.006325425114482641,36.09478759765625,7.130378216505051,0.4499357342720032,605,4.0754672e-05,0.1397330944,8.841476665111259e-06,70.6706312417984,,,
