time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/kl_loss_with_bc_model,train/value_loss,train/explained_variance,train/kl_coef,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,eval/success_rate,eval/mean_reward,eval/mean_ep_length
29,2710,1402,3801088,0.6048357486724854,24.725870144367217,0.9701729379594326,0.001,0.0028002671897411346,140,0.00756072998046875,0.2,0.0002941821156127844,11.72666364312172,11.921709060668945,7.979904e-05,0.0022759796,,,
30,2709,1451,3932160,0.6905272006988525,24.796397924423218,0.9681785739958286,0.001,0.002798361238092184,145,0.00278472900390625,0.2,-0.00014389402786036954,11.806379914283752,10.569704055786133,7.193471999999998e-05,0.0015420167,,,
31,2708,1500,4063232,0.6819256544113159,24.72217960357666,0.9693652652204037,0.001,0.0027961076702922583,150,0.00176544189453125,0.2,0.0005628787381283473,11.805683219432831,10.786845207214355,6.407039999999999e-05,0.0011601836,,,
32,2708,1548,4194304,0.7764606475830078,22.073437809944153,0.9726460352540016,0.001,0.0027971244417130947,155,0.0048370361328125,0.2,7.48138852941338e-05,11.820741468667984,8.642282485961914,5.6206079999999996e-05,0.0018765626,,,
33,2707,1597,4325376,0.9089474081993103,23.99436984062195,0.969603231176734,0.001,0.0027949539944529533,160,0.0037445068359375,0.2,4.529914440354332e-05,11.721312284469604,12.840446472167969,4.834176000000001e-05,0.0017784992,,,
34,2706,1646,4456448,0.9229781031608582,23.213942849636076,0.9708692692220211,0.001,0.0027904058806598186,165,0.00404205322265625,0.2,-0.0004110640009457711,11.821448081731797,12.931822776794434,4.047743999999998e-05,0.0015680918,,,
35,2706,1695,4587520,0.9959599375724792,24.216935777664183,0.9713686648756266,0.001,0.0027869436889886856,170,0.0040252685546875,0.2,0.0003287522526079556,11.864400774240494,10.650160789489746,3.2613119999999996e-05,0.0016843006,,,
36,2705,1743,4718592,0.8949650526046753,23.40046422481537,0.972322229295969,0.001,0.0027861054986715317,175,0.0033843994140625,0.2,-0.0004804498174053151,11.848287057876586,11.049965858459473,2.4748800000000003e-05,0.0014970541,,,
37,2704,1792,4849664,0.9919952154159546,23.313999009132385,0.973112253472209,0.001,0.002785535529255867,180,0.0047332763671875,0.2,-0.00047019759331305976,11.809310150146484,9.59655475616455,1.6884480000000013e-05,0.001660207,,,
38,2704,1841,4980736,1.1796767711639404,22.794115257263183,0.9742355197668076,0.001,0.0027849681209772825,185,0.004254150390625,0.2,0.001162959140492603,11.927528661489486,10.984041213989258,9.020159999999988e-06,0.0015826769,,,
39,2703,1890,5111808,1.1673617362976074,26.091309094429015,0.9712653122842312,0.001,0.002784955082461238,190,0.0038116455078125,0.2,0.0006752142195182387,11.857116740942,12.994505882263184,1.1558399999999967e-06,0.0015576753,,,
,,,131072,1.3662818670272827,2173.273039543629,0.9737812168896198,0.001,0.0027849720790982246,195,0.00175933837890625,0.2,-0.00042670350303524173,11.968538832664489,2773.861572265625,-6.708479999999994e-06,0.0012448918,0.125,-196.43393717637232,324.0208333333333
1,2055,63,131072,,,,,,,,,,,,,,,,
,,,262144,1.5050756931304932,301.0008016586304,0.9287038668990135,0.001,0.0027742802631109953,200,0.8388031005859375,0.2,0.013180184467637445,11.904079848527909,31.201305389404297,0.00029980339199999997,2.5430257,0.14583333333333334,-188.77783794918597,330.3854166666667
2,2028,129,262144,,,,,,,,,,,,,,,,
,,,393216,2.1421008110046387,52.25061537027359,0.9515802673995495,0.001,0.002766176825389266,205,0.7467559814453125,0.2,-0.04888303446932696,12.134735482931138,21.780162811279297,0.00029960678399999996,1.7481049,0.13541666666666666,-193.69003734797522,339.625
3,2003,196,393216,,,,,,,,,,,,,,,,
,,,524288,3.291442394256592,49.65415911674499,0.9502511918544769,0.001,0.0027531818486750126,210,0.753900146484375,0.2,-0.04584002243354916,11.993258500099182,22.891332626342773,0.00029941017599999996,2.5655842,0.08333333333333333,-203.0994781278969,345.8958333333333
4,2010,260,524288,,,,,,,,,,,,,,,,
,,,655360,2.5354292392730713,36.42724050283432,0.9500960670411587,0.001,0.0027458248659968376,215,0.7995010375976562,0.2,-0.03196195759519469,12.152694272994996,17.198713302612305,0.000299213568,2.2248044,0.09375,-191.55048704667811,358.53125
5,1998,327,655360,,,,,,,,,,,,,,,,
,,,786432,2.9467408657073975,40.4724475979805,0.9470838457345963,0.001,0.0027323372196406126,220,0.7703201293945312,0.2,-0.03618081994645763,12.1213407933712,14.83283519744873,0.00029901696,2.1573367,0.09375,-200.21138481816334,327.875
6,1992,394,786432,,,,,,,,,,,,,,,,
,,,917504,3.774829864501953,34.518058598041534,0.9583626687526703,0.001,0.0027268945705145597,225,0.780682373046875,0.2,-0.021320064488099887,11.914778739213943,13.695578575134277,0.000298820352,2.1035328,0.10416666666666667,-190.38650305586575,332.1145833333333
7,1996,459,917504,,,,,,,,,,,,,,,,
,,,1048576,4.555100440979004,38.566594302654266,0.9410519003868103,0.001,0.0027208111714571714,230,0.6994171142578125,0.2,-0.04287974632898113,12.069038820266723,16.064992904663086,0.000298623744,1.3041803,0.09375,-195.97997910721975,331.5208333333333
8,1989,527,1048576,,,,,,,,,,,,,,,,
,,,1179648,3.813678503036499,31.401479709148408,0.9484176449477673,0.001,0.0027099447324872017,235,0.7601303100585938,0.2,-0.021075216912140603,12.116954272985458,12.976249694824219,0.000298427136,2.4596379,0.14583333333333334,-192.37752061838464,336.1041666666667
9,1992,592,1179648,,,,,,,,,,,,,,,,
,,,1310720,3.961651563644409,22.35303663611412,0.961470190435648,0.001,0.002703232690691948,240,0.7474365234375,0.2,-0.028165949178219307,12.118804812431335,9.598172187805176,0.000298230528,1.414605,0.08333333333333333,-201.10966900109693,337.7916666666667
10,1985,660,1310720,,,,,,,,,,,,,,,,
,,,1441792,4.340679168701172,23.789893329143524,0.9548245593905449,0.001,0.0026963993441313505,245,0.7572433471679687,0.2,-0.018906487054482567,11.971333891153336,11.810245513916016,0.00029803391999999997,1.468075,0.052083333333333336,-201.2210491990137,350.8333333333333
11,1989,724,1441792,,,,,,,,,,,,,,,,
,,,1572864,4.1861186027526855,24.897525942325593,0.9588438384234905,0.001,0.0026886898558586836,250,0.7338211059570312,0.2,-0.028180412968504244,12.082391738891602,12.289140701293945,0.00029783731199999996,0.9715822,0.15625,-188.81412060784385,329.9166666666667
12,1984,792,1572864,,,,,,,,,,,,,,,,
,,,1703936,4.433466911315918,23.72149565219879,0.9601073078811169,0.001,0.0026812348514795303,255,0.7614852905273437,0.2,-0.003912518284050748,12.053660643100738,11.114198684692383,0.00029764070399999995,1.6617407,0.10416666666666667,-195.51197254556462,343.4166666666667
13,1985,858,1703936,,,,,,,,,,,,,,,,
,,,1835008,5.683579921722412,22.05567342042923,0.9624897055327892,0.001,0.002674700692296028,260,0.7588973999023437,0.2,-0.007741696443918045,12.162492728233337,8.161154747009277,0.00029744409599999995,1.3270924,0.14583333333333334,-188.42491837780474,340.0416666666667
14,1982,925,1835008,,,,,,,,,,,,,,,,
,,,1966080,6.043642997741699,20.79636404514313,0.9655075185000896,0.001,0.002670419868081808,265,0.7567626953125,0.2,-0.00352496131308726,12.1319460272789,8.198969841003418,0.00029724748799999994,1.4698318,0.11458333333333333,-192.16256498339325,336.5104166666667
15,1981,992,1966080,,,,,,,,,,,,,,,,
,,,2097152,6.569002151489258,20.67117530107498,0.9637483358383179,0.001,0.0026701311580836773,270,0.78450927734375,0.2,0.013504527292388957,12.220922768115997,10.55493450164795,0.00029705088,1.0656163,0.125,-186.74460972000745,343.0625
16,1981,1058,2097152,,,,,,,,,,,,,,,,
,,,2228224,6.450068950653076,19.021720659732818,0.9692001808434725,0.001,0.0026777253951877356,275,0.7857223510742187,0.2,0.00834493327056407,12.144689166545868,8.957304954528809,0.000296854272,1.0958825,0.10416666666666667,-189.06116174902152,338.6770833333333
17,1980,1125,2228224,,,,,,,,,,,,,,,,
,,,2359296,6.3859357833862305,21.345496040582656,0.9646577015519142,0.001,0.00267656147480011,280,0.74320068359375,0.2,-0.0076150432461872695,12.12956906557083,10.45457935333252,0.000296657664,0.9147273,0.08333333333333333,-199.02706580077088,335.5625
18,1982,1189,2359296,,,,,,,,,,,,,,,,
,,,2490368,6.652113914489746,18.679342579841613,0.9698184430599213,0.001,0.002670918358489871,285,0.731524658203125,0.2,-0.0043573270828346725,12.208906960487365,8.639004707336426,0.00029646105599999997,0.5308224,0.17708333333333334,-174.75554844860355,345.6770833333333
19,1980,1257,2490368,,,,,,,,,,,,,,,,
,,,2621440,7.088193416595459,19.76125928759575,0.969777537509799,0.001,0.0026723253540694714,290,0.7623016357421875,0.2,0.015178166585974396,12.00686976313591,10.324503898620605,0.00029626444799999997,0.52400064,0.11458333333333333,-190.36473155170657,339.1979166666667
20,1982,1322,2621440,,,,,,,,,,,,,,,,
,,,2752512,7.374930381774902,19.616988015174865,0.9697142522782087,0.001,0.0026750541292130947,295,0.7383041381835938,0.2,-0.0006902941495354753,12.010745650529861,7.772604942321777,0.00029606783999999996,0.5721975,0.13541666666666666,-179.22645460411914,349.53125
21,1978,1390,2752512,,,,,,,,,,,,,,,,
,,,2883584,7.254586219787598,22.72092924118042,0.9653256870806217,0.001,0.002678212244063616,300,0.748876953125,0.2,0.008352029128582216,11.932376265525818,8.872608184814453,0.00029587123199999995,0.8285594,0.125,-186.58541937134473,343.9479166666667
22,1979,1456,2883584,,,,,,,,,,,,,,,,
,,,3014656,8.166996002197266,18.828019016981123,0.971911333501339,0.001,0.002677935641258955,305,0.703228759765625,0.2,-0.002124241589626763,12.054499131441116,9.163256645202637,0.000295674624,0.27145362,0.09375,-190.233182933851,349.8541666666667
23,1978,1523,3014656,,,,,,,,,,,,,,,,
,,,3145728,7.284659385681152,19.448439824581147,0.9705381747335196,0.001,0.0026810425333678722,310,0.7623184204101563,0.2,0.020212752332008678,11.988429719209671,9.172174453735352,0.000295478016,1.0055207,0.07291666666666667,-194.92737374794842,355.6666666666667
24,1977,1590,3145728,,,,,,,,,,,,,,,,
,,,3276800,6.8135881423950195,19.502637577056884,0.9711849167943001,0.001,0.00268040644004941,315,0.7083084106445312,0.2,-0.00014300501788966358,12.092549997568131,8.686573028564453,0.000295281408,0.2703759,0.10416666666666667,-182.97270690456693,358.4583333333333
25,1978,1656,3276800,,,,,,,,,,,,,,,,
,,,3407872,6.965112209320068,20.44793416261673,0.9698983933776617,0.001,0.0026864937972277403,320,0.6923965454101563,0.2,-0.0008827333753288258,11.810576468706131,10.382532119750977,0.0002950848,0.46949893,0.11458333333333333,-189.90043656240974,340.4375
26,1976,1724,3407872,,,,,,,,,,,,,,,,
,,,3538944,7.997897148132324,24.223784828186034,0.9618440605700016,0.001,0.002690258203074336,325,0.6526931762695313,0.2,-0.01540303812798811,12.003744494915008,9.52590274810791,0.000294888192,0.20448074,0.0625,-194.99601277633397,349.28125
27,1978,1788,3538944,,,,,,,,,,,,,,,,
,,,3670016,7.123597621917725,20.70629984140396,0.9680106900632381,0.001,0.0026902463287115097,330,0.7001815795898437,0.2,-0.0014063194481423124,11.934141302108765,8.936394691467285,0.00029469158399999997,0.26870555,0.11458333333333333,-181.63577521004882,348.5520833333333
28,1977,1856,3670016,,,,,,,,,,,,,,,,
,,,3801088,8.174243927001953,20.050791370868684,0.9682688154280186,0.001,0.0027018494438380003,335,0.809149169921875,0.2,0.06771074252901599,11.970450866222382,9.845352172851562,0.00029449497599999997,1.1253911,0.10416666666666667,-190.8792450351268,351.3854166666667
29,1977,1922,3801088,,,,,,,,,,,,,,,,
,,,3932160,8.010065078735352,17.668168526887893,0.9721624962985516,0.001,0.0027045372407883406,340,0.7563125610351562,0.2,0.024991506358492187,11.919982159137726,8.792067527770996,0.00029429836799999996,0.65961534,0.10416666666666667,-187.02168799076378,348.9270833333333
30,1974,1991,3932160,,,,,,,,,,,,,,,,
,,,4063232,7.76971960067749,21.239295876026155,0.9702832400798798,0.001,0.002709845080971718,345,0.6972991943359375,0.2,0.009909930525464006,11.912100422382355,9.957204818725586,0.00029410175999999995,1.3393599,0.07291666666666667,-195.51702465464928,339.0729166666667
31,1973,2058,4063232,,,,,,,,,,,,,,,,
,,,4194304,8.593437194824219,21.180755770206453,0.9694032277911901,0.001,0.00271211052313447,350,0.716644287109375,0.2,0.013168288899760228,11.681861317157745,10.617680549621582,0.00029390515199999995,0.24556558,0.10416666666666667,-184.9412602706041,343.71875
32,1973,2125,4194304,,,,,,,,,,,,,,,,
,,,4325376,10.928561210632324,19.037331157922743,0.9730596635490656,0.001,0.002720068208873272,355,0.7580551147460938,0.2,0.04895364391850308,11.797859990596772,7.285759449005127,0.00029370854399999994,18.320007,0.09375,-193.91486284178484,342.9895833333333
33,1972,2192,4325376,,,,,,,,,,,,,,,,
,,,4456448,11.15261459350586,24.779147303104402,0.9626134559512138,0.001,0.002730469685047865,360,0.7572708129882812,0.2,0.03533976604812779,12.000194782018662,11.310029983520508,0.000293511936,0.35796964,0.10416666666666667,-184.25878005904738,344.71875
34,1973,2257,4456448,,,,,,,,,,,,,,,,
,,,4587520,10.06218147277832,23.510252398252486,0.9654051885008812,0.001,0.0027390061877667904,365,0.8101287841796875,0.2,0.06301922746933997,11.91865399479866,12.592062950134277,0.000293315328,2.1252842,0.13541666666666666,-180.54136600492401,344.4791666666667
35,1973,2324,4587520,,,,,,,,,,,,,,,,
,,,4718592,10.797903060913086,21.052603715658186,0.9685681313276291,0.001,0.0027435719966888428,370,0.7712936401367188,0.2,0.05660304173215991,11.835170942544938,9.857754707336426,0.00029311872,0.3427915,0.0625,-190.38794264253133,340.9791666666667
36,1973,2390,4718592,,,,,,,,,,,,,,,,
,,,4849664,10.516921997070312,20.954388231039047,0.9694020226597786,0.001,0.0027518896386027336,375,0.8097869873046875,0.2,0.05155568174523069,11.901013147830962,11.253170013427734,0.00029292211199999997,0.28207597,0.125,-183.7463230985783,339.1666666666667
37,1973,2458,4849664,,,,,,,,,,,,,,,,
,,,4980736,10.956863403320312,25.158147668838502,0.9612855613231659,0.001,0.0027529399376362562,380,0.6985992431640625,0.2,0.002990459826833103,11.849725025892258,11.670524597167969,0.00029272550399999996,0.39616066,0.052083333333333336,-198.34281399363462,361.3020833333333
38,1973,2523,4980736,,,,,,,,,,,,,,,,
,,,5111808,10.190312385559082,22.297883558273316,0.9677437134087086,0.001,0.0027573115658015013,385,0.7119735717773438,0.2,0.010805145886843092,11.758631277084351,9.744243621826172,0.00029252889599999996,0.22242597,0.11458333333333333,-181.61818326285416,337.8229166666667
39,1973,2590,5111808,,,,,,,,,,,,,,,,
,,,5242880,10.88794994354248,24.4296986579895,0.9618741944432259,0.001,0.002758599352091551,390,0.7213470458984375,0.2,0.008736314169800608,11.916350078582763,12.08586311340332,0.000292332288,0.26598608,0.0625,-185.83978611215818,355.53125
40,1972,2657,5242880,,,,,,,,,,,,,,,,
,,,5373952,11.604951858520508,22.336383664608,0.9669024720788002,0.001,0.0027682026848196983,395,0.7868667602539062,0.2,0.04256800844887039,11.928546130657196,10.061327934265137,0.00029213568,1.199566,0.09375,-187.62632257122127,354.0416666666667
41,1972,2724,5373952,,,,,,,,,,,,,,,,
,,,5505024,12.319456100463867,23.760983777046203,0.9610973820090294,0.001,0.002775283297523856,400,0.74140625,0.2,0.016504068092035595,11.878689366579056,8.59023380279541,0.000291939072,0.6679694,0.0625,-193.73928534476235,351.0104166666667
42,1972,2791,5505024,,,,,,,,,,,,,,,,
,,,5636096,12.44022274017334,24.22525911331177,0.9619048945605755,0.001,0.002783943433314562,405,0.7600082397460938,0.2,0.037867925530008506,11.84867891073227,10.992871284484863,0.000291742464,0.61654806,0.14583333333333334,-179.65327485218668,341.4791666666667
43,1971,2858,5636096,,,,,,,,,,,,,,,,
,,,5767168,10.944537162780762,22.01844209432602,0.9653912149369717,0.001,0.002790068043395877,410,0.7645797729492188,0.2,0.03031510734144831,11.897099047899246,12.722990036010742,0.000291545856,0.7117099,0.08333333333333333,-193.2975566929789,346.21875
44,1970,2927,5767168,,,,,,,,,,,,,,,,
,,,5898240,12.791518211364746,24.587379968166353,0.9595842473208904,0.001,0.0027959353756159544,415,0.6924819946289062,0.2,0.006675089974305592,11.802424591779708,11.252167701721191,0.000291349248,0.37560531,0.09375,-184.86781226954608,351.78125
45,1969,2994,5898240,,,,,,,,,,,,,,,,
,,,6029312,11.910314559936523,25.138296556472778,0.9592888243496418,0.001,0.0027928915806114674,420,0.66292724609375,0.2,-0.0052554674264683856,11.756970518827439,13.57155990600586,0.00029115263999999997,0.412645,0.09375,-188.9046058063105,341.0416666666667
46,1969,3061,6029312,,,,,,,,,,,,,,,,
,,,6160384,12.534368515014648,21.072975897789,0.9678358845412731,0.001,0.0027922652661800385,425,0.6867568969726563,0.2,0.007905171757738572,11.885285943746567,9.504242897033691,0.00029095603199999996,0.71597475,0.14583333333333334,-182.89121401333205,334.7604166666667
47,1969,3127,6160384,,,,,,,,,,,,,,,,
,,,6291456,13.233763694763184,18.142434424161912,0.9699838999658823,0.001,0.0028005712665617466,430,0.7471954345703125,0.2,0.018080007162643595,11.915016758441926,8.380090713500977,0.00029075942399999996,0.6220567,0.07291666666666667,-184.08117793495123,358.375
48,1969,3194,6291456,,,,,,,,,,,,,,,,
,,,6422528,12.040092468261719,17.543695634603502,0.9716196674853563,0.001,0.0028067021630704403,435,0.6925094604492188,0.2,0.018191902554826812,11.87979969382286,6.350581645965576,0.00029056281599999995,0.17749998,0.09375,-186.41007196480356,352.1979166666667
49,1969,3261,6422528,,,,,,,,,,,,,,,,
,,,6553600,23.489255905151367,18.117203217744827,0.9687586110085249,0.001,0.0028137443587183952,440,0.7461212158203125,0.2,0.04450967612065142,11.834878516197204,10.099365234375,0.00029036620799999995,42.74694,0.03125,-204.01404572365826,338.3645833333333
50,1968,3328,6553600,,,,,,,,,,,,,,,,
,,,6684672,23.737075805664062,39.03408018350601,0.917244978249073,0.001,0.002814672654494643,445,0.6431121826171875,0.2,-0.017069218786491546,11.618362832069398,17.478954315185547,0.0002901696,0.34640828,0.052083333333333336,-205.4761652302628,318.1145833333333
51,1968,3395,6684672,,,,,,,,,,,,,,,,
,,,6815744,23.431167602539062,33.14180575609207,0.9352762848138809,0.001,0.002815218409523368,450,0.6839645385742188,0.2,-0.00813130232563708,11.649222683906554,14.41122055053711,0.000289972992,0.32730764,0.08333333333333333,-196.5322738089983,339.0104166666667
52,1968,3461,6815744,,,,,,,,,,,,,,,,
,,,6946816,22.824493408203125,29.853536903858185,0.9479775652289391,0.001,0.002817715983837843,455,0.6345458984375,0.2,-0.004390019913262222,11.509215933084487,10.89073657989502,0.000289776384,0.36985224,0.11458333333333333,-192.09801838729595,327.9583333333333
53,1968,3528,6946816,,,,,,,,,,,,,,,,
,,,7077888,22.320602416992188,25.613030588626863,0.9529212862253189,0.001,0.002823262009769678,460,0.6754867553710937,0.2,0.0002747526261373423,11.563857072591782,10.692859649658203,0.000289579776,0.8636173,0.041666666666666664,-200.67062410615617,344.5833333333333
54,1968,3595,7077888,,,,,,,,,,,,,,,,
,,,7208960,24.3175106048584,26.93352093696594,0.9496223665773869,0.001,0.0028358749113976955,465,0.78009033203125,0.2,0.040313867747318,11.57148990035057,13.840861320495605,0.00028938316799999997,11.876126,0.08333333333333333,-189.1096414020113,343.1145833333333
55,1968,3662,7208960,,,,,,,,,,,,,,,,
,,,7340032,22.441421508789062,25.126698088645934,0.9537272900342941,0.001,0.002845949027687311,470,0.8399459838867187,0.2,0.08115469735930674,11.550921601057052,11.12447452545166,0.00028918655999999996,2.29211,0.0625,-193.7401975841387,358.0416666666667
56,1968,3728,7340032,,,,,,,,,,,,,,,,
,,,7471104,24.566360473632812,20.60196197628975,0.9583927318453789,0.001,0.002860912587493658,475,0.7773681640625,0.2,0.03009935978698195,11.79058330655098,10.011959075927734,0.00028898995199999996,0.5986101,0.0625,-189.6110595273716,363.4791666666667
57,1968,3795,7471104,,,,,,,,,,,,,,,,
,,,7602176,22.582067489624023,20.82625507712364,0.9570450186729431,0.001,0.0028756936080753803,480,0.73970947265625,0.2,0.016125720785930754,11.867159456014633,7.294406890869141,0.000288793344,0.80430704,0.13541666666666666,-185.47072655670073,348.09375
58,1968,3861,7602176,,,,,,,,,,,,,,,,
,,,7733248,22.974620819091797,19.611600238084794,0.9574970975518227,0.001,0.0028886906802654266,485,0.7807998657226562,0.2,0.02772496361794765,11.73804475069046,9.513530731201172,0.000288596736,1.0061343,0.09375,-188.02895352470878,351.84375
59,1968,3929,7733248,,,,,,,,,,,,,,,,
,,,7864320,21.51886749267578,22.21724818944931,0.9572164490818977,0.001,0.002896041376516223,490,0.6751480102539062,0.2,-0.004164988645061385,11.735257089138031,9.311891555786133,0.000288400128,0.24346343,0.09375,-183.4560099396057,359.6145833333333
60,1967,3996,7864320,,,,,,,,,,,,,,,,
,,,7995392,20.907913208007812,20.592516714334486,0.9583946913480759,0.001,0.0029086170252412558,495,0.7603424072265625,0.2,-0.0005229226575465873,11.662633281946182,8.890218734741211,0.00028820352,0.5292192,0.13541666666666666,-180.23310268829596,340.71875
61,1967,4063,7995392,,,,,,,,,,,,,,,,
