bc/entropy,bc/ent_loss,batch_size,bc/prob_true_act,bc/batch,bc/l2_norm,bc/l2_loss,bc/samples_so_far,bc/loss,bc/epoch,bc/neglogp
-6.851126670837402,0.006851126905530691,4096,215495.23060397748,35000,36567.3828125,0.0,143364096,-6.684407473828539,39,-6.69125860073407
-6.725943565368652,0.006725944112986326,4096,172969.8268388976,35500,36893.94921875,0.0,145412096,-6.833462337465019,40,-6.840188281578006
-6.693093299865723,0.0066930935718119144,4096,177134.88772670247,36000,37207.1015625,0.0,147460096,-6.737787286903811,40,-6.744480380475623
-6.799742698669434,0.006799743045121431,4096,220779.91697676366,36500,37533.91015625,0.0,149508096,-6.9347712137137325,41,-6.941570956758854
-6.930861473083496,0.006930861622095108,4096,215284.8059689277,37000,37855.234375,0.0,151556096,-6.908864741593572,41,-6.915795603215667
-6.840688705444336,0.006840689107775688,4096,294260.0394194265,37500,38131.90625,0.0,153604096,-6.878403662043452,42,-6.885244351151227
-6.936018943786621,0.0069360192865133286,4096,263908.3018652422,38000,38385.37890625,0.0,155652096,-6.912346737591259,42,-6.919282756877772
-6.768842697143555,0.006768843159079552,4096,191798.6533646111,38500,38664.6015625,0.0,157700096,-6.7782103677909635,43,-6.784979210950043
-6.98472785949707,0.006984728388488293,4096,285576.5475723238,39000,38926.7421875,0.0,159748096,-6.976793395207458,44,-6.983778123595946
-6.511783123016357,0.006511783227324486,4096,127954.19583132848,39500,39192.46484375,0.0,161796096,-6.74882242759641,44,-6.755334210823735
-6.845161437988281,0.006845161784440279,4096,209670.75961248943,40000,39434.9453125,0.0,163844096,-6.946440522201323,45,-6.953285683985763
-6.957696914672852,0.006957697216421366,4096,210569.32498218917,40500,39656.91796875,0.0,165892096,-7.068661259221274,45,-7.075618956437696
-6.944639682769775,0.006944640073925257,4096,272190.17288375687,41000,39882.12109375,0.0,167940096,-6.8883278733962525,46,-6.895272513470178
-6.795685291290283,0.006795685738325119,4096,171830.20928053057,41500,40051.76171875,0.0,169988096,-6.77941455482976,46,-6.786210240568085
-4.420658111572266,0.004420658107846975,4096,1222.3058622927913,42000,40245.96484375,0.0,172036096,-4.84612461547168,47,-4.850545273579527
-6.8662333488464355,0.006866233889013529,4096,239186.13519302738,42500,40371.71484375,0.0,174084096,-7.016406374428996,48,-7.02327260831801
-6.978301048278809,0.006978301331400871,4096,258198.84896842862,43000,40528.88671875,0.0,176132096,-7.08815939483639,48,-7.095137696167791
-7.074018955230713,0.007074019405990839,4096,332551.9226903,43500,40707.2578125,0.0,178180096,-6.119120743235988,49,-6.126194762641979
-6.916392803192139,0.006916393060237169,4096,188778.6407308531,44000,40856.19921875,0.0,180228096,-6.85738352812002,49,-6.864299921180257
-6.894421100616455,0.006894421298056841,4096,270786.53409284394,44500,41090.546875,0.0,182276096,-7.030481070127511,50,-7.037375491425568
-6.9770660400390625,0.006977066397666931,4096,238308.98979057313,45000,41242.03125,0.0,184324096,-7.072759690686889,50,-7.0797367570845555
-6.868247985839844,0.006868248339742422,4096,198454.15907126124,45500,41393.078125,0.0,186372096,-7.081313108875893,51,-7.088181357215635
-6.954948425292969,0.0069549488835036755,4096,260029.37943639618,46000,41515.55859375,0.0,188420096,-7.00853660939771,52,-7.015491558281214
-6.894165992736816,0.006894166115671396,4096,222607.5783896416,46500,41665.453125,0.0,190468096,-6.9841273618110975,52,-6.991021527926769
-6.756770610809326,0.0067567708902060986,4096,141425.88540325995,47000,41804.4765625,0.0,192516096,-6.877971154095347,53,-6.884727924985553
-7.010805606842041,0.007010805886238813,4096,285111.627660753,47500,41934.5625,0.0,194564096,-7.165482061297647,53,-7.172492867183886
-6.990645408630371,0.006990645546466112,4096,234262.32835850952,48000,42112.8203125,0.0,196612096,-6.881969979205548,54,-6.8889606247520145
-6.850681304931641,0.006850681733340025,4096,252961.89798076235,48500,42245.796875,0.0,198660096,-7.0052202627274385,54,-7.0120709444607785
-6.947125434875488,0.0069471257738769054,4096,289392.628210612,49000,42385.05859375,0.0,200708096,-7.054315554433266,55,-7.061262680207143
-6.999874114990234,0.006999874487519264,4096,265736.1157502086,49500,42487.69921875,0.0,202756096,-6.995464719623465,55,-7.002464594110984
-6.114444732666016,0.0061144451610744,4096,27176.79784514253,50000,42612.6484375,0.0,204804096,-6.220645530946131,56,-6.226759976107205
-7.057028770446777,0.007057029288262129,4096,302425.03144627606,50500,42766.8671875,0.0,206852096,-7.048125761028832,57,-7.055182790317094
-4.509897232055664,0.0045098974369466305,4096,2042.2346104202438,51000,42815.359375,0.0,208900096,-4.828483622884132,57,-4.832993520321079
-5.6710124015808105,0.005671012680977583,4096,13349.685272643872,51500,42882.8203125,0.0,210948096,-6.065785827460218,58,-6.071456840141195
-6.419618606567383,0.006419619079679251,4096,72394.57838910332,52000,42953.62890625,0.0,212996096,-6.6624643026918084,58,-6.668883921771488
-7.035811424255371,0.007035811897367239,4096,282724.07569212816,52500,43042.09375,0.0,215044096,-6.99797647852776,59,-7.005012290425127
-7.053277969360352,0.007053278386592865,4096,228239.57663440215,53000,43108.55859375,0.0,217092096,-7.021505317635089,59,-7.028558596021682
-6.946638107299805,0.006946638226509094,4096,288403.92773092585,53500,43256.4296875,0.0,219140096,-6.917794112911386,60,-6.924740751137895
-6.94166898727417,0.006941669154912233,4096,285922.1244821661,54000,43366.125,0.0,221188096,-6.912370070481638,61,-6.919311739636551
-7.032130241394043,0.007032130379229784,4096,279397.0535320851,54500,43438.50390625,0.0,223236096,-7.005084738403859,61,-7.012116868783089
-7.013927936553955,0.007013928145170212,4096,264227.9044639319,55000,43513.9921875,0.0,225284096,-7.145073795136954,62,-7.152087723282124
-6.980759620666504,0.006980760022997856,4096,308811.912146914,55500,43586.07421875,0.0,227332096,-6.9940813921479315,62,-7.001062152170929
-7.033380508422852,0.007033380679786205,4096,277651.08091694023,56000,43661.0546875,0.0,229380096,-7.1011422594721605,63,-7.108175640151947
-6.7719526290893555,0.006771952845156193,4096,259635.38031246187,56500,43730.84765625,0.0,231428096,-6.8098659223494895,63,-6.816637875194646
-6.926091194152832,0.0069260913878679276,4096,266274.37648051523,57000,43831.50390625,0.0,233476096,-6.912614298743498,64,-6.919540390131366
-6.90974760055542,0.006909748073667288,4096,244170.6954493383,57500,43918.671875,0.0,235524096,-7.010666630347018,65,-7.017576378420685
-6.936582565307617,0.006936582736670971,4096,224055.3122432772,58000,43994.2890625,0.0,237572096,-6.860948544418429,65,-6.8678851271551
-6.999773979187012,0.006999774370342493,4096,292898.5863489236,58500,44119.23046875,0.0,239620096,-7.032190862049866,66,-7.039190636420209
-6.906818389892578,0.006906818598508835,4096,278011.337975525,59000,44209.77734375,0.0,241668096,-6.870219731718899,66,-6.877126550317408
-7.137417793273926,0.007137418258935213,4096,343752.6577727739,59500,44289.31640625,0.0,243716096,-7.19350778666179,67,-7.2006452049207255
-6.873086452484131,0.0068730865605175495,4096,318166.21519111015,60000,44381.0859375,0.0,245764096,-6.809852743349802,67,-6.81672582991032
-7.103194236755371,0.007103194482624531,4096,230436.26494971462,60500,44476.4921875,0.0,247812096,-7.065703793415949,68,-7.0728069878985735
-7.141129493713379,0.007141130045056343,4096,326760.37183973653,61000,44541.6328125,0.0,249860096,-7.291374678369493,69,-7.29851580841455
-7.127735137939453,0.007127735298126936,4096,359401.9197799385,61500,44606.15234375,0.0,251908096,-7.014626305317067,69,-7.021754040615194
-7.002585411071777,0.00700258556753397,4096,304050.4854377838,62000,44672.3203125,0.0,253956096,-7.034842280533301,70,-7.041844866100835
-6.923995494842529,0.006923995912075043,4096,267099.70183423196,62500,44747.82421875,0.0,256004096,-6.955978901146649,70,-6.962902897058724
-7.133533477783203,0.007133533712476492,4096,314770.6519456359,63000,44838.84375,0.0,258052096,-7.200797464851842,71,-7.2079309985643185
-7.0414605140686035,0.007041460834443569,4096,308640.3704231136,63500,44950.3828125,0.0,260100096,-7.116858897752353,71,-7.123900358586797
-7.079603672027588,0.007079604081809521,4096,360065.233286976,64000,45005.84375,0.0,262148096,-7.222513174931555,72,-7.229592779013364
-7.119072914123535,0.007119073066860437,4096,360732.6457462489,64500,45071.1640625,0.0,264196096,-6.8292318588484076,72,-6.836350931915268
-7.018568992614746,0.007018569391220808,4096,248205.62652568682,65000,45138.2109375,0.0,266244096,-6.941036538094762,73,-6.948055107485983
-7.116117477416992,0.0071161179803311825,4096,350367.52765728545,65500,45228.03515625,0.0,268292096,-7.222751749388484,74,-7.2298678673688155
-7.037374973297119,0.007037375122308731,4096,255903.86886120064,66000,45281.9375,0.0,270340096,-6.880052375856405,74,-6.8870897509787135
-6.980733394622803,0.006980733945965767,4096,288734.8544735944,66500,45344.15625,0.0,272388096,-7.059564021700193,75,-7.0665447556461585
-7.133904457092285,0.007133904844522476,4096,365005.83977655636,67000,45410.94140625,0.0,274436096,-7.281447394872669,75,-7.288581299717191
-7.143360137939453,0.007143360562622547,4096,324480.9606074609,67500,45495.3046875,0.0,276484096,-7.263120705568918,76,-7.27026406613154
-7.148674964904785,0.00714867515489459,4096,329699.94666372624,68000,45559.64453125,0.0,278532096,-7.190915797186522,76,-7.198064472341416
-7.175773620605469,0.007175773847848177,4096,369157.9451538271,68500,45628.88671875,0.0,280580096,-7.179769518238074,77,-7.186945292085922
-7.0018415451049805,0.007001841906458139,4096,354091.1249132595,69000,45708.71484375,0.0,282628096,-7.0915813233578175,78,-7.098583165264276
-7.275170803070068,0.007275171112269163,4096,255238.13939001216,69500,45808.43359375,0.0,284676096,-7.009211065631533,78,-7.016486236743802
-7.224178314208984,0.007224178873002529,4096,341604.88985303114,70000,45880.16015625,0.0,286724096,-7.377072884928934,79,-7.384297063801936
-7.094315052032471,0.007094315253198147,4096,343874.45715922664,70500,45940.1875,0.0,288772096,-7.16609905912526,79,-7.173193374378458
-7.141810417175293,0.007141810841858387,4096,348815.4467073971,71000,46049.5078125,0.0,290820096,-7.360693616897092,80,-7.36783542773895
-7.0935211181640625,0.007093521300703287,4096,345671.6370849662,71500,46114.34765625,0.0,292868096,-7.052123574693785,80,-7.059217095994488
-7.196835994720459,0.007196836173534393,4096,384183.8543921829,72000,46183.421875,0.0,294916096,-7.223735320999791,81,-7.230932157173325
-7.2020039558410645,0.007202004082500935,4096,338275.8119028029,72500,46234.52734375,0.0,296964096,-7.402678209986402,82,-7.409880214068903
-7.079440116882324,0.007079440634697676,4096,331668.27321015415,73000,46315.72265625,0.0,299012096,-7.200305063106562,82,-7.20738450374126
-7.190211296081543,0.007190211676061153,4096,371763.41089951695,73500,46395.0703125,0.0,301060096,-7.194452407230171,83,-7.201642618906233
-7.065855026245117,0.00706585543230176,4096,326307.651964272,74000,46482.0078125,0.0,303108096,-7.206951673398181,83,-7.214017528830483
-7.020218849182129,0.007020219229161739,4096,287241.10051425465,74500,46547.27734375,0.0,305156096,-7.111486169395932,84,-7.118506388625094
-7.052043914794922,0.0070520443841814995,4096,335075.9816315346,75000,46601.4140625,0.0,307204096,-6.946172082853878,84,-6.95322412723806
-7.241058349609375,0.007241058629006147,4096,295540.9221651936,75500,46680.109375,0.0,309252096,-7.270757723881164,85,-7.27799878251017
-7.09193754196167,0.007091938052326441,4096,339639.4951878125,76000,46750.86328125,0.0,311300096,-7.22098664941101,85,-7.228078587463337
-7.171383380889893,0.00717138359323144,4096,371719.9909067086,76500,46818.0390625,0.0,313348096,-7.210003630928991,86,-7.217175014522223
-7.170860290527344,0.007170860655605793,4096,302336.8668257176,77000,46882.1328125,0.0,315396096,-7.380491288759562,87,-7.387662149415168
-7.2132792472839355,0.007213279604911804,4096,374788.7489859209,77500,46959.26171875,0.0,317444096,-7.269536483324665,87,-7.276749762929577
-7.115753650665283,0.007115753833204508,4096,294576.17659695086,78000,47032.47265625,0.0,319492096,-6.959133648814321,88,-6.9662494026475255
-7.0854105949401855,0.007085410878062248,4096,336015.68147764297,78500,47125.6640625,0.0,321540096,-7.1344504257718135,88,-7.141535836649876
-7.176888942718506,0.007176889106631279,4096,393836.6587773837,79000,47190.69921875,0.0,323588096,-7.254740572755599,89,-7.261917461862231
-7.227446556091309,0.007227446883916855,4096,413724.3842419161,79500,47253.1953125,0.0,325636096,-7.45277899736121,89,-7.460006444245127
-7.1816511154174805,0.007181651424616575,4096,354537.9077036386,80000,47330.890625,0.0,327684096,-7.266668192887547,90,-7.2738498443121635
-7.151378631591797,0.007151378784328699,4096,320557.77401737927,80500,47411.07421875,0.0,329732096,-7.234678109501589,91,-7.2418294882859175
-7.1155571937561035,0.007115557324141264,4096,339169.48007028986,81000,47466.55859375,0.0,331780096,-6.926786201844849,91,-6.93390175916899
-7.0898661613464355,0.007089866325259209,4096,280771.3625808472,81500,47519.30078125,0.0,333828096,-7.090783206665093,92,-7.097873072990352
-7.212451457977295,0.007212451659142971,4096,417084.94087550545,82000,47592.84765625,0.0,335876096,-7.450130198968739,92,-7.457342650627882
-7.107863903045654,0.007107864134013653,4096,365932.01158767036,82500,47648.8046875,0.0,337924096,-7.265287710057162,93,-7.272395574191176
-7.171899318695068,0.0071718995459377766,4096,328449.4663929299,83000,47724.1796875,0.0,339972096,-7.183708808369992,93,-7.190880707915929
-7.257149696350098,0.007257150020450354,4096,404574.88605375367,83500,47787.8671875,0.0,342020096,-6.681519415910374,94,-6.688776565930825
-7.3059492111206055,0.0073059494607150555,4096,329267.52665703255,84000,47893.29296875,0.0,344068096,-7.481800214847984,95,-7.489106164308699
-7.22004508972168,0.007220045663416386,4096,365952.1852024456,84500,47943.42578125,0.0,346116096,-7.275915290470921,95,-7.283135336134337
-7.187588214874268,0.007187588606029749,4096,413920.7513667171,85000,48013.71484375,0.0,348164096,-7.255652653529591,96,-7.262840242135621
-7.254161834716797,0.007254162337630987,4096,436310.13625586516,85500,48069.11328125,0.0,350212096,-7.3869218508772265,96,-7.3941760132148575
-7.207921028137207,0.007207921240478754,4096,365750.9932025092,86000,48136.7265625,0.0,352260096,-7.356008780812946,97,-7.363216702053425
-7.17833137512207,0.007178331725299358,4096,345731.91214807204,86500,48209.82421875,0.0,354308096,-7.282446407944914,97,-7.289624739670213
-7.0245561599731445,0.007024556398391724,4096,302643.6939595482,87000,48271.58984375,0.0,356356096,-7.095668491389443,98,-7.1026930477878345
-7.13670539855957,0.007136705797165632,4096,414152.8438870192,87500,48318.890625,0.0,358404096,-7.032297130387181,98,-7.0394338361843465
-7.336910724639893,0.007336911279708147,4096,405655.5327898711,88000,48393.41796875,0.0,360452096,-7.203737923693047,99,-7.211074834972755
-7.257144927978516,0.0072571453638374805,4096,463885.7010894866,88500,48448.1640625,0.0,362500096,-7.274613625007861,100,-7.2818707703716985
-7.173710823059082,0.007173710968345404,4096,302076.69617291563,89000,48507.0,0.0,364548096,-7.389504442371473,100,-7.396678153339819
-7.224747180938721,0.007224747445434332,4096,440435.9324332089,89500,48563.54296875,0.0,366596096,-7.299843222029843,101,-7.307067969475277
-7.160822868347168,0.007160823326557875,4096,267150.86770208855,90000,48644.32421875,0.0,368644096,-6.998402262626894,101,-7.005563085953452
-7.31082010269165,0.007310820277780294,4096,452845.55666019185,90500,48690.66015625,0.0,370692096,-7.484036890644242,102,-7.491347710922022
-7.187554359436035,0.0071875546127557755,4096,377459.88343613705,91000,48770.05078125,0.0,372740096,-7.173532907974589,102,-7.180720462587344
-7.17408561706543,0.007174085825681686,4096,418438.39182190876,91500,48840.37109375,0.0,374788096,-7.235893545459716,103,-7.243067631285398
-7.1671342849731445,0.0071671344339847565,4096,294527.6335153547,92000,48896.53125,0.0,376836096,-7.23870254162816,104,-7.245869676062145
-7.286584377288818,0.007286584936082363,4096,429740.2427038299,92500,48980.7265625,0.0,378884096,-7.2348512014888815,104,-7.242137786424964
-7.216775894165039,0.007216776255518198,4096,397975.4589266612,93000,49026.05859375,0.0,380932096,-7.149605223052852,105,-7.15682199930837
-7.194637298583984,0.0071946377865970135,4096,378220.555768203,93500,49082.5703125,0.0,382980096,-7.1703518413465925,105,-7.1775464791331895
-7.26709508895874,0.007267095614224672,4096,329911.2315535235,94000,49145.69921875,0.0,385028096,-7.210592394691394,106,-7.217859490305619
-7.262378692626953,0.007262378931045532,4096,305617.7379457749,94500,49200.41015625,0.0,387076096,-7.184808767044436,106,-7.192071145975482
-6.037045478820801,0.006037045735865831,4096,24247.261445593384,95000,49361.515625,0.0,389124096,-6.30501129939358,107,-6.3110483451294455
-7.200634002685547,0.0072006345726549625,4096,386522.30389359285,95500,49475.88671875,0.0,391172096,-7.143779421567363,108,-7.150980056140018
-7.192937850952148,0.00719293812289834,4096,353849.3753059865,96000,49521.7890625,0.0,393220096,-7.26515744821474,108,-7.272350386337639
-7.247733116149902,0.0072477334178984165,4096,426749.56469108374,96500,49576.5703125,0.0,395268096,-7.305375358571723,109,-7.312623091989622
-7.128958225250244,0.007128958590328693,4096,396417.826021773,97000,49633.44140625,0.0,397316096,-7.228753763544526,109,-7.235882722134854
-4.592113494873047,0.00459211366251111,4096,2379.801031162584,97500,49713.23828125,0.0,399364096,-5.025284846685823,110,-5.029876960348334
-6.253636360168457,0.006253636442124844,4096,35165.997229881395,98000,49758.3203125,0.0,401412096,-6.579844326992404,110,-6.586097963434529
-7.3032355308532715,0.007303236052393913,4096,341540.9321559128,98500,49842.3515625,0.0,403460096,-7.435182587040034,111,-7.442485823092428
-7.261987686157227,0.007261988241225481,4096,409178.0753739086,99000,49885.5078125,0.0,405508096,-7.386519257676073,111,-7.393781245917299
-7.225090026855469,0.00722509017214179,4096,386652.0911808183,99500,49922.203125,0.0,407556096,-7.305164423015851,112,-7.312389513187993
-7.173349857330322,0.00717335008084774,4096,333856.977795845,100000,49962.05078125,0.0,409604096,-7.087717234240426,113,-7.0948905843212735
-7.149601936340332,0.00714960228651762,4096,364766.4181561816,100500,50020.0390625,0.0,411652096,-7.228160355128679,113,-7.235309957415197
-7.030452251434326,0.007030452601611614,4096,291683.91785746056,101000,50063.14453125,0.0,413700096,-7.110700730479017,114,-7.117731183080629
-7.321446418762207,0.007321446668356657,4096,399941.3461321076,101500,50113.375,0.0,415748096,-7.4683624493478,114,-7.4756838960161565
-7.238389015197754,0.007238389458507299,4096,352191.46667974704,102000,50156.36328125,0.0,417796096,-7.228596175726801,115,-7.235834565185308
