bc/entropy,bc/l2_loss,bc/samples_so_far,bc/epoch,bc/ent_loss,bc/prob_true_act,batch_size,bc/loss,bc/neglogp,bc/batch,bc/l2_norm
-8.8869047164917,0.0,104452096,22,0.008886905387043953,27155.896384362884,4096,-8.872584492183169,-8.881471397570213,25500,24585.705078125
-8.895645141601562,0.0,106500096,23,0.00889564584940672,27182.115532031283,4096,-8.896018058467545,-8.904913704316952,26000,24930.751953125
-8.973899841308594,0.0,108548096,23,0.008973900228738785,26630.988543380918,4096,-8.994068806363973,-9.003042706592712,26500,25286.0859375
-8.92993450164795,0.0,110596096,24,0.008929935283958912,27566.58973263389,4096,-8.998962310525178,-9.007892245809137,27000,25645.169921875
-8.94984245300293,0.0,112644096,24,0.008949843235313892,26145.34180130622,4096,-8.921992354489182,-8.930942197724496,27500,25995.986328125
-8.960674285888672,0.0,114692096,25,0.00896067451685667,28847.82179606874,4096,-8.933938445021916,-8.942899119538772,28000,26345.08203125
-8.941755294799805,0.0,116740096,25,0.008941755630075932,28892.848701082286,4096,-9.003641367014636,-9.012583122644712,28500,26714.041015625
-8.97114372253418,0.0,118788096,25,0.008971144445240498,29301.013413332843,4096,-8.831606124882368,-8.840577269327609,29000,27058.880859375
-8.977593421936035,0.0,120836096,26,0.00897759385406971,28493.950687955614,4096,-8.980616548779999,-8.989594142634068,29500,27399.294921875
-8.963311195373535,0.0,122884096,26,0.008963312022387981,28352.317331605114,4096,-9.08214095961474,-9.091104271637128,30000,27755.6015625
-8.97662353515625,0.0,124932096,27,0.008976624347269535,27618.89026186188,4096,-8.900090857754881,-8.90906748210215,30500,28103.486328125
-8.988014221191406,0.0,126980096,27,0.008988014422357082,30693.548873518022,4096,-8.981653132859572,-8.990641147281929,31000,28448.97265625
-8.999934196472168,0.0,129028096,28,0.008999934419989586,29393.645530554884,4096,-9.0604118023273,-9.06941173674729,31500,28769.93359375
-9.001742362976074,0.0,131076096,28,0.00900174304842949,27918.606282947418,4096,-8.905555113142967,-8.914556856191396,32000,29100.689453125
-8.973294258117676,0.0,133124096,29,0.008973294869065285,30676.563981869203,4096,-8.9413398981732,-8.950313193042266,32500,29404.8515625
-8.996009826660156,0.0,135172096,29,0.008996009826660156,30487.20212376013,4096,-9.08914480239499,-9.09814081222165,33000,29682.828125
-9.01131820678711,0.0,137220096,29,0.009011318907141685,31144.85516753149,4096,-9.168572304283925,-9.177583623191067,33500,29941.544921875
-9.034186363220215,0.0,139268096,30,0.009034186601638794,29646.129475692247,4096,-8.979576797841004,-8.988610984442643,34000,30215.09375
-9.049381256103516,0.0,141316096,30,0.00904938206076622,33718.72895220105,4096,-9.118461728354653,-9.12751111041542,34500,30447.17578125
-9.015832901000977,0.0,143364096,31,0.009015833027660847,32485.38439334151,4096,-9.14794363842223,-9.156959471449891,35000,30653.048828125
-8.992612838745117,0.0,145412096,31,0.008992613293230534,31611.977183073664,4096,-8.951042694901233,-8.960035308194463,35500,30874.076171875
-9.037989616394043,0.0,147460096,32,0.009037990123033524,32025.53973860308,4096,-8.972713631123598,-8.981751621246632,36000,31113.45703125
-9.014427185058594,0.0,149508096,32,0.009014427661895752,28947.63461395191,4096,-8.974111800211388,-8.983126227873283,36500,31334.830078125
-9.054826736450195,0.0,151556096,33,0.009054827503859997,31789.31403327191,4096,-9.043762630938012,-9.052817458441872,37000,31553.736328125
-9.029779434204102,0.0,153604096,33,0.009029779583215714,32457.872253475176,4096,-9.002320384458288,-9.011350164041504,37500,31749.521484375
-9.049792289733887,0.0,155652096,33,0.009049792774021626,29776.94268831887,4096,-8.952865592464608,-8.96191538523863,38000,31960.931640625
-9.059725761413574,0.0,157700096,34,0.009059726260602474,30597.65101627386,4096,-8.978001708147328,-8.98706143440793,38500,32139.251953125
-9.092002868652344,0.0,159748096,34,0.009092003107070923,27384.980313641925,4096,-8.754125583649827,-8.763217586756898,39000,32330.486328125
-9.087251663208008,0.0,161796096,35,0.00908725243061781,31781.836269277348,4096,-9.021025182593363,-9.03011243502398,39500,32492.97265625
-9.073783874511719,0.0,163844096,35,0.009073784574866295,32925.93203979954,4096,-9.046118240958242,-9.055192025533108,40000,32670.333984375
-9.07020092010498,0.0,165892096,36,0.009070201776921749,31451.760478512024,4096,-8.943049637182948,-8.95211983895987,40500,32815.125
-9.09693717956543,0.0,167940096,36,0.009096937254071236,34633.44741600756,4096,-9.086056245171235,-9.095153182425307,41000,32958.0
-9.07717514038086,0.0,169988096,37,0.00907717552036047,34956.08739674133,4096,-9.13375571393132,-9.14283288945168,41500,33083.078125
-9.1142578125,0.0,172036096,37,0.009114257991313934,29022.011281927847,4096,-8.911034744603757,-8.920149002595071,42000,33216.26953125
-9.119735717773438,0.0,174084096,38,0.009119736030697823,33822.02867315644,4096,-9.096571264899216,-9.105691000929914,42500,33355.07421875
-9.07040023803711,0.0,176132096,38,0.009070401079952717,34303.46021639592,4096,-9.145747419036475,-9.154817820116428,43000,33474.9453125
-9.092737197875977,0.0,178180096,38,0.009092737920582294,35208.20083350816,4096,-9.049259110247224,-9.058351848167806,43500,33593.078125
-9.090330123901367,0.0,180228096,39,0.009090330451726913,33081.629864135364,4096,-9.162323310513269,-9.171413640964996,44000,33713.4921875
-9.123228073120117,0.0,182276096,39,0.00912322849035263,36056.143952799546,4096,-9.068722049418572,-9.077845277908924,44500,33836.86328125
-9.123165130615234,0.0,184324096,40,0.009123165160417557,33510.61948026031,4096,-9.110444704441099,-9.119567869601516,45000,33943.0078125
-9.139143943786621,0.0,186372096,40,0.00913914479315281,35465.77708155339,4096,-9.134563742586678,-9.143702887379831,45500,34055.5
-9.134950637817383,0.0,188420096,41,0.009134951047599316,36583.91976594727,4096,-9.288073793907074,-9.297208744954673,46000,34155.6328125
-9.13211727142334,0.0,190468096,41,0.009132117964327335,35599.803520885966,4096,-9.055936642525433,-9.06506876048976,46500,34259.44140625
-9.133949279785156,0.0,192516096,42,0.009133949875831604,32975.43006693963,4096,-9.055493526643616,-9.064627476519448,47000,34363.0703125
-9.117341041564941,0.0,194564096,42,0.009117341600358486,36160.743568044665,4096,-9.232260935342051,-9.24137827694241,47500,34460.69921875
-9.130233764648438,0.0,196612096,42,0.009130233898758888,35557.20013637809,4096,-9.043204144855624,-9.052334378754383,48000,34565.97265625
-9.112825393676758,0.0,198660096,43,0.009112825617194176,34747.03867085481,4096,-9.079883811071573,-9.088996636688767,48500,34658.0234375
-9.144079208374023,0.0,200708096,43,0.009144079871475697,36239.80819439718,4096,-9.078332056354068,-9.087476136225543,49000,34758.2265625
-9.153409004211426,0.0,202756096,44,0.009153409861028194,35106.58807262925,4096,-9.155629280378639,-9.164782690239667,49500,34855.66796875
-9.115718841552734,0.0,204804096,44,0.009115719236433506,36606.799076235686,4096,-9.19992390864008,-9.209039627876514,50000,34944.4140625
-9.116949081420898,0.0,206852096,45,0.009116949513554573,35067.25573832571,4096,-9.177408802681049,-9.186525752194603,50500,35019.7421875
-9.183637619018555,0.0,208900096,45,0.009183637797832489,36107.04832483371,4096,-9.126968729323648,-9.13615236712148,51000,35122.59375
-9.180591583251953,0.0,210948096,46,0.009180592373013496,36370.96974141522,4096,-9.049363055395945,-9.058543647768959,51500,35201.54296875
-9.173598289489746,0.0,212996096,46,0.009173599071800709,35807.00678918198,4096,-9.119751934948464,-9.128925534020265,52000,35280.2890625
-9.156932830810547,0.0,215044096,46,0.009156933054327965,36827.98730005472,4096,-9.211197624451254,-9.220354557505582,52500,35366.39453125
-9.07155990600586,0.0,217092096,47,0.009071560576558113,35440.2907203387,4096,-9.09161205204514,-9.100683612621697,53000,35410.27734375
-9.180715560913086,0.0,219140096,47,0.00918071623891592,35570.74979788138,4096,-9.061566393961137,-9.070747110200053,53500,35492.01953125
-9.199825286865234,0.0,221188096,48,0.009199826046824455,36050.219930893654,4096,-9.126797146756308,-9.135996972803133,54000,35560.28515625
-9.180219650268555,0.0,223236096,48,0.00918021984398365,37044.760166871754,4096,-9.163312017522784,-9.172492237366768,54500,35629.4296875
-9.18453311920166,0.0,225284096,49,0.009184533730149269,36730.174108519976,4096,-9.17460779068417,-9.18379232441432,55000,35695.83984375
-9.187999725341797,0.0,227332096,49,0.009188000112771988,37436.111620791984,4096,-9.227886483658908,-9.23707448377168,55500,35767.28515625
-9.225608825683594,0.0,229380096,50,0.009225609712302685,38311.73324955969,4096,-9.221790741572104,-9.231016351284406,56000,35833.33203125
-9.18035888671875,0.0,231428096,50,0.009180359542369843,37943.21493145031,4096,-9.272974270471103,-9.282154630013473,56500,35895.234375
-9.201800346374512,0.0,233476096,50,0.00920180045068264,37315.70339777801,4096,-9.184572085048416,-9.193773885499098,57000,35958.59375
-9.215719223022461,0.0,235524096,51,0.009215719997882843,37860.670167732795,4096,-9.253316777035279,-9.262532497033162,57500,36022.9140625
-9.20047378540039,0.0,237572096,51,0.009200474247336388,37997.07222201454,4096,-9.181851584667047,-9.191052058914384,58000,36083.74609375
-9.218207359313965,0.0,239620096,52,0.009218207560479641,39987.87697668785,4096,-9.236170246651223,-9.245388454211703,58500,36146.49609375
-9.203252792358398,0.0,241668096,52,0.00920325331389904,37098.13277608023,4096,-9.079262526829876,-9.088465780143775,59000,36215.65625
-9.150968551635742,0.0,243716096,53,0.009150968864560127,39030.4644294123,4096,-9.317523963225833,-9.326674932090393,59500,36268.47265625
-9.188291549682617,0.0,245764096,53,0.009188291616737843,37462.124042637166,4096,-9.230516760321532,-9.23970505193827,60000,36330.33984375
-9.220961570739746,0.0,247812096,54,0.009220962412655354,40905.07191287595,4096,-9.236380789029049,-9.245601751441704,60500,36393.9375
-9.20611572265625,0.0,249860096,54,0.009206116199493408,36388.325387559235,4096,-9.160714502423103,-9.169920618622596,61000,36457.04296875
-9.199682235717773,0.0,251908096,55,0.009199682623147964,38118.54238511951,4096,-9.176577725012248,-9.185777407635396,61500,36504.04296875
-9.183752059936523,0.0,253956096,55,0.009183752350509167,38028.03749371213,4096,-9.092284373817073,-9.101468126167582,62000,36573.35546875
-9.245447158813477,0.0,256004096,55,0.009245447814464569,40263.332272387976,4096,-9.338200302099363,-9.347445749913827,62500,36632.7265625
-9.211606979370117,0.0,258052096,56,0.009211607277393341,39911.66692812864,4096,-9.300472442486456,-9.309684049763849,63000,36673.67578125
-9.183915138244629,0.0,260100096,56,0.009183915331959724,40299.608613022996,4096,-9.145887948021421,-9.155071863353381,63500,36715.703125
-9.220134735107422,0.0,262148096,57,0.009220135398209095,40135.43298164518,4096,-9.267275891144955,-9.276496026543164,64000,36777.87890625
-9.212971687316895,0.0,264196096,57,0.009212971664965153,37495.19277697155,4096,-9.226153810135328,-9.235366781800293,64500,36831.875
-9.24151611328125,0.0,266244096,58,0.009241516701877117,40339.44127497317,4096,-9.220563523496836,-9.229805040198713,65000,36902.609375
-9.23343276977539,0.0,268292096,58,0.009233432821929455,39595.03983257437,4096,-9.276478351188732,-9.285711784010662,65500,36948.3515625
-9.22392463684082,0.0,270340096,59,0.009223924949765205,37090.23229118854,4096,-9.157936510789096,-9.167160435738861,66000,37008.75390625
-9.230274200439453,0.0,272388096,59,0.009230274707078934,37973.8700145209,4096,-9.248929422963702,-9.25815969767078,66500,37075.796875
-9.29442024230957,0.0,274436096,59,0.00929442048072815,39931.10362143282,4096,-9.273749367690785,-9.283043788171513,67000,37128.55078125
-9.187280654907227,0.0,276484096,60,0.009187281131744385,39780.529129594535,4096,-9.238762399803138,-9.247949680934882,67500,37181.37890625
-9.228890419006348,0.0,278532096,60,0.009228890761733055,38302.433631765336,4096,-9.260067799454738,-9.269296690216471,68000,37228.921875
-9.247906684875488,0.0,280580096,61,0.009247907437384129,40404.656013660744,4096,-9.282777550219437,-9.292025457656822,68500,37289.125
-9.237276077270508,0.0,282628096,61,0.009237276390194893,41403.196672293125,4096,-9.34215593509983,-9.351393211490025,69000,37335.9453125
-9.270212173461914,0.0,284676096,62,0.00927021261304617,41192.60751380969,4096,-9.27605308483983,-9.285323297452877,69500,37400.640625
-9.243138313293457,0.0,286724096,62,0.009243139065802097,40352.735304130685,4096,-9.36974879622436,-9.378991935290163,70000,37457.625
-9.25146770477295,0.0,288772096,63,0.009251467883586884,41657.21135713992,4096,-9.232912521170881,-9.242163989054468,70500,37528.89453125
-9.26835823059082,0.0,290820096,63,0.00926835834980011,40211.2687715027,4096,-9.194366760075678,-9.203635118425478,71000,37578.28125
-9.237504959106445,0.0,292868096,63,0.009237505495548248,40626.51313710572,4096,-9.286426538669147,-9.295664044164695,71500,37624.3515625
-9.235864639282227,0.0,294916096,64,0.00923586543649435,41961.11216067475,4096,-9.298354001223824,-9.307589866660319,72000,37679.41796875
-9.261451721191406,0.0,296964096,64,0.009261452592909336,42109.83845496991,4096,-9.177942713582475,-9.187204166175384,72500,37736.4609375
-9.27133560180664,0.0,299012096,65,0.009271335788071156,42788.67250963989,4096,-9.371005315754756,-9.380276651542827,73000,37782.890625
-9.195695877075195,0.0,301060096,65,0.00919569656252861,39972.34877530387,4096,-9.070200173135069,-9.079395869697597,73500,37832.59765625
-9.23770523071289,0.0,303108096,66,0.00923770572990179,42180.313465453975,4096,-9.205398423245132,-9.214636128975034,74000,37889.8828125
-9.276251792907715,0.0,305156096,66,0.00927625223994255,42013.78682484434,4096,-9.210833255956716,-9.220109508196659,74500,37943.7421875
-9.250530242919922,0.0,307204096,67,0.00925053097307682,43346.67414806162,4096,-9.385928924475472,-9.395179455448549,75000,37991.3359375
-9.28561782836914,0.0,309252096,67,0.009285618551075459,43023.162603911805,4096,-9.260291022013933,-9.269576640565008,75500,38036.31640625
-9.251787185668945,0.0,311300096,67,0.009251787327229977,41504.38337980536,4096,-9.317567591386574,-9.326819378713804,76000,38091.01171875
-9.264878273010254,0.0,313348096,68,0.009264878928661346,40256.78994519758,4096,-9.284273984277858,-9.29353886320652,76500,38146.09375
-9.312838554382324,0.0,315396096,68,0.00931283924728632,43285.95340821608,4096,-9.38078875592711,-9.390101595174396,77000,38197.69140625
-9.314762115478516,0.0,317444096,69,0.0093147624284029,42033.80222535384,4096,-9.253664262869808,-9.262979025298211,77500,38263.734375
-9.299511909484863,0.0,319492096,69,0.009299512021243572,43905.383646075185,4096,-9.191343709835625,-9.200643221856868,78000,38314.27734375
-9.309837341308594,0.0,321540096,70,0.009309837594628334,45474.1883096097,4096,-9.437874730928623,-9.447184568523252,78500,38366.87109375
-9.289149284362793,0.0,323588096,70,0.0092891501262784,44283.57439380302,4096,-9.335825842313433,-9.345114992439711,79000,38417.48828125
-9.272761344909668,0.0,325636096,71,0.009272761642932892,40591.7575261557,4096,-9.266294623739954,-9.275567385382887,79500,38472.6640625
-9.280284881591797,0.0,327684096,71,0.009280284866690636,42786.55495404902,4096,-9.267686898812501,-9.276967183679192,80000,38522.1015625
-9.308115005493164,0.0,329732096,72,0.00930811557918787,44305.99461275387,4096,-9.278286450722288,-9.287594566301475,80500,38575.8203125
-9.279837608337402,0.0,331780096,72,0.00927983783185482,45184.35746688655,4096,-9.361915363528912,-9.371195201360766,81000,38632.140625
-9.298965454101562,0.0,333828096,72,0.009298966266214848,36852.36015331521,4096,-9.146048995391801,-9.155347961658016,81500,38680.25
-9.264043807983398,0.0,335876096,73,0.009264044463634491,40505.01826266592,4096,-9.31434896782084,-9.323613012284474,82000,38732.578125
-9.31635856628418,0.0,337924096,73,0.009316358715295792,41931.23103542251,4096,-9.260196406167687,-9.269512764882982,82500,38784.13671875
-9.321516036987305,0.0,339972096,74,0.009321516379714012,43104.842098664034,4096,-9.340639147954272,-9.349960664333986,83000,38831.296875
-9.288521766662598,0.0,342020096,74,0.00928852241486311,43628.34448535314,4096,-9.293237639872272,-9.302526162287135,83500,38887.72265625
-9.290620803833008,0.0,344068096,75,0.009290621615946293,43645.5440261723,4096,-9.245305211270335,-9.254595832886281,84000,38938.96484375
-9.338629722595215,0.0,346116096,75,0.009338630363345146,44352.04085083499,4096,-9.377641174614716,-9.386979804978061,84500,38984.796875
-9.316320419311523,0.0,348164096,76,0.009316320531070232,36518.26358426733,4096,-9.147004581623335,-9.156320902154405,85000,39028.1796875
-9.339242935180664,0.0,350212096,76,0.009339243173599243,44124.63968702343,4096,-9.297479163466534,-9.306818406640133,85500,39079.38671875
-9.334478378295898,0.0,352260096,76,0.00933447852730751,45277.49584287795,4096,-9.312001691441665,-9.321336169968973,86000,39117.9765625
-9.293474197387695,0.0,354308096,77,0.00929347425699234,40620.09778928099,4096,-9.2944682729499,-9.303761747206892,86500,39160.24609375
-9.29992389678955,0.0,356356096,77,0.009299924597144127,44602.84401460544,4096,-9.30302377955071,-9.312323704147854,87000,39197.19921875
-9.260665893554688,0.0,358404096,78,0.00926066655665636,41557.88431431603,4096,-9.166144550781599,-9.175405217338255,87500,39236.02734375
-9.237287521362305,0.0,360452096,78,0.009237287566065788,42284.97984470062,4096,-9.23845716680332,-9.247694454369386,88000,39271.6875
-9.299612045288086,0.0,362500096,79,0.00929961260408163,42653.02441277453,4096,-9.34148131637507,-9.350780928979152,88500,39308.4140625
-9.321917533874512,0.0,364548096,79,0.009321917779743671,42497.891666575655,4096,-9.284323709812583,-9.293645627592326,89000,39362.1484375
-9.278026580810547,0.0,366596096,80,0.009278027340769768,40004.22681308926,4096,-9.310532510655584,-9.319810537996354,89500,39404.1953125
-9.33336353302002,0.0,368644096,80,0.009333363734185696,44780.300917596476,4096,-9.31456107300008,-9.323894436734266,90000,39445.0625
-9.335319519042969,0.0,370692096,80,0.009335319511592388,41857.65591683508,4096,-9.267891885434864,-9.277227204946456,90500,39490.96484375
-9.314322471618652,0.0,372740096,81,0.009314322844147682,45746.768355229426,4096,-9.285012712779467,-9.294327035623615,91000,39535.21875
-9.341203689575195,0.0,374788096,81,0.009341204538941383,43969.546324811236,4096,-9.36486688643441,-9.374208090973351,91500,39576.7421875
-9.34271240234375,0.0,376836096,82,0.00934271328151226,45342.856143947036,4096,-9.39000797151802,-9.399350684799533,92000,39620.76171875
-9.321907043457031,0.0,378884096,82,0.00932190753519535,44420.15167527531,4096,-9.44018143341282,-9.449503340948015,92500,39658.29296875
-9.337484359741211,0.0,380932096,83,0.00933748483657837,44336.08919562341,4096,-9.353307294081564,-9.362644778918142,93000,39700.6015625
-9.335939407348633,0.0,382980096,83,0.009335939772427082,46243.17906787884,4096,-9.475190399928179,-9.484526339700606,93500,39747.97265625
-9.341926574707031,0.0,385028096,84,0.009341927245259285,42691.34193576002,4096,-9.318911522842125,-9.328253450087384,94000,39789.84375
-9.36511516571045,0.0,387076096,84,0.009365115314722061,44093.27209269976,4096,-9.313766087046002,-9.323131202360724,94500,39829.4140625
-9.354663848876953,0.0,389124096,84,0.009354664012789726,46826.22849154774,4096,-9.415999327645277,-9.425353991658067,95000,39868.0546875
-9.345779418945312,0.0,391172096,85,0.00934578012675047,46160.23340378696,4096,-9.398335113080478,-9.407680893207228,95500,39909.80078125
-9.300836563110352,0.0,393220096,85,0.00930083729326725,42894.325465947775,4096,-9.265523145523835,-9.274823982817102,96000,39949.90234375
-9.28101921081543,0.0,395268096,86,0.009281019680202007,42862.86364014118,4096,-9.25646502973686,-9.265746049417062,96500,39984.703125
-9.342135429382324,0.0,397316096,86,0.009342135861515999,32844.024102498304,4096,-8.932055513497737,-8.941397649359253,97000,40027.43359375
-9.330266952514648,0.0,399364096,87,0.0093302670866251,45146.6127805944,4096,-9.282636175291216,-9.291966442377841,97500,40070.5546875
-9.310233116149902,0.0,401412096,87,0.009310233406722546,41497.130272317285,4096,-9.212796838243126,-9.222107071649848,98000,40103.00390625
-9.348474502563477,0.0,403460096,88,0.009348475374281406,46825.784039770704,4096,-9.368245008996311,-9.377593484370593,98500,40136.4140625
-9.311138153076172,0.0,405508096,88,0.009311138652265072,44898.53782271271,4096,-9.355222014085122,-9.364533152737387,99000,40171.42578125
-9.323691368103027,0.0,407556096,88,0.009323691949248314,46194.33318537169,4096,-9.41207428643945,-9.421397978388699,99500,40207.69921875
-9.365097045898438,0.0,409604096,89,0.009365097619593143,48490.79539033709,4096,-9.462491840041352,-9.471856937660945,100000,40251.60546875
-9.394636154174805,0.0,411652096,89,0.009394636377692223,46276.32033120554,4096,-9.3894886705309,-9.398883306908592,100500,40278.96484375
-9.344615936279297,0.0,413700096,90,0.0093446159735322,44597.692887747064,4096,-9.31962712772483,-9.328971743698363,101000,40308.84375
-9.318791389465332,0.0,415748096,90,0.009318792261183262,40977.05806554205,4096,-9.14799119471899,-9.157309986980174,101500,40345.625
-9.34637451171875,0.0,417796096,91,0.009346375241875648,49134.82488334073,4096,-9.331726663819873,-9.34107303906175,102000,40376.64453125
-9.356526374816895,0.0,419844096,91,0.009356526657938957,46689.32668496611,4096,-9.311702153366953,-9.321058680024892,102500,40409.765625
