bc/loss,bc/entropy,bc/samples_so_far,bc/batch,batch_size,bc/l2_norm,bc/l2_loss,bc/ent_loss,bc/prob_true_act,bc/epoch,bc/neglogp
-6.636687586322733,-6.423981666564941,46082048,22500,2048,23126.31640625,0.0,0.006423981860280037,154981.14971184422,12,-6.643111568183013
-6.339797059887285,-6.178213119506836,47106048,23000,2048,23465.4765625,0.0,0.006178213283419609,144315.97824536392,13,-6.345975273170705
-6.320912584314982,-6.374929428100586,48130048,23500,2048,23871.412109375,0.0,0.006374929565936327,166491.79790393997,13,-6.327287513880918
-6.457825938332762,-6.337721824645996,49154048,24000,2048,24223.58984375,0.0,0.006337722297757864,86670.0747519632,13,-6.46416366063052
-6.579695123098645,-6.502246856689453,50178048,24500,2048,24665.59375,0.0,0.006502246949821711,178071.7081785248,13,-6.586197370048467
-6.776798456777135,-6.545441627502441,51202048,25000,2048,25038.076171875,0.0,0.006545442156493664,211765.48420384718,14,-6.783343898933628
-6.725477660466865,-6.597140789031982,52226048,25500,2048,25441.09375,0.0,0.006597141269594431,197176.08497214882,14,-6.732074801736459
-6.29919730947266,-6.416106700897217,53250048,26000,2048,25805.5390625,0.0,0.006416107062250376,148968.59021481063,14,-6.305613416534911
-6.429319408522776,-6.467414855957031,54274048,26500,2048,26187.8125,0.0,0.006467415019869804,187346.1104725878,14,-6.435786823542646
-6.427725763001015,-6.481672286987305,55298048,27000,2048,26605.6015625,0.0,0.006481672637164593,204666.38275358372,15,-6.4342074356381795
-6.646210066285669,-6.609096527099609,56322048,27500,2048,27022.94140625,0.0,0.00660909665748477,196716.41094898147,15,-6.652819162943154
-5.1655447865924895,-6.68001651763916,57346048,28000,2048,27434.57421875,0.0,0.0066800168715417385,214882.48129315575,15,-5.172224803464031
-6.771084589081031,-6.6060404777526855,58370048,28500,2048,27831.23046875,0.0,0.0066060409881174564,269319.4470415899,16,-6.777690630069149
-6.885760579781832,-6.6411285400390625,59394048,29000,2048,28250.65234375,0.0,0.006641129031777382,224569.93273080108,16,-6.892401708813609
-6.676624985444533,-6.716158390045166,60418048,29500,2048,28607.232421875,0.0,0.006716158706694841,215956.517251167,16,-6.683341144151228
-6.821303166519947,-6.661671161651611,61442048,30000,2048,28958.947265625,0.0,0.006661671679466963,218795.79583382822,16,-6.827964838199414
-6.555444639779983,-6.541872024536133,62466048,30500,2048,29301.712890625,0.0,0.006541872397065163,133105.9705308249,17,-6.561986512177048
-6.543472996904127,-6.604130744934082,63490048,31000,2048,29643.62109375,0.0,0.00660413084551692,186317.09396848796,17,-6.550077127749644
-6.813493898555654,-6.844602108001709,64514048,31500,2048,29946.060546875,0.0,0.006844602525234222,186117.69266389744,17,-6.820338501080888
-6.744431627243472,-6.6512651443481445,65538048,32000,2048,30266.396484375,0.0,0.006651265546679497,210548.5292842946,18,-6.751082892790151
-6.7960297661314115,-6.7505621910095215,66562048,32500,2048,30565.4453125,0.0,0.006750562693923712,306076.58770454314,18,-6.802780328825335
-6.48100794582,-6.765595436096191,67586048,33000,2048,30869.359375,0.0,0.0067655956372618675,153060.15215917103,18,-6.487773541457262
-6.63543397532089,-6.396845817565918,68610048,33500,2048,31135.5234375,0.0,0.006396845914423466,232142.648374264,18,-6.641830821235313
-6.313960913757327,-6.5954413414001465,69634048,34000,2048,31528.337890625,0.0,0.006595441605895758,99741.35799835673,19,-6.320556355363223
-6.724920479157099,-6.66818904876709,70658048,34500,2048,31800.591796875,0.0,0.006668189540505409,258029.61025719804,19,-6.731588668697604
-6.504206090815188,-6.687195777893066,71682048,35000,2048,32085.337890625,0.0,0.006687195971608162,240782.6966107697,19,-6.510893286786796
-6.621624279517045,-6.7331647872924805,72706048,35500,2048,32363.248046875,0.0,0.006733165122568607,206508.46922309397,20,-6.628357444639613
-6.824224634057698,-6.592512130737305,73730048,36000,2048,32628.4921875,0.0,0.006592512596398592,286764.1211685267,20,-6.830817146654097
-7.108123976703158,-6.868629455566406,74754048,36500,2048,32899.38671875,0.0,0.006868629716336727,391671.5868281629,20,-7.114992606419495
-6.731556952794603,-6.6990861892700195,75778048,37000,2048,33085.48828125,0.0,0.006699086632579565,293256.9531585729,20,-6.738256039427182
-6.654784375176019,-6.795314788818359,76802048,37500,2048,33342.51953125,0.0,0.006795315071940422,303127.3233349313,21,-6.66157969024796
-6.933534632476061,-6.794999599456787,77826048,38000,2048,33562.35546875,0.0,0.006794999819248915,288426.99091983796,21,-6.94032963229531
-7.033076713186482,-6.903044700622559,78850048,38500,2048,33763.546875,0.0,0.006903044879436493,339137.7432036932,21,-7.039979758065918
-6.587043020358129,-6.668793201446533,79874048,39000,2048,33987.05859375,0.0,0.006668793503195047,322707.8893939161,22,-6.593711813861324
-7.063366767511358,-6.89786434173584,80898048,39500,2048,34239.046875,0.0,0.006897864863276482,333132.94164849404,22,-7.070264632374634
-6.915608403050626,-6.874224662780762,81922048,40000,2048,34432.3203125,0.0,0.006874225102365017,342668.673818432,22,-6.922482628152991
-6.957878479862,-6.9568257331848145,82946048,40500,2048,34614.01171875,0.0,0.006956825964152813,344147.09145965753,22,-6.964835305826153
-6.526592468136574,-6.885348320007324,83970048,41000,2048,34824.37890625,0.0,0.006885348819196224,133556.72343488922,23,-6.53347781695577
-6.969319439759264,-7.033127784729004,84994048,41500,2048,35019.34375,0.0,0.0070331282913684845,318083.0407122644,23,-6.976352568050633
-6.953935405863231,-6.876526832580566,86018048,42000,2048,35188.87890625,0.0,0.006876527331769466,318649.2121688171,23,-6.960811933195
-7.020975472838357,-6.8513288497924805,87042048,42500,2048,35411.609375,0.0,0.006851329002529383,370742.276586602,24,-7.027826801840886
-6.8476699961501115,-6.8839497566223145,88066048,43000,2048,35581.6953125,0.0,0.006883949972689152,297210.65613787086,24,-6.854553946122801
-6.977835964753615,-6.86790657043457,89090048,43500,2048,35758.703125,0.0,0.0068679070100188255,295157.9579782495,24,-6.984703871763633
-6.867946787279272,-6.818066596984863,90114048,44000,2048,35930.05078125,0.0,0.006818066816776991,333733.66788841644,24,-6.874764854096049
-7.272733839412755,-7.170368671417236,91138048,44500,2048,36099.0859375,0.0,0.007170368917286396,347055.81160573475,25,-7.279904208330041
-6.596517162674594,-6.348475456237793,92162048,45000,2048,36579.26171875,0.0,0.006348475813865662,77588.03435917373,25,-6.60286563848846
-6.99061566112983,-6.996760845184326,93186048,45500,2048,36804.92578125,0.0,0.006996761076152325,307536.02924002934,25,-6.997612422205982
-7.135204644449974,-6.9852399826049805,94210048,46000,2048,36947.53125,0.0,0.006985240150243044,359986.8337737243,26,-7.142189884600217
-7.200974582423903,-7.032522678375244,95234048,46500,2048,37136.54296875,0.0,0.0070325229316949844,409461.6506127489,26,-7.208007105355598
-7.041236496942355,-6.952265739440918,96258048,47000,2048,37279.92578125,0.0,0.006952266208827496,351947.74403411953,26,-7.048188763151183
-7.023930333382694,-7.034787178039551,97282048,47500,2048,37409.10546875,0.0,0.007034787442535162,349190.79058704764,26,-7.030965120825229
-5.93190358629845,-5.489168167114258,98306048,48000,2048,37610.89453125,0.0,0.005489168222993612,8611.692496586924,27,-5.9373927545214435
-6.973397014687653,-6.909418106079102,99330048,48500,2048,37810.16796875,0.0,0.006909418385475874,387705.49966985267,27,-6.980306433073129
-7.316187604571596,-7.1151275634765625,100354048,49000,2048,37931.12109375,0.0,0.007115127984434366,367393.96243106225,27,-7.32330273255603
-6.284551444103622,-6.423128128051758,101378048,49500,2048,38048.68359375,0.0,0.006423128303140402,44312.74763402468,27,-6.290974572406762
-7.013117380924681,-7.094099044799805,102402048,50000,2048,38203.33984375,0.0,0.007094099186360836,331333.56988833833,28,-7.020211480111042
-6.978416975852152,-6.932812690734863,103426048,50500,2048,38303.65234375,0.0,0.006932813208550215,345183.93731726566,28,-6.985349789060702
-7.155644605514009,-7.023950576782227,104450048,51000,2048,38426.453125,0.0,0.007023951038718224,356115.9568633662,28,-7.1626685565527275
-6.795645435799596,-6.951584339141846,105474048,51500,2048,38570.9296875,0.0,0.006951584480702877,351284.1902893598,29,-6.802597020280299
-6.877816553538777,-6.980960845947266,106498048,52000,2048,38689.05078125,0.0,0.006980961188673973,402046.31054642826,29,-6.884797514727451
-6.872932775887062,-6.950809478759766,107522048,52500,2048,38859.81640625,0.0,0.006950809620320797,343848.9835082711,29,-6.8798835855073825
-7.078017074882611,-6.942315101623535,108546048,53000,2048,39100.0,0.0,0.0069423154927790165,349326.5910464821,29,-7.08495939037539
-6.503940701191604,-6.771693229675293,109570048,53500,2048,39192.37890625,0.0,0.006771693471819162,327107.74813133234,30,-6.5107123946634236
-7.041489627914713,-6.954935550689697,110594048,54000,2048,39317.00390625,0.0,0.006954935844987631,341695.9882431226,30,-7.0484445637597
-7.0694367537508445,-7.043463230133057,111618048,54500,2048,39442.8671875,0.0,0.00704346364364028,419191.54669974913,30,-7.076480217394485
-7.048850355817232,-7.012599468231201,112642048,55000,2048,39566.32421875,0.0,0.007012599613517523,384015.1402183622,31,-7.05586295543075
-6.909975798589606,-6.914388656616211,113666048,55500,2048,39690.28125,0.0,0.006914388854056597,360927.53565617773,31,-6.916890187443663
-5.88884751922586,-5.475929260253906,114690048,56000,2048,39860.78125,0.0,0.005475929472595453,10639.712643841583,31,-5.894323448698455
-6.771160170734911,-6.665604591369629,115714048,56500,2048,40036.38671875,0.0,0.006665605120360851,232898.00300226832,31,-6.777825775855272
-6.803108349323672,-6.811565399169922,116738048,57000,2048,40136.08984375,0.0,0.0068115657195448875,433220.44622057176,32,-6.809919915043217
-7.221295138238284,-7.045124053955078,117762048,57500,2048,40237.67578125,0.0,0.007045124191790819,390962.0918866248,32,-7.228340262430075
-7.088771362844932,-6.937366485595703,118786048,58000,2048,40339.73828125,0.0,0.006937366910278797,354437.63758080004,32,-7.095708729755211
-7.366129231734801,-7.138909339904785,119810048,58500,2048,40445.66796875,0.0,0.00713890977203846,376754.43597998784,33,-7.3732681415068395
-7.124718794684357,-7.041860580444336,120834048,59000,2048,40539.6328125,0.0,0.0070418608374893665,311327.7323410568,33,-7.1317606555218465
-7.115944405917,-7.085102081298828,121858048,59500,2048,40637.92578125,0.0,0.0070851026102900505,411151.82417995925,33,-7.12302950852729
-6.798441573409556,-6.882623195648193,122882048,60000,2048,40793.734375,0.0,0.006882623303681612,301210.61134895065,33,-6.805324196713237
-7.2245115277320435,-7.128515243530273,123906048,60500,2048,40887.17578125,0.0,0.007128515746444464,431955.0216276531,34,-7.231640043478488
-7.004244154616242,-6.927394866943359,124930048,61000,2048,40960.9765625,0.0,0.006927395239472389,417946.98483238934,34,-7.011171549855715
-7.130881654373908,-7.0117316246032715,125954048,61500,2048,41057.53515625,0.0,0.0070117320865392685,349680.4482018863,34,-7.137893386460448
-6.9989988304206765,-7.079653739929199,126978048,62000,2048,41168.6875,0.0,0.007079653907567263,350839.7878721638,35,-7.006078484328244
-6.971844376532919,-6.87908411026001,128002048,62500,2048,41299.390625,0.0,0.006879084277898073,306195.8646651759,35,-6.9787234608108175
-6.728960367531062,-6.918994903564453,129026048,63000,2048,41413.109375,0.0,0.006918995175510645,376889.507690897,35,-6.735879362706573
-6.991803750330574,-6.801395416259766,130050048,63500,2048,41475.04296875,0.0,0.0068013956770300865,388015.8564080446,35,-6.998605146007604
-7.244273061321454,-7.095542907714844,131074048,64000,2048,41627.78125,0.0,0.007095543202012777,462877.5502000897,36,-7.251368604523467
-7.458442412295144,-7.178645610809326,132098048,64500,2048,41706.7109375,0.0,0.007178646046668291,497896.89189973957,36,-7.465621058341812
-7.22637408076422,-7.137188911437988,133122048,65000,2048,41779.40234375,0.0,0.007137189153581858,346481.02373298653,36,-7.233511269917802
-6.9753931727765135,-6.990052700042725,134146048,65500,2048,41888.25390625,0.0,0.006990053225308657,414035.3116168471,37,-6.982383226001822
-6.9846131915404435,-6.9792680740356445,135170048,66000,2048,42024.765625,0.0,0.0069792685098946095,370317.34795107157,37,-6.991592460050338
-7.106851195852593,-7.037730693817139,136194048,66500,2048,42160.94140625,0.0,0.007037730887532234,431045.6685402997,37,-7.113888926740125
-7.0028598420402215,-7.050981521606445,137218048,67000,2048,42237.6015625,0.0,0.007050981745123863,431472.39077304635,37,-7.009910823785345
-7.07480118761865,-7.011434555053711,138242048,67500,2048,42304.015625,0.0,0.007011434994637966,370536.4288679372,38,-7.081812622613288
-7.031255199345921,-7.061016082763672,139266048,68000,2048,42384.1171875,0.0,0.007061016280204058,298599.8220722095,38,-7.038316215626125
-7.370139510619351,-7.25800895690918,140290048,68500,2048,42535.8125,0.0,0.007258009165525436,415183.01858469687,38,-7.377397519784877
-7.099384535727426,-6.968602657318115,141314048,69000,2048,42618.15234375,0.0,0.006968603003770113,422612.68408643384,39,-7.106353138731196
-7.024243351292431,-6.9951677322387695,142338048,69500,2048,42667.1015625,0.0,0.006995168048888445,313885.7808776392,39,-7.031238519341319
-7.0750932922589,-7.110139846801758,143362048,70000,2048,42745.5546875,0.0,0.007110140286386013,469995.14474364347,39,-7.082203432545286
-7.0306944773455164,-7.086839199066162,144386048,70500,2048,42809.828125,0.0,0.007086839526891708,450140.70697141427,39,-7.037781316872408
-6.91839780955761,-6.850215911865234,145410048,71000,2048,42883.73046875,0.0,0.006850216072052717,231200.11615934642,40,-6.925248025629663
-7.230302756053312,-6.985930919647217,146434048,71500,2048,42974.32421875,0.0,0.006985931191593409,342150.03310289886,40,-7.237288687244906
-7.086692813261569,-6.996044158935547,147458048,72000,2048,43059.3125,0.0,0.006996044423431158,432375.17289266805,40,-7.093688857685001
-7.01840988643177,-7.036564350128174,148482048,72500,2048,43122.0625,0.0,0.007036564871668816,443993.7615367531,41,-7.025446451303439
-7.073243635699576,-7.007700443267822,149506048,73000,2048,43194.3671875,0.0,0.007007700856775045,418204.12251047336,41,-7.080251336556351
-7.237169016062161,-7.007728576660156,150530048,73500,2048,43259.60546875,0.0,0.007007728796452284,419576.87640654354,41,-7.244176744858613
-7.1953049201064765,-7.233945369720459,151554048,74000,2048,43328.30078125,0.0,0.007233945652842522,477003.1522492516,41,-7.202538865759319
-7.39046914633581,-7.210832118988037,152578048,74500,2048,43395.796875,0.0,0.007210832554847002,478980.86999486806,42,-7.397679978890657
-7.045821307095498,-7.027111053466797,153602048,75000,2048,43459.1171875,0.0,0.007027111481875181,398889.255818874,42,-7.052848418577373
-7.135614880891719,-7.06812858581543,154626048,75500,2048,43549.16796875,0.0,0.007068128790706396,518163.9192158446,42,-7.142683009682425
-7.312056086346363,-7.131533622741699,155650048,76000,2048,43634.91015625,0.0,0.0071315341629087925,445886.53322419187,42,-7.319187620509272
-7.377487037885555,-7.282246112823486,156674048,76500,2048,43740.23828125,0.0,0.007282246369868517,505878.47983827733,43,-7.384769284255423
-6.880838320041401,-6.868439674377441,157698048,77000,2048,43839.7578125,0.0,0.006868440192192793,353978.00415314606,43,-6.887706760233594
-7.336016882078658,-7.191404819488525,158722048,77500,2048,43917.17578125,0.0,0.007191405165940523,394639.0423195801,43,-7.3432082872445985
-7.182493548987006,-7.154889106750488,159746048,78000,2048,44064.58203125,0.0,0.007154889404773712,451171.8869131439,44,-7.18964843839178
-7.351083373972711,-7.310460090637207,160770048,78500,2048,44168.48828125,0.0,0.0073104603216052055,487403.5256278862,44,-7.358393834294316
-7.0268882173959835,-6.931679725646973,161794048,79000,2048,44237.3046875,0.0,0.006931680254638195,406268.3996436065,44,-7.033819897650622
-7.157992498208106,-7.156872749328613,162818048,79500,2048,44312.68359375,0.0,0.007156873121857643,399104.6381815678,44,-7.165149371329964
-7.20313690163487,-7.069601535797119,163842048,80000,2048,44394.09375,0.0,0.0070696016773581505,438165.5518722285,45,-7.210206503312228
-7.2922188962101835,-7.426706314086914,164866048,80500,2048,44460.4921875,0.0,0.007426706608384848,242022.9134775069,45,-7.299645602818568
-7.000277906743851,-7.0618391036987305,165890048,81000,2048,44636.921875,0.0,0.007061839569360018,365584.73042193445,45,-7.007339746313211
-7.246519073174002,-7.111486911773682,166914048,81500,2048,44714.2578125,0.0,0.007111487444490194,417382.2472826794,46,-7.253630560618492
-7.373988485925805,-7.151848793029785,167938048,82000,2048,44774.2890625,0.0,0.00715184910222888,445133.15494328004,46,-7.381140335028034
-7.158907901779929,-7.146092414855957,168962048,82500,2048,44877.828125,0.0,0.007146092597395182,478598.7620415269,46,-7.166053994377324
-6.623414571536563,-6.844478607177734,169986048,83000,2048,44948.2265625,0.0,0.006844479124993086,167645.34557698638,46,-6.630259050661556
-7.4093547591549695,-7.349926948547363,171010048,83500,2048,45029.39453125,0.0,0.007349927444010973,446627.4803712019,47,-7.4167046865989805
-7.343855461852389,-7.197370529174805,172034048,84000,2048,45135.171875,0.0,0.007197370752692223,388395.0651944958,47,-7.351052832605081
-7.206078682815916,-7.175806522369385,173058048,84500,2048,45187.50390625,0.0,0.007175806909799576,476277.87405272,47,-7.213254489725715
-7.414393340503181,-7.136379718780518,174082048,85000,2048,45276.2734375,0.0,0.007136379834264517,481239.74876934756,48,-7.421529720337445
-7.334093388174319,-7.243268013000488,175106048,85500,2048,45399.8515625,0.0,0.007243268191814423,502315.10276084224,48,-7.341336656366133
-7.133273450590536,-7.137925148010254,176130048,86000,2048,45522.09375,0.0,0.007137925364077091,407595.5334665503,48,-7.1404113759546135
-7.146969335702758,-7.117927074432373,177154048,86500,2048,45621.16796875,0.0,0.00711792754009366,257685.87310968759,48,-7.154087263242852
-1.9430406159337843,-7.2065629959106445,178178048,87000,2048,45698.9296875,0.0,0.007206563372164965,466933.9499686487,49,-1.9502471793059493
-6.867161499680339,-6.953436851501465,179202048,87500,2048,45794.7734375,0.0,0.0069534373469650745,319839.37154228985,49,-6.874114937027304
-6.864034124683705,-6.612091064453125,180226048,88000,2048,45909.0546875,0.0,0.006612091325223446,105605.05091902819,49,-6.870646216008929
-7.227733167358043,-7.1861162185668945,181250048,88500,2048,45977.40625,0.0,0.007186116650700569,403309.873173267,50,-7.234919284008743
-6.9074256094072055,-6.936956405639648,182274048,89000,2048,46047.3671875,0.0,0.006936956662684679,207343.76084331944,50,-6.91436256606989
-7.349788011750467,-7.266013145446777,183298048,89500,2048,46160.8203125,0.0,0.007266013417392969,459327.53418872814,50,-7.35705402516786
-7.308730404726063,-7.28144645690918,184322048,90000,2048,46220.50390625,0.0,0.0072814468294382095,421193.39925420703,50,-7.316011851555501
-7.282408455140546,-7.22065544128418,185346048,90500,2048,46295.15625,0.0,0.007220655679702759,489153.8807131372,51,-7.289629110820249
-7.181285159979619,-7.130491256713867,186370048,91000,2048,46361.0,0.0,0.0071304915472865105,322465.34207680274,51,-7.188415651526905
-7.272287267057774,-7.268908500671387,187394048,91500,2048,46459.73828125,0.0,0.007268908899277449,394003.64781069884,51,-7.279556175957051
-7.405754764636075,-7.220568656921387,188418048,92000,2048,46518.109375,0.0,0.0072205690667033195,462725.26831293735,52,-7.412975333702779
-7.316686805598511,-7.095324516296387,189442048,92500,2048,46624.87109375,0.0,0.00709532480686903,443825.99601081247,52,-7.32378213040538
-7.27442710895801,-7.062291622161865,190466048,93000,2048,46689.36328125,0.0,0.007062291726469994,424869.14334378944,52,-7.28148940068448
-7.383380839725014,-7.301617622375488,191490048,93500,2048,46743.8984375,0.0,0.007301617879420519,512066.50492005167,52,-7.390682457604434
-7.505191481188366,-7.200972557067871,192514048,94000,2048,46854.51953125,0.0,0.007200973108410835,332971.69641128724,53,-7.512392454296777
-7.113319389093362,-7.1735687255859375,193538048,94500,2048,46920.3125,0.0,0.007173568941652775,455923.2911972931,53,-7.1204929580350145
-7.407885431959446,-7.2557172775268555,194562048,95000,2048,46970.34375,0.0,0.007255717646330595,523615.74536344106,53,-7.415141149605777
-7.706709791859035,-7.47783899307251,195586048,95500,2048,47053.18359375,0.0,0.0074778394773602486,543525.7043620418,54,-7.7141876313363955
-7.070350387005856,-7.125751495361328,196610048,96000,2048,47125.0,0.0,0.007125752046704292,443904.3314174178,54,-7.0774761390525605
-7.097050153254452,-7.243874549865723,197634048,96500,2048,47209.6015625,0.0,0.007243874948471785,533268.093822903,54,-7.104294028202924
-7.134632914385504,-7.026261329650879,198658048,97000,2048,47289.43359375,0.0,0.007026261650025845,481483.3563197466,54,-7.14165917603553
-7.309786317324034,-7.199008941650391,199682048,97500,2048,47386.859375,0.0,0.0071990094147622585,458637.6162934863,55,-7.316985326738796
-7.18508158524607,-7.059639930725098,200706048,98000,2048,47453.01171875,0.0,0.007059640251100063,397937.1545014859,55,-7.19214122549717
-6.873342609705272,-7.135352611541748,201730048,98500,2048,47588.51953125,0.0,0.007135353051126003,425326.0870267743,55,-6.880477962756398
-7.258799415726238,-7.114969253540039,202754048,99000,2048,47649.70703125,0.0,0.007114969659596682,467524.7858706163,55,-7.265914385385835
-7.466127283262844,-7.283449172973633,203778048,99500,2048,47733.71875,0.0,0.00728344963863492,456587.76391039777,56,-7.4734107329014785
-7.413196975092381,-7.274868965148926,204802048,100000,2048,47781.66796875,0.0,0.007274869363754988,524642.6519907572,56,-7.420471844456136
-7.367759600989066,-6.988820552825928,205826048,100500,2048,47899.47265625,0.0,0.00698882108554244,235100.25990416517,56,-7.3747484220746085
-7.368698644985262,-7.327640533447266,206850048,101000,2048,47971.49609375,0.0,0.007327640894800425,463572.73617184226,57,-7.376026285880062
-7.41509960052572,-7.272684097290039,207874048,101500,2048,48036.55859375,0.0,0.00727268448099494,449238.3663081137,57,-7.422372285006715
