time/fps,time/time_elapsed,time/episodes,rollout/success_rate,time/total_timesteps,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length,eval/success_rate
347,6401,7780,0.14,2222392,0.006396417506039143,0.00023332848,4.883312225341797,277286,0.6142914295196533,11.66646671295166,,,
347,6404,7784,0.13,2223688,0.006446105428040028,0.00023328959999999998,1.7452623844146729,277448,0.5161302089691162,11.512574195861816,,,
347,6407,7788,0.13,2224720,0.006556314881891012,0.00023325863999999999,1.1983872652053833,277577,0.22885799407958984,11.538087844848633,,,
347,6409,7792,0.12,2225432,0.006620639469474554,0.00023323727999999998,1.9920783042907715,277666,0.17760570347309113,11.767682075500488,,,
347,6413,7796,0.12,2227072,0.006735862232744694,0.00023318807999999998,1.6223915815353394,277871,0.4246223270893097,12.980628967285156,,,
347,6415,7800,0.12,2227872,0.0067895338870584965,0.00023316407999999998,-3.1828489303588867,277971,12.209240913391113,9.487893104553223,,,
,,,,2228224,0.006777872797101736,0.00023315351999999995,4.329748630523682,278015,1.1062462329864502,11.869869232177734,-192.29605777828897,308.0625,0.0
347,6422,7804,0.13,2229336,0.00675239460542798,0.00023312016,3.3863511085510254,278154,0.2110416293144226,11.27400016784668,,,
347,6425,7808,0.14,2230592,0.0069259582087397575,0.00023308248,0.4600500464439392,278311,0.14163535833358765,11.713790893554688,,,
347,6426,7812,0.14,2231000,0.006905436981469393,0.00023307023999999995,-3.8596062660217285,278362,0.2776746451854706,11.749198913574219,,,
347,6432,7816,0.14,2233264,0.00698144780471921,0.00023300231999999997,-0.7249975800514221,278645,0.3674073815345764,11.10143756866455,,,
347,6434,7820,0.14,2234048,0.006909043528139591,0.0002329788,-2.181248903274536,278743,0.39329656958580017,10.09711742401123,,,
347,6438,7824,0.15,2235712,0.006613833364099264,0.00023292887999999996,-0.896558403968811,278951,0.5547194480895996,10.028840065002441,,,
,,,,2236416,0.006641929037868977,0.00023290776,-2.0881292819976807,279039,1.17513906955719,11.425350189208984,-184.11032858636804,295.65625,0.09375
347,6445,7828,0.14,2236960,0.0066723907366395,0.00023289144,2.328066349029541,279107,0.5290837287902832,10.603015899658203,,,
347,6446,7832,0.13,2237424,0.006695229094475508,0.00023287752,0.37705695629119873,279165,0.2478150874376297,10.121073722839355,,,
347,6452,7836,0.13,2239680,0.006451668217778206,0.00023280983999999998,-4.172104358673096,279447,0.26857173442840576,10.525975227355957,,,
347,6453,7840,0.13,2240208,0.006351181771606207,0.00023279399999999998,-2.2699437141418457,279513,0.2943184971809387,10.864663124084473,,,
347,6458,7844,0.13,2242168,0.0063770911656320095,0.0002327352,-1.6012002229690552,279758,0.23867005109786987,11.45010757446289,,,
347,6461,7848,0.12,2243368,0.0063469368033111095,0.0002326992,2.019792318344116,279908,0.19692350924015045,10.688077926635742,,,
,,,,2244608,0.006499650422483683,0.000232662,0.7566381096839905,280063,0.629784345626831,11.550407409667969,-187.83308325664095,312.25,0.0625
347,6468,7852,0.12,2244816,0.006483266595751047,0.00023265575999999996,-2.4870474338531494,280089,0.3100503087043762,11.643569946289062,,,
347,6470,7856,0.12,2245520,0.006461862940341234,0.00023263463999999997,1.4629400968551636,280177,0.49496006965637207,10.227365493774414,,,
347,6473,7860,0.13,2246720,0.006508392281830311,0.00023259864,-0.17067274451255798,280327,0.3804205656051636,10.775331497192383,,,
347,6476,7864,0.13,2248064,0.006630290765315294,0.00023255831999999997,-0.16306698322296143,280495,0.11096737533807755,10.294942855834961,,,
347,6480,7868,0.12,2249472,0.00678233103826642,0.00023251607999999997,3.688167095184326,280671,0.27307960391044617,11.746939659118652,,,
347,6483,7872,0.12,2250688,0.0067175086587667465,0.00023247959999999997,-2.6246888637542725,280823,0.16132459044456482,10.464887619018555,,,
347,6486,7876,0.1,2252040,0.006420555058866739,0.00023243904,-0.6073288917541504,280992,0.47365280985832214,10.79184341430664,,,
,,,,2252800,0.0064533669501543045,0.00023241623999999998,-1.2601852416992188,281087,0.196120485663414,11.16299819946289,-152.14588198856262,284.03125,0.21875
347,6491,7880,0.1,2252816,0.006453825626522303,0.00023241576,-1.3727234601974487,281089,8.769287109375,10.534719467163086,,,
347,6497,7884,0.1,2254928,0.006804325617849827,0.00023235239999999996,0.31354713439941406,281353,0.25429245829582214,11.605535507202148,,,
347,6499,7888,0.09,2255856,0.006852998863905668,0.00023232455999999996,-0.5568426847457886,281469,108.11897277832031,11.04463005065918,,,
347,6502,7892,0.09,2256904,0.006801815237849951,0.00023229312,1.479050874710083,281600,0.17158560454845428,11.369646072387695,,,
347,6504,7896,0.08,2257696,0.006893405690789223,0.00023226935999999998,-0.1115005612373352,281699,2.0955867767333984,11.288469314575195,,,
347,6506,7900,0.1,2258720,0.007165007293224335,0.00023223863999999997,3.811192274093628,281827,0.48061347007751465,10.333301544189453,,,
347,6510,7904,0.1,2260312,0.007495279889553785,0.00023219088,3.2541580200195312,282026,0.3377520442008972,10.021209716796875,,,
,,,,2260992,0.007604322861880064,0.00023217047999999997,1.7200068235397339,282111,0.14303019642829895,10.663026809692383,-176.36247219111385,266.3125,0.09375
346,6516,7908,0.09,2261016,0.007605454418808222,0.00023216975999999998,1.4528274536132812,282114,0.5549233555793762,10.877395629882812,,,
347,6519,7912,0.08,2262528,0.007607463747262955,0.00023212439999999998,0.13974475860595703,282303,2.329929828643799,11.032668113708496,,,
347,6520,7916,0.09,2262728,0.007585158105939627,0.00023211839999999996,-3.4032182693481445,282328,4.003449440002441,11.421390533447266,,,
347,6521,7920,0.09,2263128,0.0075286682695150375,0.00023210639999999996,1.4768930673599243,282378,0.2742995023727417,11.322612762451172,,,
347,6522,7924,0.07,2263728,0.007564093917608261,0.00023208839999999998,3.3140084743499756,282453,0.7192000150680542,12.3399658203125,,,
347,6523,7928,0.07,2264224,0.007571693509817123,0.00023207351999999997,-0.8273839950561523,282515,2.7210235595703125,11.268356323242188,,,
347,6529,7932,0.07,2266392,0.007548496592789888,0.00023200847999999997,-0.9038233757019043,282786,0.28495460748672485,12.120038986206055,,,
347,6531,7936,0.07,2267416,0.007529375609010458,0.00023197776,-3.571723461151123,282914,0.33493003249168396,10.544565200805664,,,
347,6533,7940,0.07,2268304,0.007651392836123705,0.00023195112,-0.22441601753234863,283025,0.5555179119110107,11.856409072875977,,,
,,,,2269184,0.0074434829875826836,0.00023192472,-3.1434125900268555,283135,0.5904995203018188,10.072964668273926,-180.8280764937802,271.0,0.0625
347,6542,7944,0.06,2270336,0.007208690047264099,0.00023189015999999996,-2.9320695400238037,283279,0.29722580313682556,11.281742095947266,,,
347,6544,7948,0.06,2271136,0.007091115694493055,0.00023186616,-0.826612651348114,283379,0.4606161117553711,11.15584945678711,,,
347,6547,7952,0.07,2272688,0.00695689907297492,0.00023181959999999999,-0.8394591808319092,283573,0.2318814992904663,10.337850570678711,,,
347,6551,7956,0.08,2274000,0.006734378170222044,0.00023178023999999997,-1.0851020812988281,283737,0.3221035599708557,10.985147476196289,,,
347,6553,7960,0.08,2275104,0.006807103753089905,0.00023174711999999998,1.5389137268066406,283875,0.2054712474346161,10.642521858215332,,,
347,6555,7964,0.08,2275896,0.006867880001664162,0.00023172335999999997,4.203130722045898,283974,72.61199951171875,11.176604270935059,,,
347,6559,7968,0.09,2277192,0.006948097608983517,0.00023168448,-0.14602351188659668,284136,0.6988252401351929,11.635868072509766,,,
,,,,2277376,0.006943977437913418,0.00023167895999999999,0.6562142372131348,284159,56.46757507324219,10.89265251159668,-160.65836563889954,317.09375,0.1875
347,6567,7972,0.09,2278912,0.007049489300698042,0.00023163288,-2.168044090270996,284351,0.44186264276504517,11.210047721862793,,,
347,6569,7976,0.09,2280016,0.007229264825582504,0.00023159975999999997,3.8471035957336426,284489,0.2436489760875702,11.157392501831055,,,
347,6574,7980,0.09,2281688,0.007414806634187698,0.00023154959999999996,-0.5096614360809326,284698,0.15662004053592682,10.399476051330566,,,
347,6577,7984,0.09,2283056,0.007532560266554356,0.00023150856,-0.05922210216522217,284869,1.3069849014282227,11.259086608886719,,,
347,6579,7988,0.09,2283912,0.007573456037789583,0.00023148287999999998,1.210507869720459,284976,0.2564053535461426,11.278911590576172,,,
,,,,2285568,0.007789630442857742,0.00023143319999999998,4.253174304962158,285183,0.25222787261009216,10.839797973632812,-214.3501834751834,241.4375,0.0625
346,6587,7992,0.1,2285776,0.0078048259019851685,0.00023142695999999998,-1.7423393726348877,285209,0.1490696519613266,10.19986343383789,,,
347,6590,7996,0.1,2286848,0.0077893370762467384,0.00023139479999999998,-0.992662787437439,285343,0.2457399070262909,12.756046295166016,,,
347,6591,8000,0.08,2287256,0.007736580912023783,0.00023138256,-0.8354834914207458,285394,0.4118505120277405,11.449524879455566,,,
347,6596,8004,0.07,2289464,0.007424546405673027,0.00023131632,-1.489450216293335,285670,0.8501529693603516,10.296287536621094,,,
347,6598,8008,0.07,2290288,0.0073094116523861885,0.00023129159999999997,2.430769920349121,285773,0.19866807758808136,10.07197093963623,,,
347,6600,8012,0.09,2291288,0.0073731327429413795,0.00023126159999999998,0.25132226943969727,285898,0.3813486099243164,10.813423156738281,,,
347,6604,8016,0.08,2292696,0.007147607393562794,0.00023121935999999995,-2.961528778076172,286074,0.35446906089782715,11.830265045166016,,,
347,6606,8020,0.09,2293608,0.0070067537017166615,0.00023119199999999996,-3.0272958278656006,286188,0.14688724279403687,10.837743759155273,,,
,,,,2293760,0.006971311755478382,0.00023118743999999997,-2.8108081817626953,286207,0.5202785730361938,10.71169662475586,-195.2981420204119,263.96875,0.0625
346,6612,8024,0.09,2294504,0.006776502355933189,0.00023116511999999998,-3.385556221008301,286300,0.1718958020210266,10.589323043823242,,,
347,6615,8028,0.09,2295456,0.006623304449021816,0.00023113656,0.7430582046508789,286419,0.7051814794540405,10.722869873046875,,,
347,6617,8032,0.09,2296536,0.006533243227750063,0.00023110415999999997,-0.8794870376586914,286554,0.13609957695007324,10.909479141235352,,,
347,6621,8036,0.1,2297960,0.006581165827810764,0.00023106144,0.4750898480415344,286732,0.12428036332130432,10.958003997802734,,,
347,6625,8040,0.1,2299616,0.006700892001390457,0.00023101176,-1.3821721076965332,286939,0.12026926130056381,11.855911254882812,,,
347,6628,8044,0.1,2300888,0.0066748312674462795,0.0002309736,-0.7279829978942871,287098,0.1750970184803009,11.217464447021484,,,
347,6630,8048,0.1,2301840,0.006706463638693094,0.00023094503999999998,1.707912564277649,287217,0.14051631093025208,12.27929973602295,,,
,,,,2301952,0.006706853862851858,0.00023094167999999996,0.369553804397583,287231,0.21958529949188232,10.170101165771484,-190.5243856065381,301.28125,0.03125
346,6636,8052,0.1,2302464,0.0067565725184977055,0.00023092632,0.23450589179992676,287295,0.790033221244812,10.89650821685791,,,
346,6640,8056,0.1,2304080,0.006685228087007999,0.00023087783999999997,-0.05458393692970276,287497,0.40405574440956116,10.194953918457031,,,
347,6643,8060,0.09,2305312,0.0065313708037137985,0.00023084087999999999,-3.4202136993408203,287651,0.1786274015903473,11.64024543762207,,,
347,6645,8064,0.09,2306312,0.006353374570608139,0.00023081087999999997,1.1991864442825317,287776,0.21361804008483887,12.523271560668945,,,
347,6648,8068,0.08,2307392,0.006213740445673466,0.00023077847999999998,0.5278109312057495,287911,0.1283949315547943,11.332247734069824,,,
347,6651,8072,0.08,2308792,0.006239390000700951,0.00023073647999999997,-0.5612882971763611,288086,0.23937508463859558,11.580368041992188,,,
347,6654,8076,0.09,2309896,0.006126650609076023,0.00023070336,-0.7600177526473999,288224,0.572765052318573,12.394495010375977,,,
,,,,2310144,0.006100737024098635,0.00023069591999999996,-0.30429911613464355,288255,0.2076728641986847,10.487797737121582,-185.99787196286522,283.21875,0.0625
346,6662,8080,0.09,2311752,0.006363324820995331,0.00023064767999999997,-1.0133254528045654,288456,7.629019737243652,10.41999340057373,,,
346,6663,8084,0.09,2312112,0.006335235200822353,0.00023063687999999997,-4.844578742980957,288501,0.6208438873291016,11.533071517944336,,,
347,6666,8088,0.09,2313440,0.00617025513201952,0.00023059703999999998,2.659545421600342,288667,0.24488434195518494,11.111084938049316,,,
347,6669,8092,0.1,2314504,0.006066611036658287,0.00023056511999999997,-3.684189796447754,288800,0.30111515522003174,10.550642967224121,,,
347,6671,8096,0.1,2315496,0.006050164345651865,0.00023053535999999997,9.279054641723633,288924,0.6932717561721802,12.048284530639648,,,
347,6673,8100,0.1,2316280,0.006290803197771311,0.00023051183999999998,4.029616355895996,289022,0.5916224122047424,10.767354011535645,,,
347,6675,8104,0.12,2317152,0.006408225744962692,0.00023048568,6.067419052124023,289131,1.593650460243225,12.031871795654297,,,
,,,,2318336,0.0064877779223024845,0.00023045015999999997,2.4381988048553467,289279,0.24122300744056702,10.96684455871582,-197.69889715303697,331.96875,0.03125
346,6683,8108,0.13,2318664,0.006542358081787825,0.00023044032,0.5698197484016418,289320,0.1382531225681305,11.278216361999512,,,
346,6685,8112,0.12,2319408,0.0065564680844545364,0.00023041799999999997,5.292357444763184,289413,0.2563455104827881,11.88011360168457,,,
346,6690,8116,0.12,2321568,0.006328574847429991,0.00023035319999999997,-2.3242390155792236,289683,0.1991722732782364,10.258766174316406,,,
346,6691,8120,0.11,2322064,0.0062919012270867825,0.00023033831999999998,0.16349798440933228,289745,0.29942786693573,11.260671615600586,,,
347,6693,8124,0.11,2322664,0.00642386544495821,0.00023032032,7.789329528808594,289820,0.14806272089481354,11.068100929260254,,,
347,6697,8128,0.11,2324544,0.0066990964114665985,0.00023026391999999996,1.1594294309616089,290055,0.36944615840911865,11.671184539794922,,,
347,6700,8132,0.11,2325680,0.006636018864810467,0.00023022983999999999,-0.5095655918121338,290197,0.20695024728775024,11.391031265258789,,,
,,,,2326528,0.006591872312128544,0.0002302044,1.732811689376831,290303,0.5532087683677673,10.811647415161133,-203.55528344890055,305.03125,0.03125
346,6708,8136,0.1,2327480,0.006777692120522261,0.00023017584,0.7798377871513367,290422,0.2645612955093384,11.012794494628906,,,
346,6709,8140,0.1,2327936,0.006788517348468304,0.00023016215999999997,-1.9170308113098145,290479,1.9005460739135742,11.889214515686035,,,
346,6713,8144,0.1,2329568,0.006838045548647642,0.00023011319999999998,-2.239767074584961,290683,0.12806788086891174,10.368230819702148,,,
347,6716,8148,0.1,2330672,0.006761848460882902,0.00023008007999999997,0.08653809875249863,290821,0.33937808871269226,12.552947998046875,,,
347,6721,8152,0.08,2332760,0.006658415775746107,0.00023001743999999998,-1.4757906198501587,291082,0.5040764808654785,11.687065124511719,,,
347,6723,8156,0.08,2333672,0.006630531046539545,0.00022999008,-1.161550521850586,291196,0.29145750403404236,11.72162914276123,,,
347,6725,8160,0.09,2334344,0.006688655819743872,0.00022996991999999996,0.14314702153205872,291280,0.21435438096523285,10.885271072387695,,,
,,,,2334720,0.006693948991596699,0.00022995864,0.19568771123886108,291327,0.14866669476032257,11.042989730834961,-204.7957632442583,272.03125,0.0625
346,6733,8164,0.09,2336032,0.0065664141438901424,0.00022991927999999997,-1.8312816619873047,291491,0.15709327161312103,10.480361938476562,,,
346,6736,8168,0.09,2337536,0.006616236642003059,0.00022987415999999999,-1.6369044780731201,291679,0.5420361757278442,10.996828079223633,,,
346,6739,8172,0.09,2338512,0.006526411045342684,0.00022984487999999997,-4.610978126525879,291801,0.6397672891616821,11.789056777954102,,,
347,6740,8176,0.08,2339144,0.006365455221384764,0.00022982592,-3.5922718048095703,291880,0.36100661754608154,10.381929397583008,,,
347,6744,8180,0.09,2340568,0.006585611030459404,0.00022978319999999997,2.725900650024414,292058,0.38521167635917664,12.080318450927734,,,
347,6748,8184,0.09,2342008,0.00659983279183507,0.00022973999999999998,-1.2008380889892578,292238,0.24860656261444092,11.187784194946289,,,
,,,,2342912,0.006802746094763279,0.00022971287999999998,4.002439498901367,292351,0.3268410265445709,10.486970901489258,-192.77415297126555,297.4375,0.0625
346,6755,8188,0.1,2343536,0.006993796210736036,0.00022969415999999997,4.435766220092773,292429,13.72374153137207,11.557406425476074,,,
346,6757,8192,0.09,2344584,0.007101727183908224,0.00022966271999999997,1.6497753858566284,292560,0.14006170630455017,10.66526985168457,,,
346,6760,8196,0.09,2345624,0.007055566180497408,0.00022963151999999998,-1.9809367656707764,292690,0.23799210786819458,11.639721870422363,,,
346,6762,8200,0.09,2346496,0.006940359249711037,0.00022960536,0.8877005577087402,292799,0.17495328187942505,11.407760620117188,,,
347,6765,8204,0.08,2347696,0.006901545450091362,0.00022956935999999997,-1.4357850551605225,292949,0.29300928115844727,11.304018020629883,,,
347,6767,8208,0.08,2348392,0.006988098844885826,0.00022954847999999997,-1.7591638565063477,293036,72.76719665527344,10.50914192199707,,,
347,6770,8212,0.08,2349736,0.007113249972462654,0.00022950816,-1.5477272272109985,293204,0.19808080792427063,11.081235885620117,,,
,,,,2351104,0.006961960345506668,0.00022946711999999997,-1.3745476007461548,293375,0.1309310644865036,10.60330867767334,-182.61231573144693,287.375,0.03125
346,6778,8216,0.08,2351272,0.006942881271243095,0.00022946208,0.564253032207489,293396,0.1833498179912567,11.999407768249512,,,
346,6778,8220,0.08,2351536,0.0069153583608567715,0.00022945415999999996,-1.3505582809448242,293429,0.7050122022628784,11.801279067993164,,,
346,6783,8224,0.09,2353600,0.00675735529512167,0.00022939224,1.851800560951233,293687,0.5169142484664917,11.765848159790039,,,
346,6786,8228,0.09,2354688,0.0068371291272342205,0.00022935959999999999,0.0396994948387146,293823,0.27727463841438293,11.300539016723633,,,
346,6790,8232,0.11,2356120,0.006959869060665369,0.00022931663999999996,-1.5815575122833252,294002,0.6875513792037964,11.885981559753418,,,
347,6793,8236,0.11,2357544,0.00697788642719388,0.00022927391999999998,5.203942775726318,294180,0.17710866034030914,11.046375274658203,,,
347,6796,8240,0.12,2358736,0.007211943157017231,0.00022923815999999997,1.7053624391555786,294329,0.23618382215499878,11.355281829833984,,,
,,,,2359296,0.007167706731706858,0.00022922136,0.6121814250946045,294399,0.6776517629623413,11.120970726013184,-189.02215004448516,230.3125,0.09375
346,6801,8244,0.12,2359296,,,,,,,,,
346,6805,8248,0.14,2361128,0.007497231941670179,0.0002291664,-1.906420111656189,294628,0.7476068735122681,9.69450569152832,,,
346,6807,8252,0.15,2361632,0.007472669705748558,0.00022915128,-3.2254812717437744,294691,0.23035778105258942,11.008957862854004,,,
346,6810,8256,0.15,2362728,0.007224358152598143,0.00022911839999999997,-0.8286951780319214,294828,0.3103753328323364,10.462068557739258,,,
346,6811,8260,0.14,2363448,0.007315607741475105,0.00022909679999999998,-2.3328518867492676,294918,0.19753941893577576,11.386741638183594,,,
346,6815,8264,0.15,2364816,0.007157955784350634,0.00022905575999999995,-0.7653611302375793,295089,0.2962256669998169,11.506805419921875,,,
347,6817,8268,0.15,2365672,0.007073220331221819,0.00022903007999999997,-0.37290769815444946,295196,0.16322386264801025,11.167834281921387,,,
347,6818,8272,0.15,2366376,0.007059961091727018,0.00022900895999999999,-1.2293806076049805,295284,0.6082174777984619,11.14245319366455,,,
347,6821,8276,0.15,2367472,0.007132419850677252,0.00022897607999999996,-1.4005017280578613,295421,0.18221262097358704,11.757980346679688,,,
,,,,2367488,0.007131294347345829,0.00022897559999999998,1.0501846075057983,295423,0.2532987594604492,11.746322631835938,-185.50017015099328,262.0,0.09375
346,6829,8280,0.15,2369000,0.00746060349047184,0.00022893023999999998,0.15860259532928467,295612,0.1345641016960144,11.353225708007812,,,
346,6832,8284,0.15,2370240,0.007330336607992649,0.00022889303999999998,1.0746150016784668,295767,0.6865876913070679,11.103127479553223,,,
346,6834,8288,0.14,2371112,0.007385075092315674,0.00022886688,2.557154655456543,295876,0.1871538758277893,10.649662017822266,,,
346,6839,8292,0.13,2372904,0.007289613597095013,0.00022881311999999997,-1.181887149810791,296100,0.8541855216026306,11.815443992614746,,,
346,6842,8296,0.13,2374192,0.0071753705851733685,0.00022877447999999998,-0.4997946619987488,296261,0.31772512197494507,10.133951187133789,,,
347,6844,8300,0.13,2375096,0.00712165329605341,0.00022874735999999998,-0.9329164028167725,296374,0.18213395774364471,10.776690483093262,,,
,,,,2375680,0.007104233372956514,0.00022872983999999998,0.840470016002655,296447,0.12491050362586975,11.89565658569336,-195.8100399662434,225.75,0.0
346,6850,8304,0.13,2376176,0.007114159408956766,0.00022871496,-0.6267421245574951,296509,0.3264164924621582,11.447821617126465,,,
346,6855,8308,0.12,2378200,0.007065972778946161,0.00022865423999999997,-2.454376220703125,296762,0.43959856033325195,10.736187934875488,,,
346,6857,8312,0.12,2378784,0.007021486759185791,0.00022863671999999997,-0.7055608630180359,296835,0.1704036295413971,10.923148155212402,,,
346,6859,8316,0.14,2379816,0.0070525119081139565,0.00022860575999999997,-0.06333434581756592,296964,0.15311208367347717,10.805736541748047,,,
346,6863,8320,0.14,2381480,0.007132395636290312,0.00022855583999999997,5.78900671005249,297172,0.24802681803703308,10.383058547973633,,,
346,6867,8324,0.13,2382952,0.007373224478214979,0.00022851167999999997,3.527902603149414,297356,2.017733335494995,10.784114837646484,,,
,,,,2383872,0.007538320496678352,0.00022848407999999997,-2.5103917121887207,297471,0.17031621932983398,10.896156311035156,-200.79484836034277,292.125,0.03125
346,6873,8328,0.13,2384152,0.0074864900670945644,0.00022847567999999998,-1.7604950666427612,297506,0.27546823024749756,11.021681785583496,,,
346,6877,8332,0.13,2385504,0.007370893843472004,0.00022843511999999996,0.02300715446472168,297675,0.27157673239707947,12.24472427368164,,,
346,6878,8336,0.13,2386144,0.007502850145101547,0.00022841592,4.584104537963867,297755,0.47863835096359253,10.507606506347656,,,
346,6881,8340,0.12,2387336,0.007932793349027634,0.00022838016,0.45214056968688965,297904,0.20207178592681885,11.478191375732422,,,
346,6885,8344,0.12,2388968,0.008014305494725704,0.00022833119999999998,3.322993516921997,298108,0.3847077786922455,12.468127250671387,,,
346,6886,8348,0.1,2389496,0.008090908639132977,0.00022831535999999998,1.859298825263977,298174,1.0358269214630127,11.298440933227539,,,
346,6891,8352,0.09,2391192,0.00804108940064907,0.00022826448,2.2704524993896484,298386,0.18695101141929626,11.485624313354492,,,
,,,,2392064,0.008010610938072205,0.00022823832,-4.449151992797852,298495,0.22380200028419495,10.960197448730469,-202.58988667766022,302.375,0.03125
346,6898,8356,0.08,2392568,0.007936364971101284,0.00022822319999999996,-1.1444292068481445,298558,0.367783784866333,10.756853103637695,,,
346,6901,8360,0.08,2393720,0.007714139763265848,0.00022818863999999998,-4.443629741668701,298702,0.16032549738883972,10.526673316955566,,,
346,6905,8364,0.07,2395624,0.007505301386117935,0.00022813151999999997,0.44164884090423584,298940,0.19402223825454712,10.775500297546387,,,
346,6908,8368,0.07,2396648,0.007551754359155893,0.0002281008,4.084272861480713,299068,0.5276559591293335,12.044449806213379,,,
346,6909,8372,0.08,2396864,0.007555810268968344,0.00022809431999999997,-3.892226219177246,299095,0.37191879749298096,10.203510284423828,,,
346,6913,8376,0.09,2398808,0.007311168592423201,0.00022803599999999998,-1.8182694911956787,299338,0.5608538389205933,10.651636123657227,,,
346,6916,8380,0.08,2400056,0.00731402775272727,0.00022799855999999997,1.2406493425369263,299494,0.6007120013237,10.783744812011719,,,
,,,,2400256,0.007324148900806904,0.00022799255999999998,1.5861791372299194,299519,1.5087083578109741,10.570852279663086,-195.0584435840868,274.125,0.125
346,6924,8384,0.09,2401488,0.007383314892649651,0.00022795559999999997,0.6163198947906494,299673,0.17321226000785828,9.947412490844727,,,
346,6928,8388,0.09,2403152,0.007397311273962259,0.00022790567999999997,-0.8394816517829895,299881,0.1826806664466858,11.384820938110352,,,
346,6928,8392,0.1,2403440,0.007360511925071478,0.00022789704,-2.259192943572998,299917,0.1602926105260849,10.584346771240234,,,
346,6933,8396,0.13,2405232,0.00743621401488781,0.00022784327999999997,1.833409070968628,300141,0.15562792122364044,11.109943389892578,,,
346,6936,8400,0.13,2406632,0.007503018248826265,0.00022780128,-2.462674379348755,300316,0.7928767204284668,10.976419448852539,,,
346,6939,8404,0.12,2407944,0.007315349765121937,0.00022776192,-0.4696645736694336,300480,0.2850731611251831,12.653112411499023,,,
,,,,2408448,0.007355027832090855,0.00022774679999999997,3.234189748764038,300543,0.26243680715560913,11.603099822998047,-165.60079747500131,348.125,0.0625
346,6947,8408,0.12,2409504,0.007459511514753103,0.00022771511999999998,3.3668854236602783,300675,2.2984843254089355,10.614020347595215,,,
346,6950,8412,0.12,2410520,0.007818134501576424,0.00022768463999999996,2.190924644470215,300802,0.13361969590187073,10.986698150634766,,,
346,6952,8416,0.11,2411496,0.007866088300943375,0.00022765536,-0.22072076797485352,300924,0.2270238697528839,11.449599266052246,,,
346,6954,8420,0.1,2412208,0.007750692777335644,0.000227634,-2.4466710090637207,301013,0.293978214263916,11.496959686279297,,,
346,6958,8424,0.1,2413792,0.007606792729347944,0.00022758647999999998,-0.8520703315734863,301211,0.21245862543582916,10.61828327178955,,,
346,6960,8428,0.1,2414720,0.007498075719922781,0.00022755863999999998,-1.8327667713165283,301327,0.4600757658481598,11.123991012573242,,,
346,6962,8432,0.08,2415400,0.007418757304549217,0.00022753823999999996,-0.3826037645339966,301412,0.2512846887111664,12.83558464050293,,,
,,,,2416640,0.007336795795708895,0.00022750104,2.3160085678100586,301567,71.1356201171875,13.053705215454102,-175.63704126304788,317.34375,0.1875
346,6969,8436,0.08,2416968,0.007336550857871771,0.00022749119999999998,-1.5565319061279297,301608,0.15559494495391846,11.189920425415039,,,
346,6973,8440,0.08,2418280,0.007118288893252611,0.00022745183999999997,-2.3713417053222656,301772,0.3042798638343811,11.118231773376465,,,
346,6977,8444,0.08,2419928,0.006879889406263828,0.00022740239999999998,-2.968944549560547,301978,21.779800415039062,9.839487075805664,,,
346,6980,8448,0.08,2421104,0.0066386680118739605,0.00022736711999999997,2.081178903579712,302125,0.14306557178497314,10.681783676147461,,,
346,6982,8452,0.08,2422208,0.006667394191026688,0.000227334,0.33965301513671875,302263,0.1882995218038559,12.357839584350586,,,
346,6984,8456,0.1,2422896,0.006753174122422934,0.00022731335999999998,4.20157527923584,302349,0.16924628615379333,11.603347778320312,,,
346,6986,8460,0.11,2423504,0.006934467237442732,0.00022729511999999995,1.9890204668045044,302425,0.22680187225341797,11.724964141845703,,,
346,6988,8464,0.11,2424584,0.007154792081564665,0.00022726271999999996,5.080379009246826,302560,0.19845731556415558,11.194690704345703,,,
,,,,2424832,0.007216752041131258,0.00022725527999999998,1.8167839050292969,302591,0.147610604763031,12.331243515014648,-195.47139112236192,246.9375,0.0625
346,6996,8468,0.11,2426544,0.007520168554037809,0.00022720391999999997,2.6820034980773926,302805,0.48511072993278503,10.92203140258789,,,
346,6999,8472,0.1,2427576,0.007552946452051401,0.00022717295999999997,-0.774178147315979,302934,0.14095383882522583,10.51335620880127,,,
346,7001,8476,0.09,2428464,0.007532758172601461,0.00022714631999999998,-1.9005948305130005,303045,0.6418576240539551,13.066072463989258,,,
346,7004,8480,0.1,2429920,0.007421976886689663,0.00022710263999999999,-0.8443906903266907,303227,0.18515075743198395,10.758787155151367,,,
346,7008,8484,0.09,2431280,0.007200857624411583,0.00022706183999999998,-2.556324005126953,303397,0.3001393675804138,11.141433715820312,,,
346,7010,8488,0.09,2432120,0.007045419421046972,0.00022703664,-1.684849500656128,303502,0.482381135225296,12.26789665222168,,,
,,,,2433024,0.007002559024840593,0.00022700951999999998,-1.280082106590271,303615,0.6973692774772644,11.172014236450195,-182.5357125224877,247.625,0.15625
346,7016,8492,0.09,2433112,0.006988675333559513,0.00022700687999999998,-2.5370311737060547,303626,0.18067628145217896,11.951226234436035,,,
346,7019,8496,0.06,2434472,0.006962819956243038,0.00022696607999999997,-0.8090485334396362,303796,0.16330493986606598,10.91679573059082,,,
346,7021,8500,0.06,2435312,0.00705685093998909,0.00022694087999999997,3.1074862480163574,303901,0.4664780795574188,11.423526763916016,,,
