bc/loss,bc/epoch,bc/l2_loss,bc/samples_so_far,bc/entropy,bc/l2_norm,bc/ent_loss,batch_size,bc/prob_true_act,bc/neglogp,bc/batch
-13.44162079668298,55,0.0,153604096,-13.029499053955078,30806.482421875,0.013029499910771847,4096,3721441.5207640887,-13.454650296593751,37500
-13.517994005847152,56,0.0,155652096,-13.005437850952148,31071.544921875,0.013005438260734081,4096,3474306.9626166634,-13.530999444107886,38000
-13.543664785347405,56,0.0,157700096,-13.022909164428711,31368.388671875,0.013022909872233868,4096,3797076.6416378273,-13.556687695219638,38500
-13.162935670595568,57,0.0,159748096,-13.076615333557129,31637.630859375,0.013076615519821644,4096,3248129.5829649223,-13.17601228611539,39000
-13.472410165047096,58,0.0,161796096,-13.041054725646973,31899.4609375,0.013041055761277676,4096,3760697.690807924,-13.485451220808374,39500
-12.36100900655162,58,0.0,163844096,-13.04861831665039,32154.5390625,0.013048619031906128,4096,1939736.9331206805,-12.374057625583527,40000
-13.131407948244924,59,0.0,165892096,-13.095113754272461,32430.994140625,0.013095114380121231,4096,3011410.808923091,-13.144503062625045,40500
-13.356855580006311,60,0.0,167940096,-13.049633026123047,32652.640625,0.013049633242189884,4096,3304608.0886722337,-13.3699052132485,41000
-12.976998242621576,61,0.0,169988096,-13.106705665588379,32928.11328125,0.01310670655220747,4096,2671701.0320278583,-12.990104949173784,41500
-13.17664153828727,61,0.0,172036096,-13.094545364379883,33158.7265625,0.013094546273350716,4096,3569820.3186080204,-13.189736084560622,42000
-13.309506364836931,62,0.0,174084096,-13.061477661132812,33383.01953125,0.013061478734016418,4096,3552543.838518589,-13.322567843570948,42500
-13.53411989304823,63,0.0,176132096,-13.095006942749023,33576.39453125,0.01309500727802515,4096,4437015.307352856,-13.547214900326255,43000
-13.29643931711673,64,0.0,178180096,-13.145899772644043,33837.98046875,0.013145900331437588,4096,3507583.2752219914,-13.309585217448168,43500
-13.348880013951977,64,0.0,180228096,-13.155773162841797,34057.96875,0.013155774213373661,4096,2997576.6574900253,-13.36203578816535,44000
-13.038593139447306,65,0.0,182276096,-13.076169967651367,34236.23828125,0.013076170347630978,4096,3998130.722178345,-13.051669309794937,44500
-13.59391262147642,66,0.0,184324096,-13.1123628616333,34462.24609375,0.013112363405525684,4096,4087181.1956320237,-13.607024984881946,45000
-13.38710773590804,67,0.0,186372096,-13.08253002166748,34679.5703125,0.013082530349493027,4096,3764753.836150451,-13.400190266257534,45500
-13.409240505790574,67,0.0,188420096,-13.148580551147461,34877.16796875,0.013148581609129906,4096,3772347.5177337,-13.422389087399704,46000
-13.081478532191122,68,0.0,190468096,-13.116483688354492,35076.65625,0.013116484507918358,4096,3318490.5524451183,-13.09459501669904,46500
-13.445492746824094,69,0.0,192516096,-13.132015228271484,35271.15234375,0.01313201617449522,4096,3753757.375685193,-13.45862476299859,47000
-13.540497027076453,70,0.0,194564096,-13.109109878540039,35433.03125,0.013109110295772552,4096,3918353.6046302803,-13.553606137372226,47500
-13.362581089938383,70,0.0,196612096,-13.127038955688477,35622.8359375,0.013127039186656475,4096,3049769.656846544,-13.375708129125039,48000
-13.385305040704917,71,0.0,198660096,-13.157249450683594,35798.01171875,0.013157250359654427,4096,3192874.130779719,-13.398462291064572,48500
-13.505474914223068,72,0.0,200708096,-13.117799758911133,35995.60546875,0.01311780046671629,4096,3207917.6794012655,-13.518592714689785,49000
-13.138615294834974,73,0.0,202756096,-13.128608703613281,36160.515625,0.013128609396517277,4096,3060290.6282905256,-13.151743904231491,49500
-13.527843038890783,73,0.0,204804096,-13.06254768371582,36319.09375,0.013062547892332077,4096,4145504.6999311843,-13.540905586783115,50000
-13.550327721848149,74,0.0,206852096,-13.151022911071777,36485.6171875,0.013151023536920547,4096,4173968.112300507,-13.56347874538507,50500
-13.346264414470486,75,0.0,208900096,-13.145246505737305,36654.921875,0.013145247474312782,4096,3555807.7589948084,-13.359409661944799,51000
-13.551134499262687,75,0.0,210948096,-13.163349151611328,36801.5,0.013163349591195583,4096,3999572.0710612414,-13.564297848853883,51500
-13.517940548883177,76,0.0,212996096,-13.085992813110352,36966.1796875,0.013085993006825447,4096,4071233.992088278,-13.531026541890002,52000
-13.204360986555605,77,0.0,215044096,-13.181354522705078,37095.8984375,0.013181354850530624,4096,3395132.2516695387,-13.217542341406135,52500
-13.486489679384245,78,0.0,217092096,-13.176658630371094,37208.5546875,0.013176659122109413,4096,3759350.7234370057,-13.499666338506355,53000
-13.157259855402767,78,0.0,219140096,-13.208844184875488,37346.67578125,0.01320884469896555,4096,2420074.3609334594,-13.170468700101733,53500
-13.029761601387426,79,0.0,221188096,-13.168938636779785,37480.08203125,0.013168939389288425,4096,2906658.678116763,-13.042930540776714,54000
-13.610567374004015,80,0.0,223236096,-13.175920486450195,37590.40625,0.013175921514630318,4096,4066948.5059750993,-13.623743295518645,54500
-13.411844877262226,81,0.0,225284096,-13.19500732421875,37720.40625,0.013195008039474487,4096,3516963.4696710566,-13.4250398853017,55000
-13.601393180600349,81,0.0,227332096,-13.191083908081055,37842.734375,0.013191084377467632,4096,4238748.835337339,-13.614584264977816,55500
-13.539860752611258,82,0.0,229380096,-13.152050018310547,37952.6015625,0.013152050785720348,4096,4099381.4888745756,-13.553012803396978,56000
-13.544844018107796,83,0.0,231428096,-13.169526100158691,38076.734375,0.013169527053833008,4096,3915537.47729512,-13.558013545161629,56500
-12.956865506339637,84,0.0,233476096,-13.068477630615234,38148.296875,0.013068478554487228,4096,1592047.1261145384,-12.969933984894125,57000
-13.685367357277277,84,0.0,235524096,-13.134933471679688,38282.14453125,0.01313493400812149,4096,4092682.730550145,-13.698502291285399,57500
-13.256410546849619,85,0.0,237572096,-13.244998931884766,38437.24609375,0.013244999572634697,4096,2917729.726333943,-13.269655546422253,58000
-13.356811553113968,86,0.0,239620096,-13.110279083251953,38483.54296875,0.01311028003692627,4096,3370674.412276943,-13.369921833150894,58500
-13.472992231922795,87,0.0,241668096,-13.191513061523438,38624.0703125,0.01319151371717453,4096,3301380.260337664,-13.48618374563997,59000
-13.651593802453734,87,0.0,243716096,-13.201204299926758,38719.04296875,0.013201205059885979,4096,3947864.0160845844,-13.66479500751362,59500
-13.285465172631035,88,0.0,245764096,-13.191606521606445,38834.52734375,0.013191606849431992,4096,3609423.5557704163,-13.298656779480467,60000
-11.81514638805221,89,0.0,247812096,-13.253479957580566,38957.80078125,0.013253480195999146,4096,1695771.792284635,-11.828399868248209,60500
-13.467274381259438,89,0.0,249860096,-13.138128280639648,39054.05859375,0.013138128444552422,4096,2983491.778015115,-13.48041250970399,61000
-13.344465682847112,90,0.0,251908096,-13.186124801635742,39164.6875,0.013186125084757805,4096,2925080.190077823,-13.35765180793187,61500
-12.709811738466968,91,0.0,253956096,-13.254056930541992,39284.8828125,0.013254057615995407,4096,2718476.537787498,-12.723065796082963,62000
-13.292486111000994,92,0.0,256004096,-13.29797649383545,39382.3984375,0.013297976925969124,4096,4091278.2255715295,-13.305784087926963,62500
-13.432635977214154,92,0.0,258052096,-13.267274856567383,39502.34375,0.013267275877296925,4096,4591832.655302288,-13.445903253091451,63000
-12.621569492352194,93,0.0,260100096,-13.225409507751465,39577.58984375,0.013225410133600235,4096,1471491.56152659,-12.634794902485794,63500
-13.334843080198873,94,0.0,262148096,-13.247459411621094,39684.140625,0.013247460126876831,4096,3434477.2478077095,-13.34809054032575,64000
-13.442308731067264,95,0.0,264196096,-13.236111640930176,39790.47265625,0.013236111961305141,4096,3190839.533383488,-13.45554484302857,64500
-13.687874380373138,95,0.0,266244096,-13.31502628326416,39882.25390625,0.01331502664834261,4096,4620058.236957544,-13.70118940702148,65000
-13.709030399587654,96,0.0,268292096,-13.25691032409668,39969.01953125,0.013256911188364029,4096,3885809.4742264017,-13.722287310776018,65500
-13.113073120765133,97,0.0,270340096,-13.239250183105469,40080.5,0.013239250518381596,4096,1939700.1428956052,-13.126312371283515,66000
-13.390659664005092,98,0.0,272388096,-13.229619979858398,40166.1953125,0.013229620642960072,4096,3193154.25057038,-13.403889284648052,66500
-12.947118481791875,98,0.0,274436096,-13.271541595458984,40275.49609375,0.013271542266011238,4096,1573547.0435636798,-12.960390024057887,67000
-13.067803879393647,99,0.0,276484096,-13.278810501098633,40388.203125,0.013278811238706112,4096,2899325.6122568045,-13.081082690632353,67500
-13.380726206150939,100,0.0,278532096,-13.257940292358398,40495.74609375,0.013257941231131554,4096,4208398.189448402,-13.39398414738207,68000
-13.666608709343054,101,0.0,280580096,-13.288394927978516,40607.3984375,0.01328839547932148,4096,4170304.661891208,-13.679897104822375,68500
-13.716505224234997,101,0.0,282628096,-13.235462188720703,40697.2109375,0.013235462829470634,4096,4783142.58417858,-13.729740687064467,69000
-13.540388661236534,102,0.0,284676096,-13.284592628479004,40817.1875,0.013284592889249325,4096,4010822.8920577765,-13.553673254125783,69500
-13.236172170705903,103,0.0,286724096,-13.283918380737305,40902.15625,0.013283918611705303,4096,1925654.2444230355,-13.249456089317608,70000
-13.274185909508244,103,0.0,288772096,-13.333439826965332,40997.625,0.013333440758287907,4096,3025963.4791807923,-13.287519350266532,70500
-13.444088471085895,104,0.0,290820096,-13.276412010192871,41091.85546875,0.013276413083076477,4096,3825075.7273956034,-13.457364884168971,71000
-13.844090079293851,105,0.0,292868096,-13.28720760345459,41200.765625,0.013287208043038845,4096,4562284.568156368,-13.85737728733689,71500
-13.691687760830797,106,0.0,294916096,-13.313108444213867,41278.16015625,0.013313109055161476,4096,4259869.898817483,-13.705000869885959,72000
-13.48885973354059,106,0.0,296964096,-13.352499008178711,41404.59375,0.013352499343454838,4096,3533668.188659177,-13.502212232884045,72500
-13.620308856882511,107,0.0,299012096,-13.293737411499023,41492.03125,0.013293738476932049,4096,4841607.550970223,-13.633602595359443,73000
-13.310045451991535,108,0.0,301060096,-13.305607795715332,41584.203125,0.013305608183145523,4096,4183514.6969506084,-13.32335106017468,73500
-13.723930010640263,109,0.0,303108096,-13.289012908935547,41669.74609375,0.013289013877511024,4096,4347704.227089768,-13.737219024517774,74000
-12.968588306875601,109,0.0,305156096,-13.331045150756836,41768.6015625,0.013331045396625996,4096,3650215.120411206,-12.981919352272227,74500
-13.753884932868093,110,0.0,307204096,-13.351957321166992,41859.671875,0.013351958245038986,4096,5140060.6692009475,-13.767236891113132,75000
-13.587434512134466,111,0.0,309252096,-13.312252044677734,41951.71875,0.01331225223839283,4096,4772799.044925364,-13.60074676437286,75500
-13.78063128339398,112,0.0,311300096,-13.343950271606445,42038.9921875,0.013343950733542442,4096,4865412.001007488,-13.793975234127522,76000
-13.773872399162649,112,0.0,313348096,-13.30109977722168,42111.375,0.013301100581884384,4096,4117603.573422393,-13.787173499744533,76500
-13.417753382950988,113,0.0,315396096,-13.338253021240234,42215.375,0.01333825383335352,4096,3487224.14313397,-13.431091636784341,77000
-13.394568090872589,114,0.0,317444096,-13.344552993774414,42301.53515625,0.013344553299248219,4096,2546732.0535450056,-13.407912644171837,77500
-12.822369042816037,115,0.0,319492096,-13.31037712097168,42403.17578125,0.013310377486050129,4096,2099196.69194365,-12.835679420302087,78000
-13.13023620686291,115,0.0,321540096,-13.358194351196289,42499.609375,0.013358195312321186,4096,3734086.960350242,-13.143594402175232,78500
-13.730910325269289,116,0.0,323588096,-13.373620986938477,42599.86328125,0.013373621739447117,4096,4100379.62080227,-13.744283947008736,79000
-13.83569088449051,117,0.0,325636096,-13.346014022827148,42703.5703125,0.01334601454436779,4096,4868932.046760038,-13.849036899034878,79500
-13.54348007530404,117,0.0,327684096,-13.388370513916016,42812.21484375,0.013388371095061302,4096,3743708.2378122723,-13.5568684463991,80000
-13.48837458085855,118,0.0,329732096,-13.335860252380371,42883.7109375,0.013335861265659332,4096,3823528.0181517513,-13.501710442124208,80500
-13.27449227156972,119,0.0,331780096,-13.33145523071289,42955.109375,0.013331456109881401,4096,3704901.1434384426,-13.287823727679601,81000
-13.7065692095414,120,0.0,333828096,-13.3926420211792,43020.7265625,0.013392643071711063,4096,4656129.3761109365,-13.71996185261311,81500
-13.506085765943642,120,0.0,335876096,-13.378299713134766,43110.0546875,0.013378300704061985,4096,4039549.491329595,-13.519464066647704,82000
-13.013033297513772,121,0.0,337924096,-13.407875061035156,43189.09765625,0.013407875783741474,4096,2058786.5899438467,-13.026441173297513,82500
-13.757517211632798,122,0.0,339972096,-13.354394912719727,43260.83984375,0.013354395516216755,4096,5122743.36125493,-13.770871607149015,83000
-13.854488314448242,123,0.0,342020096,-13.303613662719727,43331.63671875,0.013303614221513271,4096,4979879.24264124,-13.867791928669755,83500
-13.72399309550223,123,0.0,344068096,-13.356267929077148,43406.24609375,0.013356268405914307,4096,4512820.867948547,-13.737349363908145,84000
-13.722245056246333,124,0.0,346116096,-13.349058151245117,43492.5859375,0.013349059037864208,4096,4592199.627338481,-13.735594115284197,84500
-13.68678986353079,125,0.0,348164096,-13.376749038696289,43578.01171875,0.01337675005197525,4096,4872433.081787098,-13.700166613582764,85000
-13.117330070490652,126,0.0,350212096,-13.306766510009766,43641.49609375,0.013306766748428345,4096,2557701.4901766563,-13.13063683723908,85500
-13.162362778184502,126,0.0,352260096,-13.358993530273438,43715.31640625,0.013358994387090206,4096,4684071.448304857,-13.175721772571592,86000
-12.608124304424564,127,0.0,354308096,-13.38711929321289,43786.9609375,0.013387120328843594,4096,1807478.6253250153,-12.621511424753407,86500
-13.267075519849744,128,0.0,356356096,-13.324026107788086,43871.42578125,0.013324026949703693,4096,3838433.972370825,-13.280399546799448,87000
-13.690991381216591,129,0.0,358404096,-13.347932815551758,43938.41015625,0.013347933068871498,4096,4463241.981760891,-13.704339314285463,87500
-13.510417745667148,129,0.0,360452096,-13.34060287475586,44001.91015625,0.013340603560209274,4096,3493374.582575702,-13.523758349227357,88000
-13.734524573418604,130,0.0,362500096,-13.394886016845703,44070.86328125,0.013394886627793312,4096,4525737.975401768,-13.747919460046397,88500
-13.771392815118407,131,0.0,364548096,-13.371004104614258,44128.6953125,0.013371004723012447,4096,5313563.763558416,-13.78476381984142,89000
-13.098592435907465,132,0.0,366596096,-13.409563064575195,44190.05078125,0.013409563340246677,4096,2306738.3505487656,-13.112001999247711,89500
-13.685071206432031,132,0.0,368644096,-13.388794898986816,44249.3125,0.013388795778155327,4096,4637526.094630718,-13.698460002210187,90000
-13.422137345136683,133,0.0,370692096,-13.303595542907715,44301.78125,0.013303596526384354,4096,4149669.0680163084,-13.435440941663067,90500
-13.575309292098666,134,0.0,372740096,-13.383471488952637,44387.2578125,0.013383472338318825,4096,4931932.70883068,-13.588692764436985,91000
-13.380739207368043,134,0.0,374788096,-13.371294021606445,44450.359375,0.013371294364333153,4096,2800213.2706199987,-13.394110501732376,91500
-13.936389389871728,135,0.0,376836096,-13.386547088623047,44530.4765625,0.013386547565460205,4096,4905102.11106853,-13.949775937437188,92000
-12.907736252693663,136,0.0,378884096,-13.408649444580078,44605.36328125,0.01340864971280098,4096,2454123.28371933,-12.921144902406464,92500
-13.567493259391673,137,0.0,380932096,-13.409049987792969,44656.4296875,0.013409050181508064,4096,3454352.4257710716,-13.580902309573181,93000
-13.648587255693966,137,0.0,382980096,-13.42033863067627,44710.609375,0.013420339673757553,4096,3517192.043698307,-13.662007595367724,93500
-13.932304322048017,138,0.0,385028096,-13.414684295654297,44776.71875,0.013414684683084488,4096,5297360.983553953,-13.945719006731101,94000
-13.757826496662126,139,0.0,387076096,-13.411799430847168,44837.54296875,0.013411800377070904,4096,4358199.205641543,-13.771238297039197,94500
-13.811828754547705,140,0.0,389124096,-13.403146743774414,44905.4140625,0.013403147459030151,4096,4326547.57282952,-13.825231902006735,95000
-13.17995742302803,140,0.0,391172096,-13.387252807617188,44976.03125,0.013387253507971764,4096,3114391.199242859,-13.193344676536002,95500
-13.391518884998753,141,0.0,393220096,-13.412698745727539,45029.1796875,0.013412699103355408,4096,2914178.797825358,-13.404931584102108,96000
-13.2451623208621,142,0.0,395268096,-13.371650695800781,45088.9453125,0.01337165106087923,4096,3230520.1625463166,-13.25853397192298,96500
-13.467631920326761,143,0.0,397316096,-13.371007919311523,45161.34765625,0.013371008448302746,4096,4758997.241193995,-13.481002928775064,97000
-12.842579311671251,143,0.0,399364096,-13.408855438232422,45218.55859375,0.013408856466412544,4096,2476003.890171323,-12.855988168137664,97500
-13.94007722686678,144,0.0,401412096,-13.416483879089355,45288.67578125,0.01341648492962122,4096,5245187.218953199,-13.953493711796401,98000
-12.977041602458579,145,0.0,403460096,-13.40806770324707,45353.21875,0.01340806856751442,4096,3438625.388978859,-12.990449671026093,98500
-13.721591338054367,146,0.0,405508096,-13.425785064697266,45409.79296875,0.013425786048173904,4096,4357325.302491564,-13.73501712410254,99000
-13.627997258133568,146,0.0,407556096,-13.411279678344727,45462.390625,0.013411280699074268,4096,4610690.34722488,-13.641408538832643,99500
-13.378668171497669,147,0.0,409604096,-13.420570373535156,45527.1953125,0.013420570641756058,4096,3806573.9351560376,-13.392088742139425,100000
-13.74887347119163,148,0.0,411652096,-13.409322738647461,45599.48828125,0.013409323059022427,4096,4527940.918522833,-13.762282794250652,100500
-13.714714551293723,148,0.0,413700096,-13.4537353515625,45681.2109375,0.01345373596996069,4096,3445420.711609732,-13.728168287263683,101000
-13.481126224093915,149,0.0,415748096,-13.443201065063477,45724.16015625,0.013443201780319214,4096,4734319.678410301,-13.494569425874234,101500
-13.824587568611719,150,0.0,417796096,-13.422847747802734,45775.390625,0.013422848656773567,4096,4062971.6274501383,-13.838010417268492,102000
