time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/approx_kl,train/kl_coef,train/clip_fraction,train/loss,train/value_loss,train/std,train/kl_loss_with_bc_model,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/n_updates,eval/mean_ep_length,eval/success_rate,eval/mean_reward
2228224,17,463,4811,0.00024518097,0.1920308224,7.171630859375e-05,28.859224319458008,65.92269923686982,0.014952125959098339,0.03255388140678406,0.00028741708799999996,9.184938371181488,0.2,0.8516396880149841,-0.0006533834370202385,80,,,
2359296,18,488,4826,0.0003120702,0.1915327488,0.00019378662109375,23.61744499206543,63.60808358192444,0.014954132959246635,0.03530355915427208,0.000286630656,9.201223397254944,0.2,0.8556151837110519,-1.6708318435121326e-05,85,,,
2490368,19,515,4828,0.00028376054,0.1910346752,0.00012054443359375,25.433170318603516,61.287573623657224,0.01495136134326458,0.041820019483566284,0.00028584422399999997,9.195812112092971,0.2,0.8609661757946014,-0.00020109647230128757,90,,,
2621440,20,543,4822,0.00022793026,0.19053660160000002,0.0001556396484375,25.037527084350586,64.399129986763,0.01494760811328888,0.04678702354431152,0.000285057792,9.232104802131653,0.2,0.8653434962034225,-0.00014623482420574873,95,,,
2752512,21,570,4821,0.00026714033,0.190038528,0.00011749267578125,24.54002571105957,60.21463632583618,0.01494631078094244,0.05340683460235596,0.00028427136,9.217152613401414,0.2,0.8648609817028046,-0.00017166440666187554,100,,,
2883584,22,598,4819,0.0002378227,0.1895404544,9.918212890625e-05,26.712343215942383,63.033149337768556,0.014943791553378105,0.05588718503713608,0.00028348492799999995,9.225858944654465,0.2,0.8670575171709061,-0.00036120947042945773,105,,,
3014656,23,625,4822,0.00027012013,0.18904238080000002,7.32421875e-05,26.468700408935547,66.3720939397812,0.014934761449694633,0.05885523185133934,0.000282698496,9.198545724153519,0.2,0.861744299530983,-0.0005348602899175603,110,,,
3145728,24,652,4821,0.00029919544,0.1885443072,0.0002044677734375,23.415555953979492,65.94727911949158,0.01493043452501297,0.06874724477529526,0.00028191206399999995,9.24226754307747,0.2,0.868754506111145,-0.00027134625051985497,115,,,
3276800,25,680,4818,0.00045728532,0.18804623360000003,0.00040283203125,24.021583557128906,63.21804847717285,0.014933454804122448,0.0774516686797142,0.000281125632,9.134351432323456,0.2,0.8722179681062698,-0.00032502295143785884,120,,,
3407872,26,707,4817,0.00020058118,0.18754816,1.373291015625e-05,24.33357048034668,62.17280387878418,0.01493028923869133,0.07057883590459824,0.00028033919999999996,9.286713689565659,0.2,0.8684590756893158,-0.00039949609599716497,125,,,
3538944,27,735,4810,0.00025408252,0.1870500864,0.000103759765625,24.588672637939453,57.80963497161865,0.014929763972759247,0.07834251970052719,0.000279552768,9.273186630010605,0.2,0.8743902146816254,-0.0003182253436534666,130,,,
3670016,28,764,4799,0.0002842124,0.1865520128,0.00011749267578125,24.138172149658203,57.25855839252472,0.014925658702850342,0.08824416249990463,0.00027876633599999997,9.267574310302734,0.2,0.8824257478117943,-0.0002681668345758226,135,,,
3801088,29,792,4795,0.00023830777,0.18605393920000002,0.00014495849609375,19.107585906982422,58.245900702476504,0.01492721401154995,0.10394875705242157,0.000277979904,9.262368977069855,0.2,0.8727777153253555,-0.000293560319187236,140,,,
3932160,30,819,4797,0.00023150737,0.18555586560000004,2.74658203125e-05,20.374744415283203,57.883486890792845,0.014928987249732018,0.10202789306640625,0.00027719347199999997,9.319903999567032,0.2,0.8768965676426888,-0.00024768892180873083,145,,,
4063232,31,846,4799,0.00024698023,0.185057792,0.00010528564453125,19.080921173095703,56.6702897310257,0.014932394027709961,0.10464951395988464,0.00027640703999999995,9.305383718013763,0.2,0.8722402006387711,-0.0006692515831673518,150,,,
4194304,32,873,4801,0.0002422719,0.18455971840000002,0.0001190185546875,25.29998207092285,65.88491194248199,0.014929790049791336,0.11900991201400757,0.000275620608,9.236396604776383,0.2,0.8701223433017731,-8.649519659229555e-05,155,,,
4325376,33,901,4800,0.00032375404,0.1840616448,0.0001251220703125,23.2159423828125,60.88998444080353,0.014937820844352245,0.1265566200017929,0.000274834176,9.293777978420257,0.2,0.869620606303215,-0.0003647358105808962,160,,,
4456448,34,928,4800,0.0002756443,0.1835635712,0.00010833740234375,20.326107025146484,59.268791341781615,0.014943992719054222,0.1350119709968567,0.000274047744,9.267090213298797,0.2,0.8697081655263901,-0.0002101446207234403,165,,,
4587520,35,955,4801,0.0002452843,0.18306549760000002,5.18798828125e-05,19.749202728271484,55.40010585784912,0.014950952492654324,0.13256070017814636,0.00027326131199999996,9.302698600292207,0.2,0.8759554326534271,-0.0005052918480942026,170,,,
4718592,36,982,4801,0.00022776565,0.182567424,0.0001068115234375,18.230030059814453,51.49542908668518,0.014956898055970669,0.1486203521490097,0.00027247488,9.256211042404175,0.2,0.8911454379558563,-0.0002380509627982974,175,,,
4849664,37,1010,4800,0.0002664128,0.18206935040000002,4.425048828125e-05,18.667932510375977,52.8154244184494,0.01495804451406002,0.14821967482566833,0.00027168844799999996,9.393595522642135,0.2,0.8770426511764526,-0.000217846997838933,180,,,
4980736,38,1037,4801,0.00034867483,0.18157127680000001,0.00012359619140625,22.19208526611328,59.48870041370392,0.014958128333091736,0.15897980332374573,0.000270902016,9.31599058508873,0.2,0.8744557499885559,-0.0006564250965311657,185,,,
5111808,39,1064,4801,0.00027522154,0.1810732032,0.000103759765625,21.34686851501465,55.384842014312746,0.014961293898522854,0.16635778546333313,0.00027011558399999997,9.249397307634354,0.2,0.8716059327125549,-0.00045424336931318974,190,,,
5242880,40,1091,4803,0.0004279964,0.1805751296,0.00012054443359375,21.039539337158203,54.220334315299986,0.014960406348109245,0.17635509371757507,0.00026932915199999994,9.325420582294464,0.2,0.8743114322423935,-0.0006554068520927103,195,,,
5373952,41,1118,4803,0.00030736518,0.180077056,0.00012664794921875,19.16193199157715,53.16781589984894,0.014969873242080212,0.1855161041021347,0.00026854272,9.257612234354019,0.2,0.873566523194313,-0.0002276090031955391,200,,,
5505024,42,1145,4804,0.00021424485,0.1795789824,1.220703125e-05,21.738037109375,55.660537767410275,0.014972446486353874,0.19114355742931366,0.000267756288,9.299048322439194,0.2,0.8732212632894516,-0.0002479078932083212,205,,,
5636096,43,1173,4803,0.0002782277,0.1790809088,7.32421875e-05,19.602176666259766,51.2184463262558,0.014980579726397991,0.20562677085399628,0.000266969856,9.30428671836853,0.2,0.8788036182522774,-0.00018721485903370195,210,,,
5767168,44,1200,4805,0.00023741723,0.1785828352,0.00013275146484375,21.51778221130371,53.67663071155548,0.014983403496444225,0.2089931219816208,0.00026618342399999995,9.371129512786865,0.2,0.8951393812894821,-0.00019300673811812886,215,,,
5898240,45,1227,4803,0.0002980762,0.1780847616,0.00027923583984375,20.514911651611328,54.71269252300262,0.015005125664174557,0.2112673968076706,0.000265396992,9.344118362665176,0.2,0.8744857460260391,-3.879251416947227e-05,220,,,
6029312,46,1254,4805,0.0003216687,0.17758668800000002,0.00017852783203125,18.121627807617188,51.181598210334776,0.015020566061139107,0.2216002345085144,0.00026461055999999996,9.269517666101455,0.2,0.8806280419230461,-2.4294896866194905e-05,225,,,
6160384,47,1281,4806,0.0003662463,0.1770886144,9.46044921875e-05,22.817195892333984,55.39970338344574,0.015029048547148705,0.22722934186458588,0.000263824128,9.261733990907668,0.2,0.8825866803526878,-0.0006718529053614475,230,,,
6291456,48,1309,4805,0.00023172084,0.1765905408,6.103515625e-05,22.885379791259766,56.30973381996155,0.015040099620819092,0.25133055448532104,0.00026303769599999997,9.304362779855728,0.2,0.8691533505916595,-0.00013661441444128285,235,,,
6422528,49,1336,4806,0.00023017463,0.17609246720000002,1.52587890625e-05,18.58024024963379,51.201978302001955,0.015058105811476707,0.24599087238311768,0.000262251264,9.255460727214814,0.2,0.8900357335805893,0.00017735832152538934,240,,,
6553600,50,1363,4807,0.00025199362,0.1755943936,5.035400390625e-05,18.874223709106445,49.177377378940584,0.015066199004650116,0.2545801103115082,0.00026146483199999997,9.236737251281738,0.2,0.8926240354776382,-9.937334834830835e-05,245,,,
6684672,51,1390,4807,0.00025223277,0.17509632000000003,6.256103515625e-05,19.937549591064453,53.9291674375534,0.015078423544764519,0.2701706290245056,0.0002606784,9.207851427793504,0.2,0.8905144929885864,-6.66976920911111e-05,250,,,
6815744,52,1417,4808,0.0001871372,0.1745982464,7.9345703125e-05,19.527807235717773,51.677781558036806,0.015084704384207726,0.278389573097229,0.000259891968,9.253898721933364,0.2,0.8825606033205986,-0.00034322606661589815,255,,,
6946816,53,1444,4808,0.00021110204,0.1741001728,5.4931640625e-05,22.146350860595703,54.2739337682724,0.01509506069123745,0.29847073554992676,0.00025910553599999995,9.198000013828278,0.2,0.8816449642181396,-0.000189148369099712,260,,,
7077888,54,1472,4806,0.00020821296,0.1736020992,1.983642578125e-05,19.97298240661621,54.04806764125824,0.015100181102752686,0.2920036315917969,0.000258319104,9.19428294301033,0.2,0.8809019550681114,-8.836209344735835e-05,265,,,
